Municipality,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2012 Population,Moody's_Bond_Ratings_July2012,ACGLFY12,EGL,TANF12 Recipients,empl,ACMR,enrollmt
"PLYMOUTH",2.0120000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",163863638.0000,9325937.0000,174292142.0000,811868.0000,0.0000,0.0000,0.0000,1538968.0000,3392321.0000,1853353.0000,3392321.0000,13940909.0000,25774406.0000,40453516.0000,25174301.0000,3146549.0000,39823123.0000,350000.0000,350000.0000,817315.0000,817315.0000,163078.0000,163078.0000,0.0000,,15485000.0000,15485000.0000,25865788.0000,24797984.0000,9.5871751519806780e-01,28315467.0000,25333330.0000,8.9468169463706881e-01,1.2089000000000000e+04,"Aa3",823527223.0000,1075877169.4535,6.1000000000000000e+01,9.6949251980052803e-02,3.1500000000000000e+01,1.8198000000000000e+03
"POMFRET",2.0120000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",11161587.0000,2118174.0000,14086517.0000,483789.0000,0.0000,0.0000,0.0000,363907.0000,963692.0000,599785.0000,963692.0000,4495615.0000,7895000.0000,12634109.0000,10355646.0000,549503.0000,11862998.0000,16782.0000,16782.0000,701100.0000,701100.0000,86793.0000,86793.0000,0.0000,,4966000.0000,4966000.0000,7899074.0000,7747819.0000,9.8085155297950111e-01,8060579.0000,7823066.0000,9.7053400258219669e-01,4.2170000000000000e+03,,355587972.0000,485554109.6586,1.0000000000000000e+01,6.4344262295081972e-02,2.2260000000000002e+01,6.9287000000000000e+02
"PORTLAND",2.0120000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",58763514.0000,5733210.0000,65004547.0000,1523177.0000,0.0000,0.0000,97668.0000,345783.0000,4753036.0000,4309585.0000,4753036.0000,6347357.0000,24467163.0000,32127450.0000,19793291.0000,2688267.0000,30324126.0000,35900.0000,35900.0000,997516.0000,997516.0000,841708.0000,841708.0000,0.0000,,19740476.0000,19740476.0000,24154606.0000,23815543.0000,9.8596280146320747e-01,24930055.0000,24287781.0000,9.7423696016715566e-01,9.4720000000000000e+03,"Aa3",855869519.0000,1117214797.3340,3.3000000000000000e+01,6.7233099371998520e-02,2.8149999999999999e+01,1.4201099999999999e+03
"PRESTON",2.0120000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",12070482.0000,2938940.0000,15487454.0000,1323962.0000,0.0000,930.0000,0.0000,297300.0000,2562361.0000,2264131.0000,2561431.0000,5603798.0000,8968685.0000,15644869.0000,11166085.0000,684679.0000,14767062.0000,41961.0000,41961.0000,163141.0000,163141.0000,756627.0000,756627.0000,0.0000,,3668766.0000,3668766.0000,8809312.0000,8629989.0000,9.7964392679019652e-01,9110788.0000,8865557.0000,9.7308344788617629e-01,4.7530000000000000e+03,,451688224.0000,556056278.3135,1.8000000000000000e+01,8.4444444444444447e-02,1.9430000000000000e+01,6.0970000000000005e+02
"PROSPECT",2.0120000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",15485395.0000,854378.0000,16568652.0000,-423083.0000,0.0000,0.0000,0.0000,0.0000,317987.0000,317987.0000,317987.0000,6012381.0000,21110172.0000,27509182.0000,20218427.0000,547844.0000,27902473.0000,214764.0000,214764.0000,6000.0000,6000.0000,-184527.0000,-184527.0000,0.0000,12962772.3475,2182264.0000,15145036.3475,20950481.0000,20707468.0000,9.8840060044444800e-01,21441046.0000,20961113.0000,9.7761615734605489e-01,9.6420000000000000e+03,"A1",829485284.0000,1170631255.4237,2.2000000000000000e+01,6.8731671554252194e-02,2.5199999999999999e+01,1.5066400000000001e+03
"PUTNAM",2.0120000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",25824061.0000,5499721.0000,32066201.0000,-117613.0000,0.0000,0.0000,156315.0000,0.0000,2836540.0000,2680225.0000,2836540.0000,11189842.0000,8669054.0000,23310596.0000,18099219.0000,0.0000,22424597.0000,90000.0000,90000.0000,211495.0000,211495.0000,764504.0000,764504.0000,0.0000,,0.0000,0.0000,8650051.0000,8433242.0000,9.7493552350153778e-01,9174507.0000,8611107.0000,9.3859070574582371e-01,9.4910000000000000e+03,,621229620.0000,806863163.8130,1.1800000000000000e+02,1.0047452032184856e-01,1.3940000000000000e+01,1.2566800000000001e+03
"REDDING",2.0120000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",35631967.0000,9751578.0000,45385645.0000,2641021.0000,1661.0000,0.0000,0.0000,73685.0000,6514368.0000,6439022.0000,6512707.0000,3558675.0000,43547989.0000,48441769.0000,35106197.0000,2264829.0000,47591281.0000,0.0000,5861.0000,547856.0000,547856.0000,302632.0000,308493.0000,0.0000,9931867.5000,19568167.0000,29500034.5000,44044397.0000,43119722.0000,9.7900584267279223e-01,45814635.0000,43529585.0000,9.5012401604858365e-01,9.2990000000000000e+03,"Aa1",1989614198.0000,2423819353.5157,4.0000000000000000e+00,6.1306984055692793e-02,2.2789999999999999e+01,1.7264600000000000e+03
"RIDGEFIELD",2.0120000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",82564434.0000,25782426.0000,108401335.0000,12390836.0000,0.0000,0.0000,0.0000,4116077.0000,15623261.0000,11507184.0000,15623261.0000,12297794.0000,113029057.0000,137971648.0000,87248296.0000,14347941.0000,131454232.0000,0.0000,0.0000,1168820.0000,1168820.0000,5348596.0000,5348596.0000,0.0000,,89939924.0000,89939924.0000,113330243.0000,111582933.0000,9.8458213841472131e-01,117432165.0000,112482741.0000,9.5785291023119601e-01,2.5045000000000000e+04,"Aaa",5552991756.0000,7092960129.7826,7.0000000000000000e+00,5.7922655715263519e-02,2.0609999999999999e+01,5.3695900000000001e+03
"ROCKY HILL",2.0120000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",32807146.0000,-460785.0000,32396750.0000,709351.0000,0.0000,0.0000,0.0000,245955.0000,4301453.0000,4055498.0000,4301453.0000,9149211.0000,53019340.0000,63826221.0000,32952537.0000,2385319.0000,63275595.0000,0.0000,0.0000,497548.0000,497548.0000,53078.0000,53078.0000,0.0000,,15114034.0000,15114034.0000,52823294.0000,52275960.0000,9.8963839702991641e-01,53572077.0000,52672020.0000,9.8319913935761727e-01,1.9729000000000000e+04,"Aa2",2155868126.0000,2763696336.6402,3.2000000000000000e+01,6.1936530833032820e-02,2.4500000000000000e+01,2.6206399999999999e+03
"ROXBURY",2.0120000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",11607315.0000,3120046.0000,16229232.0000,201777.0000,67.0000,0.0000,86903.0000,127383.0000,1586472.0000,1372119.0000,1586405.0000,214250.0000,8905085.0000,9464593.0000,6557435.0000,96793.0000,9055615.0000,0.0000,0.0000,438897.0000,438897.0000,-29919.0000,-29919.0000,0.0000,1129679.9490,93313.0000,1222992.9490,8866630.0000,8784446.0000,9.9073108948946786e-01,8990811.0000,8854818.0000,9.8487422324860352e-01,2.2370000000000000e+03,,747823781.0000,1029198632.4817,0.0000000000000000e+00,5.1632498101746395e-02,1.1900000000000000e+01,2.8394999999999999e+02
"SALEM",2.0120000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",15129445.0000,2014832.0000,17645694.0000,1308125.0000,0.0000,26894.0000,0.0000,44363.0000,1413699.0000,1342442.0000,1386805.0000,4093867.0000,10573859.0000,14942507.0000,10625583.0000,90630.0000,13462152.0000,46360.0000,46360.0000,1462058.0000,1462058.0000,64657.0000,64657.0000,0.0000,,855673.0000,855673.0000,10595639.0000,10393687.0000,9.8094008299074742e-01,10968993.0000,10553796.0000,9.6214812061599453e-01,4.1880000000000000e+03,"A1",429139917.0000,557332251.2630,1.9000000000000000e+01,8.1763895268718426e-02,2.4500000000000000e+01,7.0499000000000001e+02
"SALISBURY",2.0120000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",13233183.0000,4397083.0000,20713461.0000,2043892.0000,0.0000,80340.0000,49974.0000,243856.0000,1781557.0000,1407387.0000,1701217.0000,1488571.0000,11441249.0000,13772590.0000,7959258.0000,3529159.0000,12847942.0000,23919.0000,23919.0000,793596.0000,793596.0000,154971.0000,154971.0000,0.0000,697066.3658,3949374.0000,4646440.3658,11404216.0000,11325092.0000,9.9306186413866593e-01,11617120.0000,11443334.0000,9.8504052639552664e-01,3.7010000000000000e+03,,1139574180.0000,1628238828.5714,2.0000000000000000e+00,5.5493273542600897e-02,1.0000000000000000e+01,3.8462000000000000e+02
"SCOTLAND",2.0120000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",11543219.0000,958057.0000,12688357.0000,-44578.0000,0.0000,0.0000,0.0000,0.0000,701893.0000,701893.0000,701893.0000,1892936.0000,3876133.0000,5865842.0000,4545284.0000,394357.0000,5908961.0000,11123.0000,11123.0000,23000.0000,23000.0000,-54996.0000,-54996.0000,0.0000,0.0000,3438000.0000,3438000.0000,3879540.0000,3775479.0000,9.7317697458977093e-01,4010103.0000,3821927.0000,9.5307452202599285e-01,1.7100000000000000e+03,"A1",128720730.0000,157056218.0504,4.0000000000000000e+00,4.9462365591397849e-02,3.0070000000000000e+01,2.2750000000000000e+02
"SEYMOUR",2.0120000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",52434673.0000,1868095.0000,54303768.0000,13823428.0000,0.0000,0.0000,0.0000,434196.0000,4412030.0000,3977834.0000,4412030.0000,14272163.0000,38472193.0000,54222888.0000,32887244.0000,4274452.0000,52790755.0000,59847.0000,3472359.0000,712408.0000,4072268.0000,779572.0000,832224.0000,0.0000,,39345000.0000,39345000.0000,38213590.0000,37381321.0000,9.7822060162366320e-01,39897384.0000,38030270.0000,9.5320209465362438e-01,1.6561000000000000e+04,"Aa3",1382589920.0000,1787642556.4386,8.8000000000000000e+01,8.4382593328915401e-02,2.7620000000000001e+01,2.4111700000000001e+03
"SHARON",2.0120000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",4561153.0000,4086161.0000,8647314.0000,699047.0000,0.0000,0.0000,132763.0000,1936.0000,1919061.0000,1784362.0000,1919061.0000,533379.0000,9638534.0000,10514774.0000,6656208.0000,476129.0000,9845201.0000,41160.0000,41160.0000,219236.0000,219236.0000,491497.0000,491497.0000,0.0000,748429.1585,7820045.0000,8568474.1585,9583631.0000,9382060.0000,9.7896715764619902e-01,10061139.0000,9544238.0000,9.4862400767944866e-01,2.7470000000000000e+03,"Aa2",843796767.0000,1109074373.8022,6.0000000000000000e+00,5.4370268410185822e-02,1.1350000000000000e+01,2.6067000000000002e+02
"SHELTON",2.0120000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",150111053.0000,-3429307.0000,146993593.0000,5243765.0000,63293.0000,0.0000,5397184.0000,212000.0000,13935030.0000,8262553.0000,13871737.0000,15116799.0000,97299584.0000,116364658.0000,71812630.0000,11080779.0000,113998176.0000,608571.0000,686096.0000,1466019.0000,1466019.0000,1509034.0000,1586559.0000,0.0000,,59375000.0000,59375000.0000,97544404.0000,96430694.0000,9.8858253314049671e-01,99682092.0000,97266020.0000,9.7576222617799790e-01,4.0261000000000000e+04,"Aa2",5242912390.0000,6465685753.9223,1.3500000000000000e+02,7.8407775977782923e-02,1.8570000000000000e+01,5.3678699999999999e+03
"SHERMAN",2.0120000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",12047447.0000,1470574.0000,13528771.0000,3972.0000,7678.0000,10750.0000,0.0000,0.0000,875660.0000,857232.0000,857232.0000,1109021.0000,11838808.0000,13300390.0000,8941173.0000,1240195.0000,13028687.0000,0.0000,0.0000,877622.0000,877622.0000,-605919.0000,-605919.0000,0.0000,,11680000.0000,11680000.0000,11823560.0000,11714429.0000,9.9077003880387970e-01,11903510.0000,11778990.0000,9.8953921994436933e-01,3.6480000000000000e+03,"Aa2",747382770.0000,963531155.8497,1.0000000000000000e+00,6.3202999464381363e-02,1.5800000000000001e+01,5.9184000000000003e+02
"SIMSBURY",2.0120000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",93769918.0000,28322298.0000,122092216.0000,6071791.0000,0.0000,121950.0000,267341.0000,510907.0000,10596508.0000,9696310.0000,10474558.0000,12534007.0000,80548378.0000,94833517.0000,68933265.0000,7379506.0000,92466018.0000,0.0000,0.0000,2027617.0000,2027617.0000,339882.0000,339882.0000,0.0000,,45386539.0000,45386539.0000,80214546.0000,79747515.0000,9.9417772681777694e-01,81041788.0000,80198189.0000,9.8959056776980292e-01,2.3620000000000000e+04,"Aaa",2599506658.0000,3607413058.9302,3.1000000000000000e+01,5.4142674344209850e-02,3.0859999999999999e+01,4.7330500000000002e+03
"SOMERS",2.0120000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",39544160.0000,4406532.0000,44636389.0000,699097.0000,93474.0000,194587.0000,840737.0000,179364.0000,5114749.0000,3806587.0000,4826688.0000,13133908.0000,18065407.0000,32029576.0000,21936853.0000,2338931.0000,31331987.0000,335799.0000,335799.0000,415999.0000,415999.0000,617389.0000,617389.0000,0.0000,,14168996.0000,14168996.0000,17707631.0000,17523381.0000,9.8959488143840357e-01,18031398.0000,17667024.0000,9.7979224905356754e-01,1.1451000000000000e+04,"Aa2",820346488.0000,1137464429.6484,9.0000000000000000e+00,6.9568596968519233e-02,2.2120000000000001e+01,1.6131600000000001e+03
"SOUTH WINDSOR",2.0120000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",118642281.0000,17107966.0000,135750247.0000,-1252159.0000,135863.0000,0.0000,0.0000,1413432.0000,5053337.0000,3504042.0000,4917474.0000,20555762.0000,79552717.0000,101752531.0000,70996075.0000,5043160.0000,102212074.0000,60213.0000,262361.0000,1126605.0000,1126605.0000,-1525935.0000,-1323787.0000,0.0000,,35885575.0000,35885575.0000,78796861.0000,77752911.0000,9.8675137579401795e-01,81807588.0000,78746057.0000,9.6257644217551064e-01,2.5835000000000000e+04,"Aa2",2740393996.0000,3598807424.3858,4.1000000000000000e+01,6.2740262566185534e-02,2.8780000000000001e+01,4.5061499999999996e+03
"SOUTHBURY",2.0120000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",74760758.0000,18951751.0000,93712509.0000,947784.0000,8532.0000,0.0000,0.0000,5411498.0000,7590152.0000,2170122.0000,7581620.0000,3851708.0000,55519321.0000,60790250.0000,41344692.0000,1151749.0000,56404018.0000,50000.0000,50000.0000,3136150.0000,3136150.0000,1300082.0000,1300082.0000,0.0000,15533458.7095,10694201.0000,26227659.7095,55212445.0000,54915664.0000,9.9462474447563409e-01,55701559.0000,55189013.0000,9.9079835449488940e-01,1.9877000000000000e+04,"Aa2",2601545366.0000,3167605345.0355,1.9000000000000000e+01,7.0308950477055890e-02,2.1399999999999999e+01,2.9104800000000000e+03
"SOUTHINGTON",2.0120000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",110992000.0000,5917000.0000,117540000.0000,5687000.0000,84000.0000,0.0000,0.0000,496000.0000,16664000.0000,16084000.0000,16580000.0000,31838000.0000,99615000.0000,134749000.0000,88326000.0000,8975000.0000,130549000.0000,72000.0000,785000.0000,3385000.0000,3385000.0000,887000.0000,1600000.0000,0.0000,,71634000.0000,71634000.0000,98794000.0000,97457000.0000,9.8646678948114253e-01,101178000.0000,98770000.0000,9.7620035976200359e-01,4.3434000000000000e+04,"Aa2",4063217317.0000,5622660760.9555,1.4300000000000000e+02,7.1288122829770317e-02,2.4280000000000001e+01,6.7886800000000003e+03
"SPRAGUE",2.0120000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",16425119.0000,1104824.0000,17538583.0000,756234.0000,5202.0000,0.0000,0.0000,0.0000,445136.0000,439934.0000,439934.0000,3786149.0000,4867518.0000,8890022.0000,6406349.0000,892088.0000,8957514.0000,25652.0000,25652.0000,101171.0000,101171.0000,-143011.0000,-143011.0000,0.0000,,5630000.0000,5630000.0000,4791589.0000,4636975.0000,9.6773220741595323e-01,5070557.0000,4755945.0000,9.3795316766974512e-01,2.9880000000000000e+03,"A1",185457280.0000,256724060.5946,3.4000000000000000e+01,1.0993533215755438e-01,2.5750000000000000e+01,4.5650000000000000e+02
"STAFFORD",2.0120000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",80630749.0000,3146033.0000,86924798.0000,3681238.0000,0.0000,0.0000,341521.0000,163758.0000,3081590.0000,2576311.0000,3081590.0000,13888783.0000,22853056.0000,37765410.0000,27449756.0000,1718246.0000,38026487.0000,1136588.0000,9326160.0000,0.0000,8720000.0000,875511.0000,345083.0000,0.0000,,22092373.0000,22092373.0000,23036961.0000,22217291.0000,9.6441935201435636e-01,24255886.0000,22600370.0000,9.3174786523980202e-01,1.1987000000000000e+04,"A1",795563870.0000,1127409491.6092,6.4000000000000000e+01,8.4601873536299763e-02,2.8960000000000001e+01,1.8364800000000000e+03
"STAMFORD",2.0120000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",340194685.0000,-43060661.0000,324390874.0000,18822877.0000,154240.0000,0.0000,8376207.0000,3590708.0000,12121155.0000,0.0000,11966915.0000,45996081.0000,423093113.0000,497505346.0000,252544074.0000,48296195.0000,447832792.0000,3214641.0000,3214641.0000,49393618.0000,49393618.0000,3493577.0000,3493577.0000,0.0000,,403527696.0000,403527696.0000,417787311.0000,411502313.0000,9.8495646508517343e-01,427089441.0000,414785396.0000,9.7119094077533052e-01,1.2510900000000000e+05,"Aa1",24028752392.0000,29591423349.7684,8.3000000000000000e+02,6.9829014317832214e-02,1.7489999999999998e+01,1.5269370000000001e+04
"STERLING",2.0120000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",24240814.0000,1142530.0000,25955205.0000,-202498.0000,0.0000,14444.0000,0.0000,0.0000,2404286.0000,2389842.0000,2389842.0000,4266013.0000,6620039.0000,11006706.0000,8082820.0000,955343.0000,10481208.0000,6.0000,6.0000,330372.0000,330372.0000,195132.0000,195132.0000,0.0000,,9845000.0000,9845000.0000,6757708.0000,6511412.0000,9.6355332310895947e-01,6855363.0000,6575188.0000,9.5913053765351297e-01,3.7990000000000000e+03,"A1",318051089.0000,361140930.0030,2.0000000000000000e+01,1.0552268244575937e-01,2.1109999999999999e+01,6.4429999999999995e+02
"STONINGTON",2.0120000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",89588921.0000,21800934.0000,111824860.0000,3807050.0000,0.0000,0.0000,0.0000,2005146.0000,14146875.0000,12141729.0000,14146875.0000,5544730.0000,49741364.0000,58286738.0000,35002770.0000,4283347.0000,55888848.0000,0.0000,385955.0000,1361315.0000,1361315.0000,1036575.0000,1422530.0000,0.0000,,39619464.0000,39619464.0000,49487774.0000,48750829.0000,9.8510854418305416e-01,50302770.0000,49307578.0000,9.8021596027415592e-01,1.8556000000000000e+04,"Aa1",3166252253.0000,4074206313.5563,8.0000000000000000e+01,6.1679925612150015e-02,1.5630000000000001e+01,2.4579200000000001e+03
"STRATFORD",2.0120000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",57747280.0000,-47371246.0000,12782590.0000,7072319.0000,0.0000,0.0000,0.0000,2284297.0000,11074442.0000,8790145.0000,11074442.0000,36862714.0000,152926235.0000,197726616.0000,102808638.0000,17297140.0000,194705628.0000,700000.0000,20185580.0000,1391114.0000,20715489.0000,2329874.0000,2491079.0000,0.0000,,131914206.0000,131914206.0000,152921577.0000,150227449.0000,9.8238228997599208e-01,157177120.0000,152243989.0000,9.6861419142938876e-01,5.2077000000000000e+04,"A1",4513223658.0000,6257705489.5555,3.4600000000000000e+02,9.2353561429662223e-02,3.4149999999999999e+01,7.4930500000000002e+03
"SUFFIELD",2.0120000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",79903002.0000,12736984.0000,93101504.0000,6856835.0000,0.0000,0.0000,386000.0000,688901.0000,9430246.0000,8355345.0000,9430246.0000,17887712.0000,34156785.0000,55222780.0000,34204716.0000,2248430.0000,50360030.0000,410000.0000,410000.0000,3740032.0000,3740032.0000,1532718.0000,1532718.0000,0.0000,,12903912.0000,12903912.0000,33755515.0000,33405170.0000,9.8962110339599318e-01,34517149.0000,33848104.0000,9.8061702604696577e-01,1.5868000000000000e+04,,1396589754.0000,1953267663.8032,2.1000000000000000e+01,6.8116536725482152e-02,2.4170000000000002e+01,2.4259099999999999e+03
"THOMASTON",2.0120000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",32469999.0000,260607.0000,33515916.0000,-112141.0000,0.0000,0.0000,0.0000,84533.0000,2325311.0000,2240778.0000,2325311.0000,8001718.0000,16932230.0000,25226210.0000,15360953.0000,2618945.0000,22120554.0000,19000.0000,19000.0000,2970021.0000,2970021.0000,154635.0000,154635.0000,0.0000,,20624694.0000,20624694.0000,16626776.0000,16324968.0000,9.8184807445532440e-01,17511206.0000,16652279.0000,9.5094986604577658e-01,7.7880000000000000e+03,"Aa3",599951403.0000,730261207.6022,2.6000000000000000e+01,7.6082387557797393e-02,2.6980000000000000e+01,1.1942600000000000e+03
"THOMPSON",2.0120000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",32564311.0000,2203262.0000,37662080.0000,-759891.0000,0.0000,0.0000,0.0000,114487.0000,1904524.0000,1790037.0000,1904524.0000,10131313.0000,12789596.0000,23531413.0000,17604208.0000,1113642.0000,23380222.0000,38500.0000,38500.0000,260000.0000,260000.0000,-70309.0000,-70309.0000,0.0000,,11335942.0000,11335942.0000,12660868.0000,12420422.0000,9.8100872704778219e-01,13223692.0000,12591995.0000,9.5222990674616437e-01,9.3730000000000000e+03,"A1",606299218.0000,838281622.2683,4.4000000000000000e+01,8.5664672969322786e-02,2.1010000000000002e+01,1.2141700000000001e+03
"TOLLAND",2.0120000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",79197477.0000,16742638.0000,96253178.0000,-736107.0000,0.0000,140862.0000,0.0000,1309480.0000,8039037.0000,6588695.0000,7898175.0000,16850972.0000,38322762.0000,55823239.0000,39416894.0000,5017690.0000,55470521.0000,0.0000,140862.0000,265810.0000,265810.0000,86908.0000,227770.0000,0.0000,,41869133.0000,41869133.0000,38100458.0000,37735202.0000,9.9041334358762823e-01,38575258.0000,38032791.0000,9.8593743689283941e-01,1.4964000000000000e+04,"Aa2",1281961185.0000,1842304334.8648,2.1000000000000000e+01,5.6041617403641525e-02,2.9730000000000000e+01,3.0184000000000001e+03
"TORRINGTON",2.0120000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",79429233.0000,-7863812.0000,71570264.0000,-2724411.0000,0.0000,0.0000,343629.0000,497431.0000,5201764.0000,4360704.0000,5201764.0000,36025609.0000,76366984.0000,117492864.0000,69524879.0000,5234089.0000,116282476.0000,1700000.0000,1700000.0000,1293748.0000,1293748.0000,1616640.0000,1616640.0000,0.0000,,33618822.0000,33618822.0000,76135568.0000,76135568.0000,1.0000000000000000e+00,76135568.0000,76135568.0000,1.0000000000000000e+00,3.5808000000000000e+04,"Aa3",2344000030.3000,3280718564.4513,3.5100000000000000e+02,9.0676049258607685e-02,3.2500000000000000e+01,4.6225900000000001e+03
"TRUMBULL",2.0120000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",108474302.0000,-42799057.0000,65869724.0000,2570425.0000,1684983.0000,0.0000,875572.0000,626129.0000,20048683.0000,16861999.0000,18363700.0000,16295453.0000,129929396.0000,152597114.0000,99657036.0000,11081897.0000,151312238.0000,487812.0000,487812.0000,0.0000,0.0000,1772688.0000,1772688.0000,0.0000,,83068580.0000,83068580.0000,129537844.0000,127882470.0000,9.8722092363989011e-01,131978227.0000,129018723.0000,9.7757581635037427e-01,3.6514000000000000e+04,"Aa2",5209460523.0000,6674400349.0588,5.2000000000000000e+01,6.7770333868556562e-02,2.5000000000000000e+01,6.7992500000000000e+03
"UNION",2.0120000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",5444104.0000,1081668.0000,6643357.0000,168108.0000,0.0000,0.0000,0.0000,140000.0000,507468.0000,367468.0000,507468.0000,535465.0000,2260471.0000,2835799.0000,1667621.0000,323120.0000,2780331.0000,200.0000,27274.0000,43868.0000,43868.0000,11800.0000,38874.0000,0.0000,,3839650.0000,3839650.0000,2215932.0000,2193309.0000,9.8979075170176700e-01,2280838.0000,2239222.0000,9.8175407459889741e-01,8.5200000000000000e+02,,96797167.0000,139771358.6585,1.0000000000000000e+00,5.9210526315789470e-02,2.3050000000000001e+01,1.0300000000000000e+02
"VERNON",2.0120000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",102048034.0000,12288256.0000,117592756.0000,10115800.0000,0.0000,0.0000,0.0000,1820141.0000,11114527.0000,9294386.0000,11114527.0000,27838711.0000,57327038.0000,87500671.0000,52300137.0000,6603831.0000,86360679.0000,329270.0000,501771.0000,1605301.0000,1605301.0000,-136039.0000,36462.0000,0.0000,,49396447.0000,49396447.0000,57407016.0000,56603238.0000,9.8599861034407366e-01,58688763.0000,57069827.0000,9.7241488971236278e-01,2.9122000000000000e+04,"Aa2",1914573272.0000,2540965785.0778,2.7300000000000000e+02,7.9762185071815400e-02,2.9899999999999999e+01,3.7503299999999999e+03
"VOLUNTOWN",2.0120000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",8395318.0000,3056192.0000,11451510.0000,422752.0000,0.0000,0.0000,525359.0000,6962.0000,2109600.0000,1577279.0000,2109600.0000,3341400.0000,4846485.0000,8305595.0000,6573552.0000,84500.0000,7870308.0000,0.0000,0.0000,75000.0000,75000.0000,360287.0000,360287.0000,0.0000,,381533.0000,381533.0000,4759345.0000,4615486.0000,9.6977336167056605e-01,4964972.0000,4731506.0000,9.5297737832156959e-01,2.6110000000000000e+03,,193511868.0000,276837568.5714,1.8000000000000000e+01,1.0097087378640776e-01,2.4170000000000002e+01,4.3594000000000000e+02
"WALLINGFORD",2.0120000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",203115000.0000,12412000.0000,217006000.0000,2356000.0000,4000.0000,0.0000,295000.0000,6008000.0000,22644000.0000,16337000.0000,22640000.0000,36020000.0000,105948000.0000,148180000.0000,95875000.0000,5210000.0000,146359000.0000,1997000.0000,19077000.0000,2273000.0000,19216000.0000,1545000.0000,1682000.0000,0.0000,,37738000.0000,37738000.0000,105608000.0000,103684000.0000,9.8178168320581771e-01,109188000.0000,105089000.0000,9.6245924460563437e-01,4.5179000000000000e+04,"Aaa",4169070630.0000,5959102100.0000,1.5300000000000000e+02,7.1706246872714680e-02,2.5219999999999999e+01,6.5721400000000003e+03
