Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,2011 Nonspendable_Fund_Bal,2011 Restricted_Fund_Bal,2011 Committed_Fund_Bal,2011 Assigned_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2011 Population,Moody's_Bond_Ratings_July2011,area lmt,ACGLFY11,EGL,TANF11 Recipients,empl,ACMR,enrollmt,RPA Identifier
"NEWTOWN","JG",2.0110000000000000e+03,9.8000000000000000e+01,9.7000000000000000e+01,"F",149602482.0000,22463889.0000,174065056.0000,14743780.0000,0.0000,0.0000,760701.0000,0.0000,8169517.0000,"N",7408816.0000,8169517.0000,12282389.0000,92855249.0000,107432162.0000,72045166.0000,9851550.0000,108189425.0000,124177.0000,124177.0000,455000.0000,455000.0000,-1088086.0000,-2012928.0000,-1088086.0000,0.0000,"N","N",,80794898.0000,80794898.0000,92798590.0000,91982638.0000,9.9120728019682192e-01,93947384.0000,92363881.0000,9.8314478878943556e-01,2.7829000000000000e+04,"Aa1",5.7759999999999998e+01,3908204114.0000,4779608801.1904,4.9000000000000000e+01,6.5431344600556579e-02,2.4000000000000000e+01,5.5677900000000000e+03,"Housatonic Council of Elected Ofcls"
"NORFOLK","JG",2.0110000000000000e+03,9.9000000000000000e+01,9.8000000000000000e+01,"L",4565598.0000,2457253.0000,7022851.0000,-147852.0000,0.0000,0.0000,0.0000,300000.0000,1768066.0000,"N",1468066.0000,1768066.0000,911307.0000,6271475.0000,7372724.0000,4414170.0000,100411.0000,7240502.0000,280785.0000,280785.0000,80040.0000,80040.0000,332967.0000,97874.0000,332967.0000,0.0000,"N","N",657934.8559,1850000.0000,2507934.8559,6222549.0000,6128217.0000,9.8484029615516089e-01,6408417.0000,6251298.0000,9.7548240072392289e-01,1.6980000000000000e+03,,4.5310000000000002e+01,309569961.0000,382020958.9912,6.0000000000000000e+00,6.4549180327868855e-02,2.0160000000000000e+01,2.4697999999999999e+02,"Litchfield Hills Cncl of Elected Ofcls"
"NORTH BRANFORD","JG",2.0110000000000000e+03,1.0000000000000000e+02,9.9000000000000000e+01,"NH",46206927.0000,8765595.0000,55526787.0000,3619528.0000,0.0000,0.0000,1308168.0000,0.0000,6680812.0000,"N",5372644.0000,6680812.0000,10622684.0000,35743842.0000,46906243.0000,30843547.0000,4885851.0000,47833961.0000,662468.0000,999327.0000,142787.0000,142787.0000,-408037.0000,-17132.0000,-71178.0000,0.0000,"N","N",,51415694.0000,51415694.0000,34626965.0000,34065188.0000,9.8377631421061595e-01,35383509.0000,34408751.0000,9.7245162993868128e-01,1.4383000000000000e+04,"Aa2",2.4920000000000002e+01,1296741514.0000,1917957234.7476,4.0000000000000000e+01,7.6531216680488096e-02,2.6710000000000001e+01,2.3601300000000001e+03,"South Central Regional COG"
"NORTH CANAAN","BP",2.0110000000000000e+03,1.0100000000000000e+02,1.0000000000000000e+02,"L",10123425.0000,2075145.0000,12964896.0000,239868.0000,63889.0000,0.0000,0.0000,0.0000,845878.0000,"N",781989.0000,781989.0000,2729132.0000,7317211.0000,10471814.0000,8183328.0000,253544.0000,10724185.0000,0.0000,150000.0000,133210.0000,133210.0000,-385581.0000,298626.0000,-235581.0000,0.0000,"N","N",1082218.7661,762905.0000,1845123.7661,7225526.0000,7013307.0000,9.7062926629839819e-01,7754821.0000,7238940.0000,9.3347609184015978e-01,3.2950000000000000e+03,,1.9449999999999999e+01,344699240.0000,468661522.4286,5.0000000000000000e+00,9.0337335620354495e-02,2.1000000000000000e+01,4.4405000000000001e+02,"Northwestern CT COG"
"NORTH HAVEN","BP",2.0110000000000000e+03,1.0200000000000000e+02,1.0100000000000000e+02,"NH",53680889.0000,8365834.0000,63574787.0000,1369691.0000,46092.0000,0.0000,0.0000,5756926.0000,14422930.0000,"Y",8619912.0000,14376838.0000,8729212.0000,73908177.0000,88169345.0000,47701735.0000,6971369.0000,86787354.0000,116004.0000,116004.0000,369000.0000,369000.0000,1128995.0000,-1360739.0000,1128995.0000,0.0000,"N","N",,52698281.0000,52698281.0000,73770869.0000,72552212.0000,9.8348051179931195e-01,75955987.0000,73244126.0000,9.6429694212254791e-01,2.4054000000000000e+04,"Aa1",2.0770000000000000e+01,2828768705.0000,4165595867.1429,4.7000000000000000e+01,8.0242297337720606e-02,2.6180000000000000e+01,3.6353000000000002e+03,"South Central Regional COG"
"NORTH STONINGTON","JG",2.0110000000000000e+03,1.0300000000000000e+02,1.0200000000000000e+02,"NL",5906898.0000,4356972.0000,10685881.0000,594375.0000,0.0000,31742.0000,0.0000,525160.0000,1886183.0000,"N",1329281.0000,1854441.0000,5723802.0000,12719214.0000,18879639.0000,11853078.0000,1868549.0000,18714859.0000,0.0000,815000.0000,950004.0000,950004.0000,-785224.0000,375360.0000,29776.0000,0.0000,"N","N",,2904000.0000,2904000.0000,12547214.0000,12298956.0000,9.8021409374224433e-01,12913802.0000,12551886.0000,9.7197448125656560e-01,5.2870000000000000e+03,"A1",5.4299999999999997e+01,620469730.0000,832305655.7226,7.0000000000000000e+00,6.6870229007633591e-02,2.0190000000000001e+01,8.1332000000000005e+02,"Southeastern CT COG"
"NORWALK","JG",2.0110000000000000e+03,1.0400000000000000e+02,1.0300000000000000e+02,"F",263358561.0000,12858639.0000,276842748.0000,9200492.0000,0.0000,0.0000,0.0000,1946156.0000,30574487.0000,"Y",28628331.0000,30574487.0000,30083768.0000,255380363.0000,295375547.0000,164604885.0000,25302990.0000,293972793.0000,0.0000,0.0000,0.0000,0.0000,1402754.0000,-887044.0000,1402754.0000,0.0000,"N","Y",,206990291.0000,206990291.0000,256900612.0000,252875077.0000,9.8433037987468863e-01,259567125.0000,253544345.0000,9.7679683049230526e-01,8.6460000000000000e+04,"Aaa",2.2809999999999999e+01,12646134104.0000,17356987044.6290,6.4500000000000000e+02,7.4714486074934888e-02,2.0516999999999999e+01,1.1158740000000000e+04,"South Western RPA"
"NORWICH","JG",2.0110000000000000e+03,1.0500000000000000e+02,1.0400000000000000e+02,"NL",91688000.0000,10296000.0000,103528000.0000,27277000.0000,0.0000,0.0000,0.0000,178000.0000,10827000.0000,"N",10649000.0000,10827000.0000,38103000.0000,56857000.0000,99336000.0000,67160000.0000,4772000.0000,104971000.0000,8091000.0000,8895000.0000,2535000.0000,2535000.0000,-79000.0000,203000.0000,725000.0000,0.0000,"N","Y",,27544000.0000,27544000.0000,57006000.0000,54765000.0000,9.6068834859488472e-01,59954000.0000,55708000.0000,9.2917903726190076e-01,4.0408000000000000e+04,"Aa2",2.8329999999999998e+01,2384596055.0000,3147981408.8067,9.0800000000000000e+02,9.6142925785174513e-02,2.4399999999999999e+01,5.3961899999999996e+03,"Southeastern CT COG"
"OLD LYME","BP",2.0110000000000000e+03,1.0600000000000000e+02,1.0500000000000000e+02,"NL",12172355.0000,5806440.0000,17978795.0000,2070343.0000,145838.0000,0.0000,350833.0000,0.0000,4533198.0000,"N",4036527.0000,4387360.0000,1149521.0000,29646878.0000,31739668.0000,22632353.0000,345062.0000,30551341.0000,228989.0000,228989.0000,620473.0000,620473.0000,796843.0000,619132.0000,796843.0000,0.0000,"N","N",22356313.6140,4380000.0000,26736313.6140,29520967.0000,29134265.0000,9.8690076785086345e-01,30173912.0000,29438119.0000,9.7561492855152487e-01,7.5870000000000000e+03,,2.3100000000000001e+01,1621924571.0000,2317632930.0000,8.0000000000000000e+00,6.4280668707322811e-02,1.8600000000000001e+01,1.2213099999999999e+03,"Lower CT River Valley COG"
"OLD SAYBROOK","JG",2.0110000000000000e+03,1.0700000000000000e+02,1.0600000000000000e+02,"M",71489201.0000,6204842.0000,77867865.0000,78616.0000,0.0000,0.0000,8400.0000,0.0000,2668686.0000,"Y",2660286.0000,2668686.0000,2804695.0000,34600130.0000,38311019.0000,22975131.0000,2653486.0000,37982697.0000,0.0000,283578.0000,155000.0000,155000.0000,173322.0000,-188414.0000,456900.0000,0.0000,"N","N",,21035000.0000,21035000.0000,34526118.0000,34313107.0000,9.9383043874205612e-01,34821736.0000,34431098.0000,9.8878177699124481e-01,1.0265000000000000e+04,"Aa2",1.5039999999999999e+01,2477571742.0000,3173317524.5927,2.5000000000000000e+01,7.4080950612699592e-02,1.3990000000000000e+01,1.5688800000000001e+03,"Lower CT River Valley COG"
"ORANGE","JG",2.0110000000000000e+03,1.0800000000000000e+02,1.0700000000000000e+02,"NH",22287097.0000,7723686.0000,30039987.0000,-1596630.0000,0.0000,0.0000,0.0000,1017138.0000,7014506.0000,"Y",5997368.0000,7014506.0000,3244842.0000,51074882.0000,56177870.0000,37879596.0000,2172711.0000,56938073.0000,109000.0000,217949.0000,0.0000,0.0000,-651203.0000,-1393961.0000,-542254.0000,0.0000,"N","N",23413063.1608,14457160.0000,37870223.1608,50970656.0000,50511953.0000,9.9100064554790113e-01,51483028.0000,50850491.0000,9.8771367915655617e-01,1.3933000000000000e+04,"Aa1",1.7190000000000001e+01,1742909103.0000,2388947379.6600,1.1000000000000000e+01,6.5459989112683720e-02,2.8300000000000001e+01,2.5090000000000000e+03,"South Central Regional COG"
"OXFORD","BP",2.0110000000000000e+03,1.0900000000000000e+02,1.0800000000000000e+02,"NH",63121986.0000,9001764.0000,72133400.0000,1126579.0000,0.0000,0.0000,0.0000,0.0000,3467700.0000,"N",3467700.0000,3467700.0000,7659463.0000,30850616.0000,40815489.0000,27216870.0000,3177220.0000,40704206.0000,40000.0000,40000.0000,405172.0000,405172.0000,-253889.0000,-128935.0000,-253889.0000,0.0000,"N","N",,29279791.0000,29279791.0000,30990184.0000,30372988.0000,9.8008414535389654e-01,35138598.0000,30710101.0000,8.7397058357308388e-01,1.2662000000000000e+04,"Aa2",3.2890000000000001e+01,1468375572.0000,2090210294.9944,1.7000000000000000e+01,6.7711099309612319e-02,2.1050000000000001e+01,2.2454899999999998e+03,"COG of Central Naugatuck Valley"
"PLAINFIELD","JG",2.0110000000000000e+03,1.1000000000000000e+02,1.0900000000000000e+02,"W",61865584.0000,1512491.0000,63378075.0000,-1109456.0000,65179.0000,0.0000,0.0000,200000.0000,4798891.0000,"Y",4533712.0000,4733712.0000,22133687.0000,20653189.0000,44594066.0000,34521797.0000,3094407.0000,44908304.0000,0.0000,260710.0000,15583.0000,15583.0000,-329821.0000,-1087075.0000,-69111.0000,0.0000,"N","N",,16101862.0000,16101862.0000,20407365.0000,19698600.0000,9.6526915650305667e-01,21936637.0000,20318331.0000,9.2622816341447411e-01,1.5369000000000000e+04,"Aa3",4.2259999999999998e+01,1010404732.0000,1368849724.7971,1.8300000000000000e+02,1.1111111111111110e-01,2.0190000000000001e+01,2.5066300000000001e+03,"Northeastern CT COG"
"PLAINVILLE","JG",2.0110000000000000e+03,1.1100000000000000e+02,1.1000000000000000e+02,"H",72321549.0000,15967192.0000,89348961.0000,2025112.0000,10246.0000,0.0000,171012.0000,1017759.0000,3596778.0000,"Y",2397761.0000,3586532.0000,15124016.0000,39566117.0000,55606826.0000,35631512.0000,5812452.0000,54073431.0000,315864.0000,4073021.0000,1373595.0000,5246161.0000,475664.0000,-1670575.0000,360255.0000,0.0000,"N","Y",,64503526.0000,64503526.0000,38841741.0000,37977381.0000,9.7774662057501494e-01,40778568.0000,38966048.0000,9.5555214199772787e-01,1.7730000000000000e+04,"Aa3",9.7599999999999998e+00,1390283620.0000,1970066222.1298,8.9000000000000000e+01,8.6799276672694395e-02,2.8010000000000002e+01,2.5003699999999999e+03,"Central CT RPA"
"PLYMOUTH","BP",2.0110000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",161399980.0000,10967676.0000,173480274.0000,810549.0000,0.0000,0.0000,0.0000,1573970.0000,3229243.0000,"N",1655273.0000,3229243.0000,13200523.0000,24976767.0000,38869629.0000,24167940.0000,3231093.0000,38916836.0000,855000.0000,10923678.0000,633000.0000,10701678.0000,174793.0000,213563.0000,174793.0000,0.0000,"N","N",,17905635.0000,17905635.0000,25267568.0000,24229603.0000,9.5892105643091574e-01,27334419.0000,24609934.0000,9.0032767844818651e-01,1.2169000000000000e+04,"Aa3",2.1719999999999999e+01,821931703.0000,1142032033.2464,6.7000000000000000e+01,1.0121058558558559e-01,3.0850000000000001e+01,1.9078900000000001e+03,"Central CT RPA"
"POMFRET","BP",2.0110000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",11908723.0000,936690.0000,13602728.0000,1597985.0000,1880.0000,0.0000,0.0000,383651.0000,876898.0000,"N",491367.0000,875018.0000,4336298.0000,7588642.0000,12066024.0000,10042111.0000,178127.0000,11659752.0000,19435.0000,19435.0000,581996.0000,581996.0000,-156289.0000,-304768.0000,-156289.0000,0.0000,"N","N",,458046.0000,458046.0000,7584867.0000,7465280.0000,9.8423347436415165e-01,7689637.0000,7525729.0000,9.7868455949221012e-01,4.2360000000000000e+03,,4.0289999999999999e+01,353436449.0000,508169747.1429,8.0000000000000000e+00,7.6463049978641603e-02,2.1550000000000001e+01,7.4472000000000003e+02,"Northeastern CT COG"
"PORTLAND","JG",2.0110000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",58700834.0000,4335780.0000,63481370.0000,827335.0000,0.0000,0.0000,83389.0000,376676.0000,3911328.0000,"Y",3451263.0000,3911328.0000,6067731.0000,23927858.0000,30875614.0000,19306090.0000,2683890.0000,29700818.0000,0.0000,0.0000,820830.0000,820830.0000,353966.0000,656451.0000,353966.0000,0.0000,"N","N",,19861993.0000,19861993.0000,23691034.0000,23299787.0000,9.8348544010362737e-01,24494340.0000,23688965.0000,9.6711995505900550e-01,9.5300000000000000e+03,"Aa3",2.3399999999999999e+01,851352046.0000,1136444990.7849,3.2000000000000000e+01,7.7008310249307474e-02,2.7800000000000001e+01,1.4443299999999999e+03,"Lower CT River Valley COG"
"PRESTON","BP",2.0110000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",12013229.0000,1547812.0000,14163492.0000,567024.0000,0.0000,930.0000,0.0000,325202.0000,1805734.0000,"N",1479602.0000,1804804.0000,5164392.0000,8910743.0000,15109938.0000,10843392.0000,754621.0000,14512059.0000,14.0000,25829.0000,573717.0000,573717.0000,24176.0000,-40017.0000,49991.0000,0.0000,"N","N",,4322127.0000,4322127.0000,8668881.0000,8435049.0000,9.7302627640176398e-01,9049578.0000,8743057.0000,9.6612869682984115e-01,4.7160000000000000e+03,,3.0890000000000001e+01,449648242.0000,587108054.7947,1.7000000000000000e+01,7.8995267564615945e-02,1.9239999999999998e+01,6.6179999999999995e+02,"Southeastern CT COG"
"PROSPECT","JG",2.0110000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",15621009.0000,1146501.0000,16991735.0000,527195.0000,0.0000,0.0000,0.0000,0.0000,502514.0000,"N",502514.0000,502514.0000,5929171.0000,21016543.0000,27455577.0000,19839615.0000,593981.0000,27911884.0000,221736.0000,759576.0000,2000.0000,2000.0000,-236571.0000,-69372.0000,301269.0000,0.0000,"N","N",13058026.0798,2612503.0000,15670529.0798,20696927.0000,20448212.0000,9.8798299863549788e-01,21271870.0000,20745199.0000,9.7524096377046310e-01,9.3900000000000000e+03,"A1",1.4320000000000000e+01,819547973.0000,1199311642.4978,2.7000000000000000e+01,8.2337317397078350e-02,2.5260000000000002e+01,1.5484300000000001e+03,"COG of Central Naugatuck Valley"
"PUTNAM","JG",2.0110000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",26603923.0000,4724894.0000,32183814.0000,223881.0000,0.0000,0.0000,79381.0000,0.0000,2072036.0000,"Y",1992655.0000,2072036.0000,10594761.0000,8773866.0000,22584315.0000,17752764.0000,5325.0000,22259882.0000,0.0000,0.0000,100000.0000,100000.0000,224433.0000,55176.0000,224433.0000,0.0000,"N","N",,0.0000,0.0000,8691451.0000,8455665.0000,9.7287150327373417e-01,9190568.0000,8632602.0000,9.3928928005320234e-01,9.5620000000000000e+03,,2.0289999999999999e+01,624626504.0000,878101754.5159,1.2900000000000000e+02,9.4511086877499095e-02,1.3940000000000000e+01,1.2822600000000000e+03,"Northeastern CT COG"
"REDDING","JG",2.0110000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",32091707.0000,10650817.0000,42744624.0000,5098103.0000,1157.0000,0.0000,0.0000,72146.0000,6205875.0000,"N",6132572.0000,6204718.0000,3091256.0000,43297765.0000,47713943.0000,33466941.0000,1906514.0000,45327300.0000,0.0000,551579.0000,226416.0000,226416.0000,2160227.0000,1551131.0000,2711806.0000,0.0000,"N","N",11156364.5917,19962953.0000,31119317.5917,44117180.0000,42930490.0000,9.7310140856691207e-01,45153268.0000,43177488.0000,9.5624281281257428e-01,9.2500000000000000e+03,"Aa1",3.1500000000000000e+01,1992858353.0000,2433477139.6744,7.0000000000000000e+00,5.8338486909915478e-02,2.2219999999999999e+01,1.7269500000000000e+03,"Housatonic Council of Elected Ofcls"
"RIDGEFIELD","BP",2.0110000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",79350980.0000,16601772.0000,96010505.0000,7853781.0000,0.0000,0.0000,0.0000,1226175.0000,10274665.0000,"Y",9048490.0000,10274665.0000,9759437.0000,111206601.0000,128725423.0000,83395812.0000,14718104.0000,126947323.0000,0.0000,0.0000,1159171.0000,1159171.0000,618929.0000,-301258.0000,618929.0000,0.0000,"N","Y",,100410956.0000,100410956.0000,111397853.0000,109814265.0000,9.8578439388773498e-01,114775031.0000,110676849.0000,9.6429378442075964e-01,2.4885000000000000e+04,"Aaa",3.4430000000000000e+01,5516834945.0000,7210544084.1852,1.3000000000000000e+01,6.2717193446963429e-02,2.0399999999999999e+01,5.4569200000000001e+03,"Housatonic Council of Elected Ofcls"
"ROCKY HILL","BP",2.0110000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",32265069.0000,-628183.0000,31687399.0000,82789.0000,0.0000,0.0000,0.0000,754586.0000,4248375.0000,"N",3493789.0000,4248375.0000,7432129.0000,52381560.0000,61405220.0000,30865280.0000,2363467.0000,60668299.0000,0.0000,0.0000,506348.0000,506348.0000,230573.0000,-194692.0000,230573.0000,0.0000,"N","N",,16965356.0000,16965356.0000,52249228.0000,51728564.0000,9.9003499152178864e-01,52942024.0000,52187482.0000,9.8574776816239595e-01,1.9723000000000000e+04,"Aa2",1.3449999999999999e+01,2200202480.0000,2959219154.2587,3.3000000000000000e+01,6.9390630503698481e-02,2.3800000000000001e+01,2.6260599999999999e+03,"Capital Region COG"
"ROXBURY","BP",2.0110000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",11219636.0000,3194132.0000,16027455.0000,684888.0000,23961.0000,0.0000,46636.0000,255607.0000,1616391.0000,"Y",1290187.0000,1592430.0000,196556.0000,8429475.0000,8964885.0000,6219646.0000,96162.0000,8728624.0000,0.0000,0.0000,375497.0000,375497.0000,-139236.0000,-157320.0000,-139236.0000,0.0000,"N","N",353279.9922,182953.0000,536232.9922,8458503.0000,8366949.0000,9.8917609889125768e-01,8535583.0000,8411439.0000,9.8545570935224924e-01,2.2490000000000000e+03,,2.6219999999999999e+01,743680900.0000,970846027.8911,1.0000000000000000e+00,5.3973013493253376e-02,1.1400000000000000e+01,2.9425999999999999e+02,"Northwestern CT COG"
"SALEM","BP",2.0110000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",14363196.0000,1687988.0000,16337569.0000,574947.0000,0.0000,23467.0000,0.0000,64788.0000,1349042.0000,"Y",1260787.0000,1325575.0000,3699162.0000,10524871.0000,14531258.0000,10454834.0000,728278.0000,13861516.0000,7313.0000,7313.0000,809026.0000,809026.0000,-131971.0000,509400.0000,-131971.0000,0.0000,"N","N",,922488.0000,922488.0000,10508386.0000,10274477.0000,9.7774073011783158e-01,10812596.0000,10416967.0000,9.6341035954732790e-01,4.1420000000000000e+03,"A1",2.8949999999999999e+01,429139917.0000,546700093.3316,2.0000000000000000e+01,7.2491415490270883e-02,2.4500000000000000e+01,7.3925999999999999e+02,"Southeastern CT COG"
"SALISBURY","JG",2.0110000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",12363076.0000,4318227.0000,18669569.0000,1017202.0000,0.0000,109582.0000,19975.0000,354463.0000,1626586.0000,"N",1142566.0000,1517004.0000,836053.0000,11486453.0000,13069748.0000,7917159.0000,8640594.0000,12451321.0000,0.0000,0.0000,524682.0000,524682.0000,93745.0000,23393.0000,93745.0000,0.0000,"N","N",808255.4977,4266324.0000,5074579.4977,11459386.0000,11355497.0000,9.9093415650716365e-01,11693763.0000,11472728.0000,9.8109804346128782e-01,3.7200000000000000e+03,,5.7320000000000000e+01,1205403378.0000,1520975297.5575,0.0000000000000000e+00,6.3345966432051981e-02,9.5000000000000000e+00,3.9489999999999998e+02,"Northwestern CT COG"
"SCOTLAND","BP",2.0110000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",11529006.0000,1024340.0000,12732935.0000,579360.0000,0.0000,0.0000,0.0000,41615.0000,756889.0000,"N",715274.0000,756889.0000,1680347.0000,3967508.0000,5892120.0000,4106792.0000,474709.0000,5525074.0000,11049.0000,11049.0000,179000.0000,179000.0000,199095.0000,-149266.0000,199095.0000,0.0000,"N","N",0.0000,3675000.0000,3675000.0000,3667342.0000,3596589.0000,9.8070728064085655e-01,3952709.0000,3799104.0000,9.6113930977463813e-01,1.7220000000000000e+03,"A1",1.8609999999999999e+01,128001909.0000,175630972.5200,6.0000000000000000e+00,5.0445103857566766e-02,2.8600000000000001e+01,2.3619999999999999e+02,"Windham Region COG"
"SEYMOUR","BP",2.0110000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",38478505.0000,2000835.0000,40480340.0000,-732451.0000,530213.0000,0.0000,0.0000,520594.0000,3579806.0000,"N",2528999.0000,3049593.0000,11798457.0000,36910091.0000,50058897.0000,30179163.0000,4165035.0000,49296452.0000,0.0000,13121989.0000,812549.0000,14052907.0000,-50104.0000,47135.0000,-168473.0000,0.0000,"N","N",,36130894.0000,36130894.0000,36643424.0000,35960606.0000,9.8136587890913252e-01,38242282.0000,36523862.0000,9.5506492002752341e-01,1.6514000000000000e+04,"Aa3",1.4570000000000000e+01,1373274855.0000,1878591320.2576,8.2000000000000000e+01,8.7183775872883132e-02,2.6780000000000001e+01,2.5038200000000002e+03,"Valley COG"
"SHARON","JG",2.0110000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",4404596.0000,3303160.0000,7948267.0000,251530.0000,0.0000,0.0000,136352.0000,0.0000,1427564.0000,"Y",1291212.0000,1427564.0000,524413.0000,9144398.0000,10009963.0000,6438520.0000,493824.0000,9654691.0000,36450.0000,36450.0000,258069.0000,258069.0000,133653.0000,-69346.0000,133653.0000,0.0000,"N","N",807860.9477,797152.0000,1605012.9477,9165538.0000,8966945.0000,9.7833264124811881e-01,9550144.0000,9071334.0000,9.4986358320879771e-01,2.7660000000000000e+03,"Aa2",5.8700000000000003e+01,839977000.0000,969416425.7914,5.0000000000000000e+00,6.2932226832641769e-02,1.0900000000000000e+01,2.8655000000000001e+02,"Northwestern CT COG"
"SHELTON","JG",2.0110000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",141955562.0000,-1448659.0000,140821682.0000,15519640.0000,63293.0000,0.0000,6063028.0000,212000.0000,12348471.0000,"N",6010150.0000,12285178.0000,11947574.0000,97607161.0000,113483225.0000,67380683.0000,12072249.0000,109376790.0000,597500.0000,597500.0000,1611286.0000,1611286.0000,3092649.0000,1017559.0000,3092649.0000,0.0000,"N","Y",,67830000.0000,67830000.0000,96776036.0000,95698353.0000,9.8886415434498676e-01,98779312.0000,96633968.0000,9.7828144419552143e-01,3.9954000000000000e+04,"Aa2",3.0570000000000000e+01,5198299410.0000,6817934004.7400,1.1700000000000000e+02,7.9916518109483026e-02,1.8609999999999999e+01,5.3955100000000002e+03,"Valley COG"
"SHERMAN","JG",2.0110000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",10438021.0000,3076028.0000,13524799.0000,276566.0000,13189.0000,10750.0000,0.0000,0.0000,1481579.0000,"N",1457640.0000,1457640.0000,1050057.0000,11700271.0000,13092722.0000,8774192.0000,979049.0000,12373680.0000,0.0000,0.0000,934820.0000,934820.0000,-215778.0000,369310.0000,-215778.0000,0.0000,"N","N",,12590000.0000,12590000.0000,11631085.0000,11563499.0000,9.9418919215189294e-01,11739011.0000,11653747.0000,9.9273669647298224e-01,3.6180000000000000e+03,"Aa2",2.1800000000000001e+01,739732170.0000,1027915499.1269,5.0000000000000000e+00,6.8335941575378201e-02,1.5699999999999999e+01,5.9184000000000003e+02,"Housatonic Council of Elected Ofcls"
"SIMSBURY","BP",2.0110000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",85759693.0000,24577560.0000,110337253.0000,3953379.0000,0.0000,3765.0000,324311.0000,351346.0000,10256626.0000,"N",9577204.0000,10252861.0000,11352961.0000,79548406.0000,92590066.0000,66795182.0000,7326335.0000,90649471.0000,42679.0000,42679.0000,978914.0000,978914.0000,1004360.0000,787133.0000,1004360.0000,0.0000,"N","N",,51071850.0000,51071850.0000,79341293.0000,78849769.0000,9.9380494088998528e-01,80213766.0000,79321234.0000,9.8887308195952306e-01,2.3528000000000000e+04,"Aaa",3.3880000000000003e+01,2599461854.0000,3717023505.8891,1.9000000000000000e+01,6.5349794238683132e-02,3.0550000000000001e+01,4.8187700000000004e+03,"Capital Region COG"
"SOMERS","JG",2.0110000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",38972295.0000,4497207.0000,43937292.0000,-2281396.0000,401863.0000,0.0000,780737.0000,0.0000,4497360.0000,"N",3314760.0000,4095497.0000,11007761.0000,17058185.0000,29008065.0000,20829709.0000,2893228.0000,29633612.0000,105000.0000,105000.0000,350000.0000,350000.0000,-870547.0000,-5135.0000,-870547.0000,0.0000,"N","N",,15440913.0000,15440913.0000,17000633.0000,16827615.0000,9.8982284953742605e-01,17267963.0000,16932877.0000,9.8059493178205215e-01,1.1433000000000000e+04,"Aa2",2.8340000000000000e+01,816247993.0000,1176551830.0000,1.1000000000000000e+01,7.9255002972062616e-02,2.1120000000000001e+01,1.6202000000000000e+03,"Capital Region COG"
