Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2010 Population,Moody's_Bond_Ratings_July2010,area lmt,ACGLFY10,EGL,TANF10 Recipients,empl,ACMR,enrollmt,RPA Identifier
"NORWALK","JG",2.0100000000000000e+03,1.0400000000000000e+02,1.0300000000000000e+02,"F",265737104.0000,1905152.0000,267642256.0000,9523645.0000,103365.0000,0.0000,28613275.0000,"N",28509910.0000,29162693.0000,246960127.0000,285935540.0000,161411159.0000,26912791.0000,287177972.0000,0.0000,48309608.0000,0.0000,47954220.0000,-1242432.0000,-7888018.0000,-887044.0000,0.0000,"N","Y",,204278485.0000,204278485.0000,245698355.0000,242227938.0000,9.8587529411826957e-01,249736709.0000,244289623.0000,9.7818868510836343e-01,8.5653000000000000e+04,"Aaa",2.2809999999999999e+01,12600003768.0000,18035743032.8571,6.5700000000000000e+02,7.8131054595884403e-02,1.9779000000000000e+01,1.0941900000000000e+04,"South Western RPA"
"NORWICH","JG",2.0100000000000000e+03,1.0500000000000000e+02,1.0400000000000000e+02,"NL",60432000.0000,14414000.0000,76251000.0000,15647000.0000,268000.0000,0.0000,10102000.0000,"N",9834000.0000,37742000.0000,55495000.0000,97645000.0000,66152000.0000,4243000.0000,101953000.0000,6976000.0000,11341000.0000,2535000.0000,6830000.0000,133000.0000,-1085000.0000,203000.0000,0.0000,"N","Y",,29628000.0000,29628000.0000,55162000.0000,52938000.0000,9.5968239005112210e-01,58056000.0000,53986000.0000,9.2989527352900647e-01,4.0605000000000000e+04,"Aa2",2.8329999999999998e+01,2361536974.0000,3400921848.5714,9.6300000000000000e+02,1.0238619849045989e-01,2.3840000000000000e+01,5.4513500000000004e+03,"Southeastern CT COG"
"OLD LYME","BP",2.0100000000000000e+03,1.0600000000000000e+02,1.0500000000000000e+02,"NL",11009816.0000,4545445.0000,15908452.0000,1758263.0000,267980.0000,0.0000,3736355.0000,"N",3468375.0000,835405.0000,29413714.0000,31120108.0000,22467474.0000,256686.0000,30064577.0000,181641.0000,181641.0000,618040.0000,618040.0000,619132.0000,-531009.0000,619132.0000,0.0000,"N","N",12071894.4941,4200000.0000,16271894.4941,29261335.0000,28879516.0000,9.8695141557963773e-01,29884027.0000,29211996.0000,9.7751203343511905e-01,7.6050000000000000e+03,,2.3100000000000001e+01,1500431070.0000,2235912077.2839,1.2000000000000000e+01,6.8283494231222042e-02,1.9500000000000000e+01,1.2103900000000001e+03,"CT River Estuary RPA"
"OLD SAYBROOK","JG",2.0100000000000000e+03,1.0700000000000000e+02,1.0600000000000000e+02,"M",67858252.0000,6321053.0000,74589250.0000,320322.0000,61387.0000,0.0000,2162272.0000,"N",2100885.0000,2689870.0000,33230226.0000,36930091.0000,22057089.0000,2836343.0000,37216568.0000,15587.0000,245587.0000,147524.0000,147524.0000,-418414.0000,356798.0000,-188414.0000,0.0000,"N","N",,22975000.0000,22975000.0000,33109911.0000,32914062.0000,9.9408488292221631e-01,33380400.0000,33024657.0000,9.8934275802566773e-01,1.0224000000000000e+04,"Aa2",1.5039999999999999e+01,2540876784.0000,3638339562.8571,2.6000000000000000e+01,7.2403880704275961e-02,1.3440000000000000e+01,1.6008000000000000e+03,"CT River Estuary RPA"
"ORANGE","JG",2.0100000000000000e+03,1.0800000000000000e+02,1.0700000000000000e+02,"NH",22359624.0000,9683358.0000,32080678.0000,-1409616.0000,613333.0000,0.0000,8000821.0000,"N",7387488.0000,3132553.0000,49345622.0000,54201378.0000,37809305.0000,2195433.0000,55753354.0000,85000.0000,11181706.0000,0.0000,11023691.0000,-1466976.0000,-1407926.0000,-1393961.0000,0.0000,"N","N",24759421.0004,16065000.0000,40824421.0004,49448245.0000,48907003.0000,9.8905437392166295e-01,49847700.0000,49198820.0000,9.8698274945483944e-01,1.3968000000000000e+04,"Aa1",1.7190000000000001e+01,1751395840.0000,2393418492.7638,5.0000000000000000e+00,6.5038419319429205e-02,2.8300000000000001e+01,2.5164600000000000e+03,"South Central Regional COG"
"OXFORD","BP",2.0100000000000000e+03,1.0900000000000000e+02,1.0800000000000000e+02,"NH",62343665.0000,8656307.0000,71006821.0000,435435.0000,0.0000,0.0000,3721589.0000,"N",3721589.0000,7927245.0000,29026537.0000,39261493.0000,26207478.0000,3149725.0000,39275768.0000,40000.0000,1640000.0000,200000.0000,1754660.0000,-174275.0000,-331567.0000,-128935.0000,-76808.0000,"N","N",,29931000.0000,29931000.0000,27192114.0000,26621005.0000,9.7899725633689239e-01,31735785.0000,27169062.0000,8.5610177911149832e-01,1.2749000000000000e+04,"Aa2",3.2890000000000001e+01,1406036705.0000,2061759239.7375,1.9000000000000000e+01,7.1930280957336112e-02,2.0440000000000001e+01,2.2385400000000000e+03,"COG of Central Naugatuck Valley"
"PLAINFIELD","JG",2.0100000000000000e+03,1.1000000000000000e+02,1.0900000000000000e+02,"W",61271634.0000,3215897.0000,64487531.0000,-2053682.0000,0.0000,462154.0000,4853206.0000,"Y",4853206.0000,20974487.0000,20280718.0000,44570590.0000,35255529.0000,3151563.0000,45722913.0000,0.0000,85181.0000,19933.0000,19933.0000,-1172256.0000,362408.0000,-1087075.0000,0.0000,"N","N",,18024080.0000,18024080.0000,20116296.0000,19387434.0000,9.6376758425109676e-01,21589234.0000,19979568.0000,9.2544126391885884e-01,1.5428000000000000e+04,"Aa3",4.2259999999999998e+01,1008698320.0000,1377877084.1696,1.9500000000000000e+02,1.1556438420191634e-01,1.9940000000000001e+01,2.5729000000000001e+03,"Northeastern CT COG"
"PLAINVILLE","JG",2.0100000000000000e+03,1.1100000000000000e+02,1.1000000000000000e+02,"H",72078747.0000,14317051.0000,87323849.0000,-3037329.0000,1584049.0000,0.0000,3065751.0000,"N",1481702.0000,15180918.0000,36680432.0000,52756921.0000,35029994.0000,6302024.0000,53489265.0000,929789.0000,929789.0000,1868020.0000,1868020.0000,-1670575.0000,-1428694.0000,-1670575.0000,0.0000,"N","N",,56553624.0000,56553624.0000,36514008.0000,35532079.0000,9.7310815619035851e-01,38087834.0000,36086160.0000,9.4744584320547076e-01,1.7724000000000000e+04,"Aa2",9.7599999999999998e+00,1392246260.0000,2219047277.6518,6.7000000000000000e+01,9.7207459657937964e-02,2.6329999999999998e+01,2.5520100000000002e+03,"Central CT RPA"
"PLYMOUTH","BP",2.0100000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",159710588.0000,11279775.0000,172669725.0000,-448521.0000,719569.0000,200000.0000,3054450.0000,"N",2334881.0000,13272340.0000,24634459.0000,38830430.0000,24102428.0000,4042910.0000,38802615.0000,625000.0000,7730000.0000,535700.0000,7544252.0000,117115.0000,456803.0000,213563.0000,0.0000,"N","N",,20252163.0000,20252163.0000,24541174.0000,23684247.0000,9.6508206983088907e-01,26487602.0000,24315919.0000,9.1801133979587879e-01,1.2246000000000000e+04,"Aa3",2.1719999999999999e+01,817521852.0000,1153756485.2648,7.5000000000000000e+01,1.1115849324804548e-01,3.0100000000000001e+01,1.9434300000000001e+03,"Central CT RPA"
"POMFRET","BP",2.0100000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",10086717.0000,1495942.0000,12004752.0000,-198123.0000,100000.0000,283651.0000,1033188.0000,"N",933188.0000,4381438.0000,7177071.0000,11769781.0000,9835342.0000,136971.0000,11397839.0000,24910.0000,24910.0000,701620.0000,701620.0000,-304768.0000,-125648.0000,-304768.0000,0.0000,"N","N",,570702.0000,570702.0000,7119003.0000,7048840.0000,9.9014426598780758e-01,7245757.0000,7133291.0000,9.8447836437241820e-01,4.2650000000000000e+03,,4.0289999999999999e+01,345141425.0000,517088016.1854,1.7000000000000000e+01,8.9177489177489175e-02,2.0590000000000000e+01,7.7154999999999995e+02,"Northeastern CT COG"
"PORTLAND","JG",2.0100000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",57481827.0000,5172208.0000,62654035.0000,1946343.0000,4529.0000,300000.0000,3529138.0000,"N",3524609.0000,6118870.0000,23200689.0000,29964504.0000,18604782.0000,2947682.0000,28410977.0000,0.0000,0.0000,897076.0000,897076.0000,656451.0000,-23648.0000,656451.0000,0.0000,"N","Y",,20965237.0000,20965237.0000,23001025.0000,22558676.0000,9.8076829184786329e-01,23859223.0000,23007278.0000,9.6429284390359238e-01,9.5220000000000000e+03,"Aa3",2.3399999999999999e+01,842814813.0000,1178765034.7819,3.1000000000000000e+01,7.8305519897304235e-02,2.7239999999999998e+01,1.4713299999999999e+03,"Midstate RPA"
"PRESTON","BP",2.0100000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",12198148.0000,1816537.0000,14279731.0000,-305902.0000,354380.0000,0.0000,1755743.0000,"N",1401363.0000,5132122.0000,8436068.0000,14543996.0000,10865208.0000,751934.0000,14285962.0000,18.0000,219061.0000,517112.0000,517112.0000,-259060.0000,-158327.0000,-40017.0000,0.0000,"N","N",,4926140.0000,4926140.0000,8471139.0000,8218402.0000,9.7016493295647732e-01,8754413.0000,8357818.0000,9.5469770503173657e-01,4.7250000000000000e+03,,3.0890000000000001e+01,445915217.0000,618471910.2121,2.6000000000000000e+01,8.1245768449559913e-02,1.8960000000000001e+01,6.6076999999999998e+02,"Southeastern CT COG"
"PROSPECT","JG",2.0100000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",15311685.0000,1152855.0000,16464540.0000,-141308.0000,0.0000,0.0000,201245.0000,"N",201245.0000,5614624.0000,20230635.0000,26275258.0000,19824076.0000,599696.0000,26706376.0000,115014.0000,361746.0000,0.0000,0.0000,-316104.0000,-204872.0000,-69372.0000,0.0000,"N","N",14470682.9783,2552154.0000,17022836.9783,20155933.0000,19906020.0000,9.8760102050349141e-01,20677653.0000,20098631.0000,9.7199769238800937e-01,9.4150000000000000e+03,"A1",1.4320000000000000e+01,806131613.0000,1149694824.7553,2.4000000000000000e+01,8.7263275157816567e-02,2.5000000000000000e+01,1.5733599999999999e+03,"COG of Central Naugatuck Valley"
"PUTNAM","JG",2.0100000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",26348497.0000,5611436.0000,31959933.0000,269354.0000,0.0000,0.0000,1733737.0000,"N",1733737.0000,9510876.0000,8645573.0000,21805421.0000,16450589.0000,184752.0000,21166809.0000,0.0000,0.0000,583436.0000,583436.0000,55176.0000,-758851.0000,55176.0000,0.0000,"N","N",,0.0000,0.0000,8619513.0000,8381411.0000,9.7237639759926109e-01,9032058.0000,8519152.0000,9.4321272073319284e-01,9.6020000000000000e+03,,2.0289999999999999e+01,622418305.0000,912378650.0000,1.4500000000000000e+02,1.0149876683741225e-01,1.3940000000000000e+01,1.2403699999999999e+03,"Northeastern CT COG"
"REDDING","JG",2.0100000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",32800707.0000,4843714.0000,37646521.0000,1624328.0000,4701.0000,0.0000,3494069.0000,"N",3489368.0000,2805735.0000,41615116.0000,45810093.0000,32678942.0000,1981047.0000,44258962.0000,0.0000,0.0000,0.0000,0.0000,1551131.0000,1544287.0000,1551131.0000,0.0000,"N","N",11326139.8993,10823119.0000,22149258.8993,42068864.0000,41453864.0000,9.8538111226392988e-01,42612419.0000,41564189.0000,9.7540083326412419e-01,9.1740000000000000e+03,"Aa1",3.1500000000000000e+01,1980688530.0000,2489043778.6413,6.0000000000000000e+00,5.9551760939167558e-02,2.1800000000000001e+01,1.7524100000000001e+03,"Housatonic Council of Elected Ofcls"
"RIDGEFIELD","BP",2.0100000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",75686053.0000,13383925.0000,89127590.0000,5372812.0000,419421.0000,450000.0000,9287168.0000,"N",8867747.0000,9482874.0000,109378457.0000,126600605.0000,82939471.0000,14538786.0000,125870767.0000,209940.0000,209940.0000,1241036.0000,1241036.0000,-301258.0000,-315214.0000,-301258.0000,0.0000,"N","N",,104472743.0000,104472743.0000,108814208.0000,107420320.0000,9.8719020222065124e-01,112160546.0000,108686446.0000,9.6902565007128261e-01,2.4652000000000000e+04,"Aaa",3.4430000000000000e+01,5492978350.0000,7572191654.9324,1.7000000000000000e+01,6.0163699265884739e-02,2.0000000000000000e+01,5.4774399999999996e+03,"Housatonic Council of Elected Ofcls"
"ROCKY HILL","BP",2.0100000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",31869594.0000,-396662.0000,31604610.0000,821016.0000,209884.0000,281148.0000,4017802.0000,"N",3807918.0000,7203662.0000,50445629.0000,59138354.0000,30266724.0000,2895090.0000,59106552.0000,0.0000,7420000.0000,330000.0000,7646494.0000,-298198.0000,16347.0000,-194692.0000,0.0000,"N","N",,18318332.0000,18318332.0000,50276269.0000,49918954.0000,9.9289296904668878e-01,50763945.0000,50183804.0000,9.8857179047057908e-01,1.9754000000000000e+04,"Aa2",1.3449999999999999e+01,2202202012.0000,3156073965.7143,4.4000000000000000e+01,7.3641629125678038e-02,2.2899999999999999e+01,2.6735300000000002e+03,"Capital Region COG"
"ROXBURY","BP",2.0100000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",10762839.0000,4358728.0000,15342567.0000,-62962.0000,0.0000,293200.0000,1709166.0000,"N",1709166.0000,156248.0000,8062329.0000,8690094.0000,6082441.0000,96162.0000,8547302.0000,225000.0000,225000.0000,525112.0000,525112.0000,-157320.0000,-452231.0000,-157320.0000,0.0000,"N","N",445294.9643,269064.0000,714358.9643,8008794.0000,7945734.0000,9.9212615532376036e-01,8081613.0000,8003080.0000,9.9028250919711203e-01,2.2650000000000000e+03,,2.6219999999999999e+01,736941500.0000,1047484169.2037,0.0000000000000000e+00,5.7820607857672353e-02,1.0900000000000000e+01,2.9255000000000001e+02,"Northwestern CT COG"
"SALEM","BP",2.0100000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",13819938.0000,1895607.0000,15765498.0000,954238.0000,24081.0000,0.0000,1483889.0000,"Y",1459808.0000,3918843.0000,10030564.0000,14254426.0000,9988643.0000,517278.0000,13209390.0000,22037.0000,156807.0000,692443.0000,692443.0000,374630.0000,-649221.0000,509400.0000,0.0000,"N","N",,1404699.0000,1404699.0000,9996145.0000,9780515.0000,9.7842868425778140e-01,10264334.0000,9928342.0000,9.6726606908933399e-01,4.1530000000000000e+03,"A1",2.8949999999999999e+01,429812328.0000,546970133.8570,1.7000000000000000e+01,7.1161048689138570e-02,2.3300000000000001e+01,7.6590999999999997e+02,"Southeastern CT COG"
"SALISBURY","JG",2.0100000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",10394989.0000,5435225.0000,17652367.0000,1557122.0000,182444.0000,49157.0000,1532841.0000,"N",1350397.0000,732634.0000,11081217.0000,12526977.0000,7823633.0000,4583587.0000,11954884.0000,0.0000,0.0000,548700.0000,548700.0000,23393.0000,-268900.0000,23393.0000,0.0000,"N","N",898501.9845,5287985.0000,6186486.9845,11122750.0000,11001888.0000,9.8913380234204673e-01,11326168.0000,11081130.0000,9.7836532179286062e-01,3.7350000000000000e+03,"Aa2",5.7320000000000000e+01,1194147558.0000,1611125732.0984,2.0000000000000000e+00,6.7525773195876285e-02,9.3000000000000007e+00,4.0500999999999999e+02,"Northwestern CT COG"
"SCOTLAND","BP",2.0100000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",10700394.0000,1389077.0000,12153575.0000,37274.0000,70000.0000,204627.0000,557794.0000,"N",487794.0000,1684470.0000,3352348.0000,5130628.0000,3850301.0000,479926.0000,5205469.0000,3200.0000,3200.0000,77625.0000,77625.0000,-149266.0000,-117198.0000,-149266.0000,0.0000,"N","N",0.0000,2670000.0000,2670000.0000,3334871.0000,3232019.0000,9.6915862712530709e-01,3674812.0000,3321276.0000,9.0379480637376819e-01,1.7320000000000000e+03,"A1",1.8609999999999999e+01,128395492.0000,183716527.1429,6.0000000000000000e+00,5.3518334985133795e-02,2.6000000000000000e+01,2.4788000000000000e+02,"Windham Region COG"
"SEYMOUR","BP",2.0100000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",34250118.0000,6961673.0000,41212791.0000,1271862.0000,868948.0000,0.0000,3748279.0000,"N",2879331.0000,10663686.0000,35459287.0000,47388875.0000,28397600.0000,4500659.0000,46906716.0000,393106.0000,393106.0000,828130.0000,828130.0000,47135.0000,-1082715.0000,47135.0000,0.0000,"N","N",,33437850.0000,33437850.0000,35092415.0000,34390606.0000,9.8000111990012662e-01,36305279.0000,34736121.0000,9.5677879241748842e-01,1.6556000000000000e+04,"Aa3",1.4570000000000000e+01,1364236625.0000,1936954352.1702,6.6000000000000000e+01,9.2594543347729902e-02,2.5800000000000001e+01,2.5226500000000001e+03,"Valley COG"
"SHARON","JG",2.0100000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",4898825.0000,2677742.0000,7696737.0000,110990.0000,63723.0000,50000.0000,1216041.0000,"N",1152318.0000,475829.0000,8757057.0000,9669326.0000,6469252.0000,305034.0000,9444285.0000,8776.0000,8776.0000,303163.0000,303163.0000,-69346.0000,-405433.0000,-69346.0000,0.0000,"N","N",930307.4924,1002945.0000,1933252.4924,8636870.0000,8468615.0000,9.8051898430797269e-01,9043222.0000,8657952.0000,9.5739682161955109e-01,2.7740000000000000e+03,"Aa2",5.8700000000000003e+01,837360422.0000,1196530602.8571,3.0000000000000000e+00,6.2216461438755671e-02,1.0350000000000000e+01,2.9335000000000002e+02,"Northwestern CT COG"
"SHELTON","JG",2.0100000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",140429354.0000,-15442025.0000,125302042.0000,15409798.0000,538629.0000,4393096.0000,9255822.0000,"N",8717193.0000,12807618.0000,95334065.0000,111694031.0000,68185134.0000,12038236.0000,110391982.0000,738541.0000,738541.0000,1023031.0000,1023031.0000,1017559.0000,-2710785.0000,1017559.0000,0.0000,"N","Y",,63420000.0000,63420000.0000,95890002.0000,94691310.0000,9.8749930154344978e-01,97471507.0000,95443459.0000,9.7919342726485192e-01,3.9580000000000000e+04,"Aa2",3.0570000000000000e+01,5145587660.0000,6983737202.9715,1.1200000000000000e+02,8.0728389270331352e-02,1.8609999999999999e+01,5.5480799999999999e+03,"Valley COG"
"SHERMAN","JG",2.0100000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",8470418.0000,4767065.0000,13248233.0000,489780.0000,10750.0000,0.0000,1697357.0000,"N",1686607.0000,1121395.0000,11167984.0000,12674887.0000,8649866.0000,860899.0000,12116319.0000,1058.0000,1058.0000,190316.0000,190316.0000,369310.0000,161917.0000,369310.0000,0.0000,"N","N",,4160000.0000,4160000.0000,11144741.0000,11055505.0000,9.9199299472280245e-01,11206491.0000,11097869.0000,9.9030722462544252e-01,3.5740000000000000e+03,"Aa2",2.1800000000000001e+01,732719780.0000,1045613754.2857,4.0000000000000000e+00,6.4922933208780939e-02,1.5199999999999999e+01,6.3166999999999996e+02,"Housatonic Council of Elected Ofcls"
"SIMSBURY","BP",2.0100000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",83683437.0000,22700437.0000,106383874.0000,6799172.0000,161737.0000,410965.0000,9252266.0000,"N",9090529.0000,11542687.0000,78212280.0000,91566355.0000,65728909.0000,7387754.0000,89509307.0000,100935.0000,100935.0000,1370850.0000,1370850.0000,787133.0000,220966.0000,787133.0000,0.0000,"N","N",,51823828.0000,51823828.0000,78144883.0000,77566694.0000,9.9260106384700841e-01,78810724.0000,77886546.0000,9.8827344867431999e-01,2.3507000000000000e+04,"Aaa",3.3880000000000003e+01,2597332434.0000,3674498580.1206,2.5000000000000000e+01,6.4105721086760242e-02,3.0100000000000001e+01,4.9263199999999997e+03,"Capital Region COG"
"SOMERS","JG",2.0100000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",39619014.0000,6224532.0000,46218688.0000,682330.0000,421071.0000,780737.0000,5367907.0000,"N",4946836.0000,10820107.0000,17017421.0000,28636986.0000,19932606.0000,3082178.0000,28617617.0000,245000.0000,245000.0000,269504.0000,269504.0000,-5135.0000,416810.0000,-5135.0000,0.0000,"N","N",,17491589.0000,17491589.0000,16783454.0000,16646987.0000,9.9186895617552862e-01,17061554.0000,16783696.0000,9.8371437912396487e-01,1.1469000000000000e+04,"Aa2",2.8340000000000000e+01,768368302.0000,1178254633.6942,1.5000000000000000e+01,8.9296636085626907e-02,2.2109999999999999e+01,1.6343900000000001e+03,"Capital Region COG"
"SOUTH WINDSOR","BP",2.0100000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",127661949.0000,4484969.0000,132146918.0000,5053382.0000,416571.0000,800000.0000,5691089.0000,"N",5274518.0000,19905819.0000,75463071.0000,96675371.0000,65415184.0000,4938502.0000,94489126.0000,65954.0000,98119.0000,1914045.0000,1914045.0000,338154.0000,-1704070.0000,370319.0000,0.0000,"N","N",,31004817.0000,31004817.0000,75361514.0000,74256653.0000,9.8533918785124197e-01,77942630.0000,74847129.0000,9.6028487876275148e-01,2.5751000000000000e+04,"Aa2",2.7960000000000001e+01,2723168663.0000,3778484982.6743,3.0000000000000000e+01,7.0152217074784917e-02,2.7840000000000000e+01,4.7923100000000004e+03,"Capital Region COG"
"SOUTHBURY","JG",2.0100000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",76810916.0000,14134814.0000,90945730.0000,1288016.0000,137065.0000,4935000.0000,5776078.0000,"N",5639013.0000,2959153.0000,54251986.0000,58574073.0000,40624032.0000,1555442.0000,55975160.0000,141975.0000,141975.0000,3015411.0000,3015411.0000,-274523.0000,673071.0000,-274523.0000,0.0000,"N","N",19002035.5631,12704594.0000,31706629.5631,53875471.0000,53605722.0000,9.9499310177724476e-01,54426140.0000,53950215.0000,9.9125558049863538e-01,1.9943000000000000e+04,"Aa2",3.9060000000000002e+01,2602421768.0000,3356054673.9956,2.1000000000000000e+01,7.8554425449036999e-02,2.0899999999999999e+01,3.2076500000000001e+03,"COG of Central Naugatuck Valley"
"SOUTHINGTON","JG",2.0100000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",99125000.0000,1814000.0000,101924000.0000,7649000.0000,54000.0000,515000.0000,13250000.0000,"N",13196000.0000,29406000.0000,92650000.0000,125326000.0000,83561000.0000,6737000.0000,122003000.0000,41000.0000,11876000.0000,2720000.0000,14419000.0000,644000.0000,2169000.0000,780000.0000,0.0000,"N","N",,56585000.0000,56585000.0000,92338000.0000,90995000.0000,9.8545560874179650e-01,94676000.0000,92137000.0000,9.7318222147112254e-01,4.3130000000000000e+04,"Aa2",3.5990000000000002e+01,3980702380.0000,5796798062.0650,1.3800000000000000e+02,7.9985479186834463e-02,2.3270000000000000e+01,6.8264600000000000e+03,"Central CT RPA"
"SPRAGUE","JG",2.0100000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",13862066.0000,1240778.0000,15426244.0000,669082.0000,83829.0000,0.0000,1219233.0000,"N",1135404.0000,3549818.0000,4778175.0000,8641039.0000,5812415.0000,1596883.0000,8558388.0000,27663.0000,27663.0000,107517.0000,107517.0000,2797.0000,-101137.0000,2797.0000,0.0000,"N","N",,3980000.0000,3980000.0000,4754794.0000,4595342.0000,9.6646500353117293e-01,4997233.0000,4712771.0000,9.4307609831280625e-01,2.9790000000000000e+03,"A1",1.3210000000000001e+01,183884070.0000,288318916.7537,5.1000000000000000e+01,1.0278372591006424e-01,2.5750000000000000e+01,4.4422000000000003e+02,"Southeastern CT COG"
"STAFFORD","JG",2.0100000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",79607349.0000,1965295.0000,84679914.0000,10685007.0000,558992.0000,0.0000,2353374.0000,"N",1794382.0000,12300548.0000,21615342.0000,35092453.0000,24727419.0000,3115977.0000,35649925.0000,1816828.0000,17689653.0000,6735325.0000,17468731.0000,-5475969.0000,-603270.0000,-336550.0000,0.0000,"N","N",,26030100.0000,26030100.0000,21272680.0000,20658731.0000,9.7113908543728389e-01,22520807.0000,21303870.0000,9.4596388131206843e-01,1.2097000000000000e+04,"A1",5.7950000000000003e+01,783127955.0000,1155528631.4606,8.2000000000000000e+01,9.5758263583487019e-02,2.7210000000000001e+01,1.8777300000000000e+03,"Capital Region COG"
"STAMFORD","BP",2.0100000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",305436813.0000,-35006550.0000,284143842.0000,12940866.0000,2889182.0000,0.0000,6139774.0000,"N",3250592.0000,36958336.0000,397485307.0000,462646616.0000,244611342.0000,43329177.0000,420758580.0000,3715304.0000,3715304.0000,47825938.0000,47825938.0000,-2222598.0000,-7144238.0000,-2222598.0000,0.0000,"N","Y",,368647383.0000,368647383.0000,401605089.0000,395728749.0000,9.8536786469854720e-01,414081047.0000,397556539.0000,9.6009354178434547e-01,1.2286700000000000e+05,"Aa1",3.7710000000000001e+01,24039662750.0000,32681857513.3896,7.7500000000000000e+02,7.6552219340279309e-02,1.6820000000000000e+01,1.4966299999999999e+04,"South Western RPA"
"STERLING","JG",2.0100000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",24887255.0000,2302855.0000,27502737.0000,-723575.0000,144916.0000,0.0000,2136618.0000,"Y",1991702.0000,3918983.0000,6461583.0000,10500066.0000,8144070.0000,2415968.0000,10405414.0000,17.0000,17.0000,241154.0000,241154.0000,-146485.0000,-192622.0000,-146485.0000,0.0000,"N","N",,10725000.0000,10725000.0000,6366972.0000,6068916.0000,9.5318716652122859e-01,6888415.0000,6325445.0000,9.1827292635533719e-01,3.8480000000000000e+03,"A1",2.7230000000000000e+01,318096142.0000,377214192.8627,3.2000000000000000e+01,1.0729215048769160e-01,2.0000000000000000e+01,6.6700000000000000e+02,"Northeastern CT COG"
"STONINGTON","JG",2.0100000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",86773619.0000,17526660.0000,104461862.0000,3893222.0000,210405.0000,632387.0000,12140059.0000,"N",11929654.0000,4781731.0000,47505735.0000,55676228.0000,33500347.0000,5137469.0000,54774166.0000,1055756.0000,1055756.0000,864731.0000,864731.0000,1093087.0000,846307.0000,1093087.0000,0.0000,"N","N",,34451947.0000,34451947.0000,47328356.0000,46700317.0000,9.8673017503502547e-01,47990825.0000,47183183.0000,9.8317090818922159e-01,1.8559000000000000e+04,"Aa1",3.8680000000000000e+01,3129862078.0000,4050929946.8960,1.1600000000000000e+02,6.6169617893755819e-02,1.5100000000000000e+01,2.5657300000000000e+03,"Southeastern CT COG"
