Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2009 Population,Moody's_Bond_Ratings_July2009,area lmt,ACGLFY09,EGL,TANF09 Recipients,empl,ACMR,enrollmt,RPA Identifier
"NORWALK","JG",2.0090000000000000e+03,1.0400000000000000e+02,1.0300000000000000e+02,"F",250535992.0000,7582619.0000,258118611.0000,3690150.0000,111720.0000,0.0000,29500319.0000,"N",29388599.0000,30386367.0000,236316680.0000,278839115.0000,160083564.0000,25985019.0000,286727133.0000,0.0000,78946120.0000,0.0000,78946120.0000,-7888018.0000,108466.0000,-7888018.0000,0.0000,"N","N",,208394870.0000,208394870.0000,236583751.0000,232231122.0000,9.8160216421625679e-01,239624179.0000,233434381.0000,9.7416872526874676e-01,8.3802000000000000e+04,"Aaa",2.2809999999999999e+01,10673887839.0000,20990084209.4394,5.2300000000000000e+02,7.4814602368173069e-02,2.2478000000000002e+01,1.0806389999999999e+04,"South Western RPA"
"NORWICH","JG",2.0090000000000000e+03,1.0500000000000000e+02,1.0400000000000000e+02,"NL",53165000.0000,6088000.0000,60604000.0000,-1584000.0000,283000.0000,800000.0000,9899000.0000,"N",9616000.0000,44021000.0000,53978000.0000,100989000.0000,70164000.0000,4034000.0000,106736000.0000,7321000.0000,7321000.0000,2659000.0000,2659000.0000,-1085000.0000,-1092000.0000,-1085000.0000,0.0000,"N","Y",,22016000.0000,22016000.0000,54309000.0000,52004000.0000,9.5755767920602475e-01,56721000.0000,52846000.0000,9.3168315086123310e-01,3.6639000000000000e+04,"A1",2.8329999999999998e+01,1851822425.0000,3615569260.7215,8.5900000000000000e+02,9.1336878264552251e-02,2.9660000000000000e+01,5.5780100000000002e+03,"Southeastern CT COG"
"OLD LYME","JG",2.0090000000000000e+03,1.0600000000000000e+02,1.0500000000000000e+02,"NL",8973379.0000,4645126.0000,14150189.0000,1069203.0000,439825.0000,0.0000,3117223.0000,"Y",2677398.0000,1033506.0000,28548210.0000,30646850.0000,22326280.0000,204333.0000,30022793.0000,40410.0000,40410.0000,1195476.0000,1195476.0000,-531009.0000,1016699.0000,-531009.0000,0.0000,"N","N",13005817.9574,4200000.0000,17205817.9574,28487539.0000,28126451.0000,9.8732470361865943e-01,28957647.0000,28312433.0000,9.7771870069415512e-01,7.4020000000000000e+03,,2.3100000000000001e+01,1499308412.0000,2448699330.7202,9.0000000000000000e+00,6.0720169451635678e-02,1.9000000000000000e+01,1.2051500000000001e+03,"CT River Estuary RPA"
"OLD SAYBROOK","JG",2.0090000000000000e+03,1.0700000000000000e+02,1.0600000000000000e+02,"M",66595994.0000,6637832.0000,74268928.0000,257492.0000,171613.0000,0.0000,2350686.0000,"N",2179073.0000,2730064.0000,32720681.0000,36466882.0000,21424705.0000,2909867.0000,35751084.0000,0.0000,0.0000,359000.0000,359000.0000,356798.0000,827423.0000,356798.0000,0.0000,"N","N",,24820000.0000,24820000.0000,32450024.0000,32295864.0000,9.9524931013918505e-01,32834846.0000,32530530.0000,9.9073191937614080e-01,1.0545000000000000e+04,"Aa3",1.5039999999999999e+01,1944268970.0000,3416096295.6817,1.3000000000000000e+01,6.2216578995102488e-02,1.6690000000000001e+01,1.6369800000000000e+03,"CT River Estuary RPA"
"ORANGE","JG",2.0090000000000000e+03,1.0800000000000000e+02,1.0700000000000000e+02,"NH",21943992.0000,11511200.0000,33490294.0000,141518.0000,1160964.0000,975000.0000,9394782.0000,"N",8233818.0000,3608336.0000,48475543.0000,53762188.0000,36937748.0000,2257466.0000,56044564.0000,874450.0000,874450.0000,0.0000,0.0000,-1407926.0000,216103.0000,-1407926.0000,0.0000,"N","N",25842762.0805,17995000.0000,43837762.0805,48482713.0000,48084381.0000,9.9178404063320469e-01,48827944.0000,48303075.0000,9.8925064303342369e-01,1.3772000000000000e+04,"Aa2",1.7190000000000001e+01,1734624739.0000,2491548161.4256,6.0000000000000000e+00,6.0572687224669602e-02,2.7940000000000001e+01,2.5209200000000001e+03,"South Central Regional COG"
"OXFORD","BP",2.0090000000000000e+03,1.0900000000000000e+02,1.0800000000000000e+02,"NH",60544275.0000,10020262.0000,70571386.0000,-888157.0000,0.0000,0.0000,3927332.0000,"N",3927332.0000,9400486.0000,27949703.0000,38980310.0000,26840609.0000,2895234.0000,38788486.0000,40077.0000,40077.0000,563468.0000,563468.0000,-331567.0000,-238621.0000,-331567.0000,0.0000,"N","N",,31384000.0000,31384000.0000,27988747.0000,27400884.0000,9.7899645168109883e-01,33071830.0000,28016490.0000,8.4714060274257574e-01,1.2890000000000000e+04,"A1",3.2890000000000001e+01,1366395125.0000,2122957162.0253,2.0000000000000000e+01,6.6518266334948284e-02,2.0330000000000002e+01,2.2055900000000001e+03,"COG of Central Naugatuck Valley"
"PLAINFIELD","JG",2.0090000000000000e+03,1.1000000000000000e+02,1.0900000000000000e+02,"W",60249331.0000,6707535.0000,66956866.0000,-3060236.0000,0.0000,932580.0000,6355934.0000,"N",6355934.0000,21948364.0000,20245338.0000,44662423.0000,31742982.0000,3147442.0000,44480357.0000,10342.0000,180342.0000,0.0000,0.0000,192408.0000,-275081.0000,362408.0000,0.0000,"N","N",,20435575.0000,20435575.0000,20173681.0000,19417948.0000,9.6253866609668315e-01,21502127.0000,19960085.0000,9.2828421113873993e-01,1.5442000000000000e+04,"A2",4.2259999999999998e+01,1007056237.0000,1498214867.1429,1.7000000000000000e+02,1.0448989186647861e-01,1.9940000000000001e+01,2.5429000000000001e+03,"Northeastern CT COG"
"PLAINVILLE","JG",2.0090000000000000e+03,1.1100000000000000e+02,1.1000000000000000e+02,"H",74688569.0000,14723460.0000,90361178.0000,11650149.0000,1757813.0000,1200000.0000,4736326.0000,"N",2978513.0000,15508364.0000,36524765.0000,53189882.0000,35081505.0000,4386689.0000,53388947.0000,632868.0000,632868.0000,1862497.0000,1862497.0000,-1428694.0000,-754211.0000,-1428694.0000,0.0000,"N","N",,41881634.0000,41881634.0000,36386181.0000,35572025.0000,9.7762458225555471e-01,37794307.0000,36173627.0000,9.5711840939430370e-01,1.7284000000000000e+04,"A1",9.7599999999999998e+00,1383409620.0000,2215922413.6214,8.2000000000000000e+01,8.6103012633624881e-02,2.6240000000000002e+01,2.5280999999999999e+03,"Central CT RPA"
"PLYMOUTH","JG",2.0090000000000000e+03,1.1200000000000000e+02,1.1100000000000000e+02,"L",158322383.0000,12244581.0000,173118246.0000,3323644.0000,549187.0000,172460.0000,2840887.0000,"N",2291700.0000,13112367.0000,24683591.0000,38875221.0000,23635456.0000,2896935.0000,38157610.0000,504015.0000,531984.0000,792792.0000,792792.0000,428834.0000,-21726.0000,456803.0000,0.0000,"N","Y",,21938667.0000,21938667.0000,24510715.0000,23637046.0000,9.6435562977253009e-01,26395909.0000,24267833.0000,9.1937856733784007e-01,1.2014000000000000e+04,"A2",2.1719999999999999e+01,816222133.0000,1207994971.6577,8.5000000000000000e+01,1.0201169924382936e-01,3.0100000000000001e+01,1.9946500000000001e+03,"Central CT RPA"
"POMFRET","JG",2.0090000000000000e+03,1.1300000000000000e+02,1.1200000000000000e+02,"W",9383408.0000,2381371.0000,12202876.0000,253189.0000,404407.0000,274117.0000,1337956.0000,"N",933549.0000,4513223.0000,7141279.0000,11895647.0000,9678397.0000,136970.0000,11283773.0000,15078.0000,15078.0000,752600.0000,752600.0000,-125648.0000,-11347.0000,-125648.0000,0.0000,"N","N",,678496.0000,678496.0000,7110926.0000,7024870.0000,9.8789805997137359e-01,7179915.0000,7053026.0000,9.8232722810785367e-01,4.1860000000000000e+03,,4.0289999999999999e+01,344674482.0000,507127770.5780,9.0000000000000000e+00,8.3152880034647034e-02,2.0590000000000000e+01,7.8141999999999996e+02,"Northeastern CT COG"
"PORTLAND","JG",2.0090000000000000e+03,1.1400000000000000e+02,1.1300000000000000e+02,"M",55208120.0000,5499572.0000,60707692.0000,809957.0000,23716.0000,200000.0000,2872687.0000,"N",2848971.0000,6091256.0000,22631386.0000,29466703.0000,18701508.0000,3238353.0000,28747499.0000,0.0000,0.0000,742852.0000,742852.0000,-23648.0000,465008.0000,-23648.0000,0.0000,"N","Y",,23086355.0000,23086355.0000,22639587.0000,22119278.0000,9.7701773446662254e-01,23272115.0000,22383747.0000,9.6182693322029389e-01,9.5770000000000000e+03,"A2",2.3399999999999999e+01,835396680.0000,1235989790.5367,3.8000000000000000e+01,7.1061329416085200e-02,2.6990000000000002e+01,1.4639600000000000e+03,"Midstate RPA"
"PRESTON","JG",2.0090000000000000e+03,1.1500000000000000e+02,1.1400000000000000e+02,"NL",12251693.0000,2061253.0000,14585632.0000,-41170.0000,344977.0000,0.0000,1795759.0000,"N",1450782.0000,5753500.0000,8024920.0000,14787403.0000,11137380.0000,808199.0000,14704253.0000,384.0000,88262.0000,329739.0000,329739.0000,-246205.0000,318035.0000,-158327.0000,0.0000,"N","N",,5047691.0000,5047691.0000,7966638.0000,7746451.0000,9.7236136498231751e-01,8207372.0000,7893979.0000,9.6181567010731328e-01,4.9550000000000000e+03,,3.0890000000000001e+01,441044838.0000,630196911.4286,2.1000000000000000e+01,6.8730860837019389e-02,1.7980000000000000e+01,7.2613000000000000e+02,"Southeastern CT COG"
"PROSPECT","JG",2.0090000000000000e+03,1.1600000000000000e+02,1.1500000000000000e+02,"NH",15320620.0000,1285228.0000,16605848.0000,56663.0000,5000.0000,0.0000,270617.0000,"N",265617.0000,5691962.0000,20066563.0000,26185187.0000,19460041.0000,788767.0000,26499110.0000,112751.0000,112751.0000,3700.0000,3700.0000,-204872.0000,58500.0000,-204872.0000,0.0000,"N","N",15829921.5682,2779560.0000,18609481.5682,19977382.0000,19698397.0000,9.8603495693279530e-01,20464222.0000,19914906.0000,9.7315724976009355e-01,9.4940000000000000e+03,"A3",1.4320000000000000e+01,796155240.0000,1291438333.3159,2.0000000000000000e+01,7.7669902912621352e-02,2.5000000000000000e+01,1.6177400000000000e+03,"COG of Central Naugatuck Valley"
"PUTNAM","BP",2.0090000000000000e+03,1.1700000000000000e+02,1.1600000000000000e+02,"W",25908643.0000,4257781.0000,31030650.0000,-894710.0000,160000.0000,0.0000,1678561.0000,"N",1518561.0000,10092248.0000,8382136.0000,21482492.0000,16790824.0000,192600.0000,21489950.0000,0.0000,0.0000,751393.0000,751393.0000,-758851.0000,-831575.0000,-758851.0000,0.0000,"N","N",,180000.0000,180000.0000,8334607.0000,8104501.0000,9.7239149968318839e-01,8669858.0000,8236414.0000,9.5000564023078582e-01,9.3070000000000000e+03,"A3",2.0289999999999999e+01,521692480.0000,1004966920.6693,1.6400000000000000e+02,9.3726379440665156e-02,1.5890000000000001e+01,1.2375999999999999e+03,"Northeastern CT COG"
"REDDING","JG",2.0090000000000000e+03,1.1800000000000000e+02,1.1700000000000000e+02,"F",31194831.0000,4825262.0000,36022193.0000,915205.0000,156162.0000,0.0000,1942938.0000,"N",1786776.0000,3035369.0000,40772789.0000,45293790.0000,32504810.0000,1971334.0000,43598328.0000,0.0000,0.0000,151175.0000,151175.0000,1544287.0000,-1153320.0000,1544287.0000,0.0000,"N","N",12145759.2657,12111629.0000,24257388.2657,40826213.0000,40345062.0000,9.8821465512855677e-01,41236684.0000,40645696.0000,9.8566839176496346e-01,8.8360000000000000e+03,"Aa1",3.1500000000000000e+01,2008381039.0000,2869460967.1429,6.0000000000000000e+00,5.8597091531223271e-02,2.1000000000000000e+01,1.7921400000000001e+03,"Housatonic Council of Elected Ofcls"
"RIDGEFIELD","JG",2.0090000000000000e+03,1.1900000000000000e+02,1.1800000000000000e+02,"F",68136764.0000,15559777.0000,83754778.0000,4257959.0000,762120.0000,1000000.0000,9588426.0000,"N",8826306.0000,9751380.0000,107419676.0000,124842865.0000,80923133.0000,14888093.0000,124220117.0000,241940.0000,241940.0000,1179902.0000,1179902.0000,-315214.0000,665094.0000,-315214.0000,0.0000,"N","N",,114637537.0000,114637537.0000,107467697.0000,106190473.0000,9.8811527523475262e-01,110256251.0000,106898492.0000,9.6954586275566357e-01,2.4228000000000000e+04,"Aaa",3.4430000000000000e+01,5438740642.0000,7808266020.0000,6.0000000000000000e+00,6.0611176768529458e-02,1.9910000000000000e+01,5.5866199999999999e+03,"Housatonic Council of Elected Ofcls"
"ROCKY HILL","JG",2.0090000000000000e+03,1.2000000000000000e+02,1.1900000000000000e+02,"H",29246456.0000,1396566.0000,30783594.0000,181247.0000,249965.0000,389306.0000,4212494.0000,"N",3962529.0000,7917555.0000,48912057.0000,58746192.0000,29424694.0000,2866997.0000,58530204.0000,0.0000,0.0000,199641.0000,199641.0000,16347.0000,-596599.0000,16347.0000,0.0000,"N","N",,20758992.0000,20758992.0000,48792629.0000,48452958.0000,9.9303847718474036e-01,49337970.0000,48780000.0000,9.8869086020361197e-01,1.8827000000000000e+04,"Aa3",1.3449999999999999e+01,1656796387.0000,3041593705.7255,3.6000000000000000e+01,6.7408497333088097e-02,2.9199999999999999e+01,2.6402399999999998e+03,"Capital Region COG"
"ROXBURY","JG",2.0090000000000000e+03,1.2100000000000000e+02,1.2000000000000000e+02,"L",10423712.0000,4760817.0000,15405529.0000,-553960.0000,0.0000,437548.0000,1866486.0000,"N",1866486.0000,371018.0000,8035728.0000,8779621.0000,6068964.0000,96162.0000,8669252.0000,0.0000,0.0000,562600.0000,562600.0000,-452231.0000,107514.0000,-452231.0000,0.0000,"N","N",536024.9795,351785.0000,887809.9795,8011843.0000,7942980.0000,9.9140484904659265e-01,8078510.0000,8001986.0000,9.9052746112835166e-01,2.3200000000000000e+03,,2.6219999999999999e+01,736558952.0000,1052434688.5714,0.0000000000000000e+00,5.6742815033161385e-02,1.0900000000000000e+01,3.0851999999999998e+02,"Northwestern CT COG"
"SALEM","JG",2.0090000000000000e+03,1.2200000000000000e+02,1.2100000000000000e+02,"NL",13216181.0000,1964885.0000,15227879.0000,363767.0000,24955.0000,0.0000,978646.0000,"Y",953691.0000,4180093.0000,9768438.0000,14242803.0000,10628419.0000,654100.0000,13877414.0000,131402.0000,346302.0000,1360912.0000,1360912.0000,-864121.0000,114485.0000,-649221.0000,0.0000,"N","N",,1987540.0000,1987540.0000,9844696.0000,9647308.0000,9.7994981256912350e-01,10012414.0000,9713969.0000,9.7019250302674265e-01,4.1420000000000000e+03,"A3",2.8949999999999999e+01,428044592.0000,600991342.2666,2.0000000000000000e+01,6.3973063973063973e-02,2.3000000000000000e+01,8.0651999999999998e+02,"Southeastern CT COG"
"SALISBURY","JG",2.0090000000000000e+03,1.2300000000000000e+02,1.2200000000000000e+02,"L",7464663.0000,6918485.0000,16095245.0000,1005670.0000,156317.0000,209736.0000,1509448.0000,"N",1353131.0000,763838.0000,10729251.0000,12190299.0000,7663926.0000,5321716.0000,11853652.0000,0.0000,0.0000,605547.0000,605547.0000,-268900.0000,-214154.0000,-268900.0000,0.0000,"N","N",957560.8155,5533941.0000,6491501.8155,10731061.0000,10600299.0000,9.8781462522671337e-01,10880275.0000,10664301.0000,9.8014995025401475e-01,3.9860000000000000e+03,"A1",5.7320000000000000e+01,1178824998.0000,1769985006.3206,1.0000000000000000e+00,5.9855521155830753e-02,9.0999999999999996e+00,4.2723000000000002e+02,"Northwestern CT COG"
"SCOTLAND","JG",2.0090000000000000e+03,1.2400000000000000e+02,1.2300000000000000e+02,"W",10447467.0000,2039576.0000,12553942.0000,178507.0000,85296.0000,86230.0000,707060.0000,"N",621764.0000,1957337.0000,3406330.0000,5502735.0000,4237439.0000,5349930.0000,5594386.0000,0.0000,0.0000,25547.0000,25547.0000,-117198.0000,-75279.0000,-117198.0000,0.0000,"N","N",0.0000,4815000.0000,4815000.0000,3390512.0000,3269638.0000,9.6434933720924743e-01,3677424.0000,3325558.0000,9.0431726121328404e-01,1.7210000000000000e+03,"A3",1.8609999999999999e+01,98302143.0000,194608923.8295,5.0000000000000000e+00,4.2828685258964140e-02,3.4250000000000000e+01,2.7064999999999998e+02,"Windham Region COG"
"SEYMOUR","BP",2.0090000000000000e+03,1.2500000000000000e+02,1.2400000000000000e+02,"NH",38089381.0000,1849645.0000,39940026.0000,-2780493.0000,1138589.0000,0.0000,3701144.0000,"N",2562555.0000,12679117.0000,35225188.0000,49307382.0000,30293597.0000,4787112.0000,49610755.0000,0.0000,0.0000,779342.0000,779342.0000,-1082715.0000,165455.0000,-1082715.0000,0.0000,"N","N",,36345911.0000,36345911.0000,34909539.0000,34177857.0000,9.7904062840818384e-01,35946329.0000,34565415.0000,9.6158400486458573e-01,1.6320000000000000e+04,"A2",1.4570000000000000e+01,1374262705.0000,2121453505.0418,8.1000000000000000e+01,8.1724101141576869e-02,2.5520000000000000e+01,2.5688000000000002e+03,"Valley COG"
"SHARON","JG",2.0090000000000000e+03,1.2600000000000000e+02,1.2500000000000000e+02,"L",4718003.0000,2747574.0000,7585747.0000,-451223.0000,102417.0000,50000.0000,1285387.0000,"N",1182970.0000,586327.0000,8380575.0000,9296698.0000,6391573.0000,288442.0000,9564164.0000,114100.0000,114100.0000,252067.0000,252067.0000,-405433.0000,-35580.0000,-405433.0000,0.0000,"N","N",974508.8767,1261087.0000,2235595.8767,8339055.0000,8166499.0000,9.7930748747909691e-01,8696771.0000,8286655.0000,9.5284272749046739e-01,3.0290000000000000e+03,"A1",5.8700000000000003e+01,557945442.0000,1158625131.8146,7.0000000000000000e+00,5.6310679611650483e-02,1.4900000000000000e+01,3.0005000000000001e+02,"Northwestern CT COG"
"SHELTON","JG",2.0090000000000000e+03,1.2700000000000000e+02,1.2600000000000000e+02,"F",113827285.0000,-18523853.0000,97286889.0000,-18200246.0000,284242.0000,3295734.0000,8238263.0000,"N",7954021.0000,12843959.0000,94018435.0000,110671832.0000,69732133.0000,11099697.0000,113136326.0000,0.0000,0.0000,246291.0000,246291.0000,-2710785.0000,496722.0000,-2710785.0000,0.0000,"N","Y",,50250000.0000,50250000.0000,94022020.0000,92978077.0000,9.8889682438220328e-01,95200664.0000,93556870.0000,9.8273337673359085e-01,4.0305000000000000e+04,"Aa3",3.0570000000000000e+01,5037001790.0000,7412846767.6759,9.7000000000000000e+01,7.3278829604130805e-02,1.8609999999999999e+01,5.6460400000000000e+03,"Valley COG"
"SHERMAN","JG",2.0090000000000000e+03,1.2800000000000000e+02,1.2700000000000000e+02,"F",12204952.0000,542751.0000,12758453.0000,415174.0000,10750.0000,0.0000,1328047.0000,"N",1317297.0000,1223168.0000,11179958.0000,12789974.0000,8775336.0000,990167.0000,12426741.0000,2448.0000,2448.0000,203764.0000,203764.0000,161917.0000,442960.0000,161917.0000,0.0000,"N","N",,4740000.0000,4740000.0000,11132361.0000,11070739.0000,9.9446460638493483e-01,11205231.0000,11135199.0000,9.9375006191304760e-01,4.1200000000000000e+03,"A1",2.1800000000000001e+01,673879017.0000,1101503318.0610,1.0000000000000000e+00,6.0449859418931585e-02,1.6399999999999999e+01,6.3024000000000001e+02,"Housatonic Council of Elected Ofcls"
"SIMSBURY","JG",2.0090000000000000e+03,1.2900000000000000e+02,1.2800000000000000e+02,"H",79465301.0000,20119401.0000,99584702.0000,9407519.0000,464168.0000,0.0000,8465133.0000,"N",8000965.0000,11031153.0000,77284675.0000,90131255.0000,64620969.0000,8477945.0000,88833228.0000,26728.0000,26728.0000,1103789.0000,1103789.0000,220966.0000,183240.0000,220966.0000,0.0000,"N","N",,52747836.0000,52747836.0000,76960428.0000,76505051.0000,9.9408297209573726e-01,77759936.0000,76962366.0000,9.8974317571454795e-01,2.3648000000000000e+04,"Aa1",3.3880000000000003e+01,2597569685.0000,3715470880.0000,3.2000000000000000e+01,5.7567545372423423e-02,2.9600000000000001e+01,4.9606099999999997e+03,"Capital Region COG"
"SOMERS","JG",2.0090000000000000e+03,1.3000000000000000e+02,1.2900000000000000e+02,"T",38094992.0000,7095822.0000,45536358.0000,509658.0000,549764.0000,0.0000,5373042.0000,"N",4823278.0000,13059785.0000,16722954.0000,30667411.0000,20850296.0000,3316255.0000,29876252.0000,142651.0000,142651.0000,517000.0000,517000.0000,416810.0000,527959.0000,416810.0000,0.0000,"N","N",,19812680.0000,19812680.0000,16611617.0000,16457607.0000,9.9072877733696851e-01,16914303.0000,16627264.0000,9.8302980619420144e-01,1.1215000000000000e+04,"A1",2.8340000000000000e+01,756495764.0000,1239380822.8424,2.3000000000000000e+01,8.1829368334700572e-02,2.1910000000000000e+01,1.7019500000000000e+03,"Capital Region COG"
"SOUTH WINDSOR","JG",2.0090000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",113790971.0000,13302565.0000,127093536.0000,-1577960.0000,1207916.0000,800000.0000,5320770.0000,"N",4112854.0000,19806433.0000,73288794.0000,94595739.0000,63808126.0000,4801040.0000,92825542.0000,65040.0000,10036304.0000,3679348.0000,13510571.0000,-1844111.0000,-686747.0000,-1704070.0000,0.0000,"N","Y",,33744638.0000,33744638.0000,73246521.0000,72259961.0000,9.8653096438532550e-01,75709069.0000,72802600.0000,9.6161002851587041e-01,2.6258000000000000e+04,"Aa3",2.7960000000000001e+01,2680367627.0000,3917940332.8571,3.1000000000000000e+01,6.2512429565793837e-02,2.7420000000000002e+01,4.9645200000000004e+03,"Capital Region COG"
"SOUTHBURY","JG",2.0090000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",74133487.0000,15524227.0000,89657714.0000,3055981.0000,429718.0000,4716019.0000,6050601.0000,"N",5620883.0000,3339621.0000,54580261.0000,59547291.0000,41080048.0000,1296955.0000,56175483.0000,1204362.0000,1204362.0000,3903099.0000,3903099.0000,673071.0000,617182.0000,673071.0000,0.0000,"N","N",20955910.3702,13904652.0000,34860562.3702,54189565.0000,53855484.0000,9.9383495697003654e-01,54785880.0000,54213399.0000,9.8955057398001089e-01,1.9706000000000000e+04,"Aa3",3.9060000000000002e+01,2602761298.0000,3721949968.5714,1.4000000000000000e+01,7.0359444990713421e-02,2.1100000000000001e+01,3.2034400000000001e+03,"COG of Central Naugatuck Valley"
"SOUTHINGTON","JG",2.0090000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",119767000.0000,-22128000.0000,98662000.0000,513000.0000,426000.0000,1286000.0000,12470000.0000,"N",12044000.0000,29730000.0000,90440000.0000,123586000.0000,80875000.0000,6081000.0000,119058000.0000,277000.0000,277000.0000,2636000.0000,2636000.0000,2169000.0000,934000.0000,2169000.0000,0.0000,"N","Y",,61628000.0000,61628000.0000,90299000.0000,88887000.0000,9.8436306049900890e-01,92133000.0000,89698000.0000,9.7357081610280793e-01,4.2534000000000000e+04,"A1",3.5990000000000002e+01,3913907228.0000,5968387721.2278,1.2600000000000000e+02,7.1541230234156997e-02,2.3020000000000000e+01,6.8168199999999997e+03,"Central CT RPA"
"SPRAGUE","JG",2.0090000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",7882908.0000,1825171.0000,10057097.0000,496965.0000,25960.0000,0.0000,1216436.0000,"N",1190476.0000,3574314.0000,4763040.0000,8623820.0000,5851029.0000,344237.0000,8588330.0000,12.0000,28681.0000,99700.0000,165308.0000,-64198.0000,58748.0000,-101137.0000,0.0000,"N","N",,3593532.0000,3593532.0000,4713751.0000,4575543.0000,9.7067982589661606e-01,4938518.0000,4700070.0000,9.5171668909579754e-01,3.0190000000000000e+03,"A3",1.3210000000000001e+01,182533314.0000,310107322.2068,4.0000000000000000e+01,9.2324208266237245e-02,2.5750000000000000e+01,4.5786000000000001e+02,"Southeastern CT COG"
"STAFFORD","JG",2.0090000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",69022397.0000,2202875.0000,73994907.0000,1528025.0000,174456.0000,0.0000,2689924.0000,"N",2515468.0000,14151733.0000,20231219.0000,35572463.0000,26405030.0000,2669788.0000,36821503.0000,806526.0000,11375089.0000,1067396.0000,10729319.0000,-1509910.0000,-936582.0000,-603270.0000,0.0000,"N","N",,23176011.0000,23176011.0000,20012347.0000,19482829.0000,9.7354043481256847e-01,20911915.0000,19858586.0000,9.4963019886031486e-01,1.1869000000000000e+04,"A3",5.7950000000000003e+01,780029180.0000,1279871932.2418,8.4000000000000000e+01,8.6560364464692480e-02,2.5629999999999999e+01,1.9396900000000001e+03,"Capital Region COG"
"STAMFORD","JG",2.0090000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",258322291.0000,10328707.0000,268650998.0000,3799847.0000,3860955.0000,4501417.0000,8362372.0000,"N",4501417.0000,39936682.0000,386679253.0000,458840376.0000,243089067.0000,43773749.0000,423539873.0000,2958679.0000,2958679.0000,45403420.0000,45403420.0000,-7144238.0000,3341033.0000,-7144238.0000,0.0000,"N","N",,358910670.0000,358910670.0000,385305080.0000,379624093.0000,9.8525587308633455e-01,398237541.0000,383398796.0000,9.6273895986114477e-01,1.2102600000000000e+05,"Aaa",3.7710000000000001e+01,23928735084.0000,34348965158.5714,5.7900000000000000e+02,7.3816914046985094e-02,1.6180000000000000e+01,1.4883730000000000e+04,"South Western RPA"
"STERLING","JG",2.0090000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",23194424.0000,7105140.0000,30686661.0000,-35674.0000,234298.0000,0.0000,2306632.0000,"N",2072334.0000,3963813.0000,6418175.0000,10585184.0000,7989345.0000,14654273.0000,10533037.0000,84.0000,84.0000,244853.0000,244853.0000,-192622.0000,315979.0000,-192622.0000,0.0000,"N","N",,12700000.0000,12700000.0000,6397439.0000,6060629.0000,9.4735237022189656e-01,6851883.0000,6283962.0000,9.1711460922493859e-01,3.7550000000000000e+03,"A3",2.7230000000000000e+01,317465154.0000,456741871.4286,2.8000000000000000e+01,9.2401500938086301e-02,2.0050000000000001e+01,6.7877999999999997e+02,"Northeastern CT COG"
"STONINGTON","JG",2.0090000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",83778472.0000,16625138.0000,100568640.0000,3777012.0000,387514.0000,412129.0000,11046972.0000,"N",10659458.0000,5143191.0000,46864073.0000,55243319.0000,32561493.0000,5425463.0000,53794172.0000,802895.0000,802895.0000,1405735.0000,1405735.0000,846307.0000,1544898.0000,846307.0000,0.0000,"N","N",,38240777.0000,38240777.0000,46896016.0000,46285280.0000,9.8697680417031586e-01,47376344.0000,46658549.0000,9.8484908417584949e-01,1.8513000000000000e+04,"Aa2",3.8680000000000000e+01,3088824503.0000,4425913908.5714,1.0400000000000000e+02,6.0349637344243999e-02,1.5140000000000001e+01,2.5514200000000001e+03,"Southeastern CT COG"
