Municipality,numbered,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2015 Population,Moody's_Bond_Ratings_Nov_2016,Moody's_Bond_Ratings_July_2015,area lmt,ACGLFY15,EGL,TANF15 Recipients,empl,ACMR,enrollmt
"NEWTOWN",98,97,"F",191092069.0000,15857578.0000,211870035.0000,24347209.0000,0.0000,0.0000,0.0000,698388.0000,11306923.0000,10608535.0000,11306923.0000,"N",15304723.0000,101013572.0000,118584112.0000,78608340.0000,10848088.0000,118441432.0000,225228.0000,225228.0000,262476.0000,262476.0000,105432.0000,395259.0000,105432.0000,0.0000,"N","N",,65056908.0000,65056908.0000,10121764.0000,100736217.0000,99928950.0000,9.9198632801547426e-01,102244392.0000,100374316.0000,9.8170974501956054e-01,2.8022000000000000e+04,"Aa1","Aa1",5.7759999999999998e+01,3053042306.0000,4617680514.2400,2.2000000000000000e+01,4.2785234899328860e-02,3.3310000000000002e+01,4.8571400000000003e+03
"NORFOLK",99,98,"L",4347574.0000,2342978.0000,6690552.0000,234027.0000,0.0000,0.0000,0.0000,150000.0000,1103717.0000,953717.0000,1103717.0000,"N",1041981.0000,6683146.0000,8018400.0000,4588779.0000,384445.0000,7913580.0000,5923.0000,5923.0000,98807.0000,98807.0000,11936.0000,-204887.0000,11936.0000,0.0000,"N","N",411565.0000,1554017.0000,1965582.0000,0.0000,6586579.0000,6502880.0000,9.8729249281000042e-01,6820210.0000,6625825.0000,9.7149867819319347e-01,1.6430000000000000e+03,,,4.5310000000000002e+01,293989070.0000,420070100.0000,0.0000000000000000e+00,4.7724750277469481e-02,2.2410000000000000e+01,2.0702000000000001e+02
"NORTH BRANFORD",100,99,"NH",63133514.0000,1145396.0000,64822877.0000,1535851.0000,1200.0000,0.0000,350000.0000,931332.0000,7254419.0000,5971887.0000,7253219.0000,"N",11754418.0000,39837975.0000,52242002.0000,32867738.0000,5557683.0000,51544051.0000,161825.0000,6391636.0000,661507.0000,6370284.0000,198269.0000,-548908.0000,719303.0000,0.0000,"N","N",,35507413.0000,35507413.0000,8659539.0000,37796012.0000,37356707.0000,9.8837694834047574e-01,38969093.0000,37917616.0000,9.7301766812997159e-01,1.4263000000000000e+04,"Aa2","Aa2",2.4920000000000002e+01,1257251637.0000,1791226641.9300,3.4000000000000000e+01,4.6231402926349439e-02,2.9920000000000002e+01,2.0431800000000001e+03
"NORTH CANAAN",101,100,"L",9764397.0000,2329643.0000,13001214.0000,43232.0000,0.0000,0.0000,0.0000,0.0000,969569.0000,969569.0000,969569.0000,"Y",3242504.0000,8787168.0000,12232528.0000,9389722.0000,182534.0000,11968568.0000,0.0000,251747.0000,200692.0000,200692.0000,63268.0000,86325.0000,315015.0000,0.0000,"N","N",1482261.0000,980382.0000,2462643.0000,0.0000,8580503.0000,8381187.0000,9.7677105875960890e-01,9068735.0000,8587476.0000,9.4693206935697205e-01,3.1940000000000000e+03,,,1.9449999999999999e+01,311241200.0000,402876673.5400,5.0000000000000000e+00,4.5427728613569321e-02,2.7500000000000000e+01,4.0205000000000001e+02
"NORTH HAVEN",102,101,"NH",59953136.0000,-37783998.0000,23190870.0000,-2579136.0000,35887.0000,0.0000,0.0000,4957365.0000,12513181.0000,7519929.0000,12477294.0000,"N",10825225.0000,79591102.0000,94453731.0000,54392877.0000,6436326.0000,95753027.0000,200645.0000,553773.0000,167559.0000,167559.0000,-1266210.0000,-66941.0000,-913082.0000,0.0000,"N","Y",,51959198.0000,51959198.0000,30344649.0000,79175603.0000,78180991.0000,9.8743789801007265e-01,81344004.0000,78825314.0000,9.6903656230150659e-01,2.3828000000000000e+04,"Aa1","Aa1",2.0770000000000000e+01,2813446156.0000,3985694949.0000,5.9000000000000000e+01,4.6836111320612411e-02,2.8100000000000001e+01,3.3594800000000000e+03
"NORTH STONINGTON",103,102,"NL",9792970.0000,2159517.0000,12557209.0000,-335974.0000,2212.0000,0.0000,0.0000,367761.0000,2175010.0000,1805037.0000,2172798.0000,"N",5623309.0000,13653917.0000,19620442.0000,13634499.0000,328268.0000,18753263.0000,64744.0000,64744.0000,673908.0000,673908.0000,258015.0000,1124862.0000,258015.0000,0.0000,"N","N",,600000.0000,600000.0000,0.0000,13691162.0000,13348746.0000,9.7498999719673174e-01,14120110.0000,13550602.0000,9.5966688644776843e-01,5.2560000000000000e+03,,,5.4299999999999997e+01,527841749.0000,752502500.2700,9.0000000000000000e+00,4.7717842323651449e-02,2.5850000000000001e+01,7.7605999999999995e+02
"NORWALK",104,103,"F",311537243.0000,-42481181.0000,271281275.0000,14316919.0000,827.0000,0.0000,1000000.0000,1498991.0000,44787629.0000,42287811.0000,44786802.0000,"N",42239791.0000,294521123.0000,350494312.0000,190790463.0000,25858384.0000,342818203.0000,0.0000,398913.0000,771000.0000,771000.0000,6905109.0000,4049555.0000,7304022.0000,0.0000,"Y","Y",,216345930.0000,216345930.0000,81477122.0000,294159210.0000,290306222.0000,9.8690169177432863e-01,300018094.0000,293446291.0000,9.7809531114480053e-01,8.8485000000000000e+04,"Aaa","Aaa",2.2809999999999999e+01,11860740743.0000,16956223841.4300,3.3200000000000000e+02,4.8300714755012242e-02,2.5041000000000000e+01,1.1451620000000001e+04
"NORWICH",105,104,"NL",80829000.0000,-23960000.0000,58499000.0000,544000.0000,0.0000,0.0000,0.0000,207000.0000,10399000.0000,10192000.0000,10399000.0000,"N",42763000.0000,69578000.0000,116214000.0000,77145000.0000,5618000.0000,121420000.0000,6458000.0000,6458000.0000,1834000.0000,1834000.0000,-582000.0000,-214000.0000,-582000.0000,0.0000,"Y","Y",,44629000.0000,44629000.0000,58534000.0000,69247000.0000,66532000.0000,9.6079252530795556e-01,72429000.0000,68251000.0000,9.4231592317994173e-01,3.9899000000000000e+04,"Aa2","Aa2",2.8329999999999998e+01,1795651420.0000,2574691785.7100,8.4100000000000000e+02,7.2295073915819463e-02,3.8549999999999997e+01,5.3727100000000000e+03
"OLD LYME",106,105,"NL",15825169.0000,9167351.0000,24992520.0000,1455603.0000,348029.0000,0.0000,455171.0000,0.0000,7630852.0000,6827652.0000,7282823.0000,"N",1135130.0000,31980235.0000,33991939.0000,24649113.0000,377250.0000,32856320.0000,38254.0000,38254.0000,634296.0000,634296.0000,539577.0000,1299822.0000,539577.0000,0.0000,"N","N",29571762.0000,2950000.0000,32521762.0000,0.0000,31720793.0000,31315038.0000,9.8720854803346181e-01,32437135.0000,31719684.0000,9.7788180121333157e-01,7.5210000000000000e+03,,,2.3100000000000001e+01,1614323371.0000,2257111192.5400,7.0000000000000000e+00,4.4748124330117899e-02,1.9660000000000000e+01,1.0914500000000000e+03
"OLD SAYBROOK",107,106,"M",70659511.0000,-4633590.0000,66175205.0000,-2587778.0000,0.0000,143100.0000,29655.0000,0.0000,3686701.0000,3513946.0000,3543601.0000,"N",5069967.0000,40581969.0000,46788039.0000,27286135.0000,3849049.0000,45473658.0000,10000.0000,522910.0000,1016354.0000,1016354.0000,308027.0000,-510620.0000,820937.0000,0.0000,"N","N",,38212389.0000,38212389.0000,10997442.0000,40303722.0000,39955171.0000,9.9135189052762918e-01,40792825.0000,40231138.0000,9.8623074033239910e-01,1.0160000000000000e+04,"Aa2","Aa2",1.5039999999999999e+01,2179627638.0000,3114802811.4300,1.5000000000000000e+01,4.6083860759493674e-02,1.8500000000000000e+01,1.4086800000000001e+03
"ORANGE",108,107,"NH",22546693.0000,6731461.0000,29319027.0000,482416.0000,13400.0000,0.0000,0.0000,1232715.0000,10661381.0000,9415266.0000,10647981.0000,"N",4620212.0000,58830178.0000,64900497.0000,42516288.0000,10973634.0000,63611467.0000,210242.0000,210242.0000,0.0000,0.0000,1499272.0000,-283581.0000,1499272.0000,0.0000,"N","N",18082120.0000,28045000.0000,46127120.0000,9938151.0000,58731779.0000,58294494.0000,9.9255454189460190e-01,59071454.0000,58540753.0000,9.9101594824464623e-01,1.3944000000000000e+04,"Aa1","Aa1",1.7190000000000001e+01,1911740328.0000,2863987193.2700,2.1000000000000000e+01,4.1434151785714288e-02,3.0800000000000001e+01,2.3508600000000001e+03
"OXFORD",109,108,"NH",65268951.0000,4189880.0000,69579519.0000,1954626.0000,111084.0000,0.0000,0.0000,753000.0000,6097176.0000,5233092.0000,5986092.0000,"N",8642457.0000,35798527.0000,46460320.0000,30525846.0000,2988942.0000,45592608.0000,0.0000,0.0000,1126000.0000,1126000.0000,-258288.0000,227752.0000,-258288.0000,0.0000,"N","N",,22670312.0000,22670312.0000,2946353.0000,35758406.0000,35237281.0000,9.8542650363106232e-01,37755430.0000,35650012.0000,9.4423535899339517e-01,1.3013000000000000e+04,"Aa2","Aa2",3.2890000000000001e+01,1426288805.0000,2078413012.9900,1.8000000000000000e+01,4.6936481169196180e-02,2.4870000000000001e+01,2.0255899999999999e+03
"PLAINFIELD",110,109,"W",61293252.0000,-96988.0000,61422110.0000,-822411.0000,4979.0000,8921.0000,0.0000,1900000.0000,7829460.0000,5915560.0000,7815560.0000,"N",22338181.0000,26169980.0000,51239143.0000,39308971.0000,1553515.0000,50158986.0000,144500.0000,250092.0000,954305.0000,954305.0000,270352.0000,619326.0000,375944.0000,0.0000,"N","N",,10713090.0000,10713090.0000,4441026.0000,25813988.0000,25121920.0000,9.7319019440157795e-01,27311443.0000,25904554.0000,9.4848719637406198e-01,1.5077000000000000e+04,"Aa3","Aa3",4.2259999999999998e+01,906915290.0000,1327203230.5300,1.5200000000000000e+02,7.0165298809386198e-02,2.8359999999999999e+01,2.2770000000000000e+03
"PLAINVILLE",111,110,"H",87665294.0000,6714459.0000,95671064.0000,-1699732.0000,20394.0000,0.0000,147710.0000,445166.0000,11056343.0000,10443073.0000,11035949.0000,"N",15660130.0000,42676572.0000,59578204.0000,37599680.0000,6099523.0000,58041116.0000,305670.0000,305670.0000,2820911.0000,2820911.0000,-978153.0000,5236167.0000,-978153.0000,0.0000,"N","N",,48429353.0000,48429353.0000,4999603.0000,42584731.0000,41607780.0000,9.7705865513157752e-01,44558532.0000,42219444.0000,9.4750527239093063e-01,1.7773000000000000e+04,"Aa3","Aa3",9.7599999999999998e+00,1353751450.0000,1996265965.9100,9.8000000000000000e+01,5.2119460500963388e-02,3.1379999999999999e+01,2.4171999999999998e+03
"PLYMOUTH",112,111,"L",,,,,,,,,,,,,,,,,,,,,,,,180095.0000,,,,,,,,,,,,,,,1.1813000000000000e+04,,"Aa3",2.1719999999999999e+01,760896938.0000,1011116331.3800,8.3000000000000000e+01,6.7353643966547194e-02,3.4850000000000001e+01,1.7157300000000000e+03
"POMFRET",113,112,"W",11529857.0000,1676359.0000,14492924.0000,242058.0000,0.0000,0.0000,0.0000,307550.0000,1828067.0000,1520517.0000,1828067.0000,"N",4760838.0000,8871446.0000,13819838.0000,11246794.0000,417071.0000,13288985.0000,71716.0000,71716.0000,410422.0000,410422.0000,192147.0000,417737.0000,192147.0000,0.0000,"N","N",,4206000.0000,4206000.0000,0.0000,8698880.0000,8611645.0000,9.8997169750588576e-01,8929652.0000,8772891.0000,9.8244489258931922e-01,4.1630000000000000e+03,,,4.0289999999999999e+01,360278691.0000,505702078.9100,8.0000000000000000e+00,4.0907249898744433e-02,2.4129999999999999e+01,6.0826999999999998e+02
"WINCHESTER",163,162,"L",38445171.0000,-5515045.0000,35062171.0000,1044894.0000,0.0000,0.0000,0.0000,0.0000,5163031.0000,5163031.0000,5163031.0000,"Y",10670631.0000,22479091.0000,34216964.0000,21792130.0000,701892.0000,31775755.0000,39874.0000,39874.0000,732117.0000,732117.0000,1748966.0000,4072699.0000,1748966.0000,0.0000,"N","N",,3902779.0000,3902779.0000,8035260.0000,22065050.0000,21409286.0000,9.7028042084654242e-01,22773803.0000,21819618.0000,9.5810163985347552e-01,1.0829000000000000e+04,,,3.2280000000000001e+01,690947171.0000,956082770.9200,9.9000000000000000e+01,5.8776806989674343e-02,3.1910000000000000e+01,1.2178900000000001e+03
"WINDHAM",164,163,"W",56644215.0000,3927655.0000,62300521.0000,-796797.0000,116251.0000,654380.0000,0.0000,676980.0000,12901525.0000,11453914.0000,12130894.0000,"N",36520351.0000,33313631.0000,72888188.0000,48972918.0000,3366394.0000,72795149.0000,249494.0000,249494.0000,131606.0000,131606.0000,210927.0000,1264847.0000,210927.0000,0.0000,"N","N",,22393869.0000,22393869.0000,5658017.0000,33259244.0000,32506901.0000,9.7737943171528496e-01,34052202.0000,32943203.0000,9.6743238513620944e-01,2.4799000000000000e+04,"Aa3","Aa3",2.7070000000000000e+01,861229521.0000,1231071101.4200,5.9100000000000000e+02,6.9705953048633917e-02,3.2409999999999997e+01,3.1326900000000001e+03
"WINDSOR",165,164,"H",65410891.0000,-781806.0000,68373515.0000,202568.0000,31213.0000,0.0000,0.0000,4621032.0000,23626882.0000,18974637.0000,23595669.0000,"N",22366478.0000,87600034.0000,114937769.0000,72051878.0000,6201403.0000,104783497.0000,99540.0000,99540.0000,7816760.0000,7816760.0000,2437052.0000,278480.0000,2437052.0000,0.0000,"Y","N",,39765000.0000,39765000.0000,9670460.0000,86548952.0000,85519516.0000,9.8810573697067994e-01,88244825.0000,86846196.0000,9.8415058333449013e-01,2.9016000000000000e+04,,,2.9629999999999999e+01,2831162216.0000,4047961668.5700,1.7100000000000000e+02,5.3769973874475969e-02,3.0469999999999999e+01,3.8890900000000001e+03
"WINDSOR LOCKS",166,165,"H",59747920.0000,20470645.0000,80222400.0000,4859647.0000,0.0000,0.0000,0.0000,1642681.0000,12466593.0000,10823912.0000,12466593.0000,"N",14563701.0000,33342550.0000,49251423.0000,32258906.0000,2809443.0000,48109974.0000,164344.0000,7147504.0000,1443944.0000,8333159.0000,-138151.0000,1225822.0000,-44206.0000,0.0000,"N","N",,13896565.0000,13896565.0000,2984777.0000,32568005.0000,31993588.0000,9.8236253648327554e-01,33725048.0000,32639869.0000,9.6782275891794134e-01,1.2537000000000000e+04,"Aa1","Aa1",9.0299999999999994e+00,1218347021.0000,1741395744.2900,7.3000000000000000e+01,5.4632152588555860e-02,2.6230000000000000e+01,1.7145799999999999e+03
"WOLCOTT",167,166,"NH",42649062.0000,-4869453.0000,38009649.0000,1910761.0000,0.0000,0.0000,0.0000,56882.0000,3812497.0000,3755615.0000,3812497.0000,"N",20699671.0000,34705469.0000,56261679.0000,37739030.0000,3705548.0000,56250554.0000,508980.0000,5073793.0000,415000.0000,4824820.0000,105105.0000,457503.0000,260098.0000,0.0000,"N","N",,26770205.0000,26770205.0000,11000167.0000,34555784.0000,33920371.0000,9.8161196400579420e-01,35416180.0000,34371509.0000,9.7050300173536497e-01,1.6673000000000000e+04,"A1","A1",2.0430000000000000e+01,1265322865.0000,1809585592.8600,2.9000000000000000e+01,4.7019053472649050e-02,2.7170000000000002e+01,2.5857600000000002e+03
"WOODBRIDGE",168,167,"NH",58180441.0000,-1232829.0000,57890340.0000,1454554.0000,85819.0000,0.0000,0.0000,989289.0000,5666446.0000,4591338.0000,5580627.0000,"N",2789596.0000,42721174.0000,47643390.0000,28571588.0000,2167368.0000,45982860.0000,26928.0000,26928.0000,1951064.0000,1951064.0000,-263606.0000,-120320.0000,-263606.0000,0.0000,"N","N",11007915.0000,18400584.0000,29408499.0000,3701070.0000,42152886.0000,41992680.0000,9.9619940613318858e-01,42350424.0000,42122337.0000,9.9461429240944554e-01,8.8860000000000000e+03,"Aaa","Aaa",1.8829999999999998e+01,1202451150.0000,1640624009.0900,8.0000000000000000e+00,3.8374717832957109e-02,3.4969999999999999e+01,1.4972300000000000e+03
"WOODBURY",169,168,"L",16416427.0000,396436.0000,18307375.0000,86857.0000,0.0000,0.0000,0.0000,559943.0000,3938640.0000,3378697.0000,3938640.0000,"N",1400020.0000,29274806.0000,31352868.0000,22021433.0000,528750.0000,30915371.0000,65123.0000,69123.0000,12820.0000,12820.0000,489800.0000,8602.0000,493800.0000,0.0000,"N","N",212854.0000,4367250.0000,4580104.0000,5539408.0000,29041986.0000,28553094.0000,9.8316602728201852e-01,30521042.0000,28997686.0000,9.5008833577831320e-01,9.6360000000000000e+03,"Aa2","Aa2",3.6469999999999999e+01,1127091418.0000,1610306025.7200,1.5000000000000000e+01,4.2792384406165007e-02,2.5690000000000001e+01,1.1648499999999999e+03
"WOODSTOCK",170,169,"W",22731610.0000,562046.0000,28123653.0000,1385451.0000,0.0000,0.0000,0.0000,169946.0000,3192607.0000,3022661.0000,3192607.0000,"N",7061438.0000,15685017.0000,23211644.0000,17492430.0000,503776.0000,22968391.0000,768.0000,180790.0000,343949.0000,343949.0000,-99928.0000,156870.0000,80094.0000,0.0000,"N","N",,3978691.0000,3978691.0000,786465.0000,15648683.0000,15403764.0000,9.8434890655015506e-01,15974115.0000,15592200.0000,9.7609163324540982e-01,7.8380000000000000e+03,"Aa3","Aa3",6.0539999999999999e+01,674008761.0000,995518070.4700,9.0000000000000000e+00,4.7377326565143825e-02,2.3100000000000001e+01,1.3018000000000000e+03
