Municipality,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Largest Deficit - Individual Enterprise Fund,Largest Deficit - Individual Internal Service Fund,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Total_Net_OPEB_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2018 Population,Moody's_Bond_Ratings_Latest,Date of Latest Moody's Ratings,Moody's_Bond_Ratings_June_2018,area lmt,ACGLFY18,EGL,TFA18 Recipients,empl,ACMR,enrollmt,numbered
"WEST HAVEN",,,119362746.0000,-302578737.0000,-178658519.0000,18877103.0000,1191522.0000,0.0000,0.0000,0.0000,2181149.0000,989627.0000,989627.0000,"N",78704977.0000,95880234.0000,179803509.0000,107755731.0000,19279951.0000,177858886.0000,1303546.0000,18678542.0000,303342.0000,303342.0000,2944827.0000,-1402610.0000,20319823.0000,0.0000,0.0000,-7297119.0000,,117093317.0000,117093317.0000,44294291.0000,208482136.0000,94716054.0000,93225076.0000,9.8425844471941371e-01,98032629.0000,94267907.0000,9.6159725554233577e-01,5.4879000000000000e+04,"Baa3","2019-08-20 00:00:00","Baa3",1.0747000000000000e+01,2648722210.0000,3928816873.1600,,4.7458188441795002e-02,"35.26 / 37.00",6.9520100000000002e+03,156
"WESTBROOK",,,44900706.0000,5056284.0000,49991064.0000,2214340.0000,18573.0000,0.0000,0.0000,0.0000,5523619.0000,5505046.0000,5505046.0000,"N",4014665.0000,27682014.0000,33355919.0000,21008169.0000,2688263.0000,32489508.0000,0.0000,0.0000,404009.0000,404009.0000,462402.0000,293084.0000,462402.0000,0.0000,0.0000,0.0000,,17725000.0000,17725000.0000,633019.0000,3287067.0000,27621615.0000,27446120.0000,9.9364646129489531e-01,27878596.0000,27549012.0000,9.8817788385039185e-01,6.9140000000000000e+03,"Aa2","2019-08-20 00:00:00","Aa2",1.5782999999999999e+01,1135612074.0000,1623483420.0000,,3.6092265943012208e-02,"24.37",7.3872000000000003e+02,157
"WESTON",,,49959338.0000,12025438.0000,62095225.0000,584621.0000,34441.0000,0.0000,364414.0000,607040.0000,14889528.0000,13883633.0000,14855087.0000,"N",10789611.0000,69109039.0000,81232582.0000,61381495.0000,6237213.0000,80075301.0000,168000.0000,168000.0000,808052.0000,808052.0000,517229.0000,561171.0000,517229.0000,0.0000,0.0000,0.0000,,29868780.0000,29868780.0000,9047793.0000,1736934.0000,68506047.0000,67841750.0000,9.9030308959441204e-01,70661003.0000,68534231.0000,9.6990175755076669e-01,1.0247000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",1.9798999999999999e+01,2372542054.0000,3399888205.1900,,3.6089538602101415e-02,"28.91",2.3108600000000001e+03,158
"WESTPORT",,,206997951.0000,-41470278.0000,176829798.0000,5516252.0000,550028.0000,627890.0000,456533.0000,8722016.0000,35490833.0000,25134366.0000,34312915.0000,"N",24886290.0000,186894912.0000,230309359.0000,142119496.0000,16846703.0000,231103342.0000,887178.0000,1175024.0000,2239144.0000,2239144.0000,-2145949.0000,-1551819.0000,-1858103.0000,0.0000,0.0000,-1104002.0000,,103184898.0000,103184898.0000,22240466.0000,82382505.0000,186200623.0000,183980240.0000,9.8807531916797076e-01,196062606.0000,185983298.0000,9.4859138004112831e-01,2.8115000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",1.9957999999999998e+01,11017166887.0000,16088221534.4100,,3.0920535011801732e-02,"16.86",5.5240699999999997e+03,159
"WETHERSFIELD",,,112502628.0000,-27295149.0000,85207479.0000,306646.0000,0.0000,0.0000,368143.0000,624718.0000,12459097.0000,11466236.0000,12459097.0000,"N",22351655.0000,88070347.0000,112885347.0000,70731557.0000,7487449.0000,109988761.0000,200000.0000,200000.0000,2752006.0000,2752006.0000,344580.0000,281636.0000,344580.0000,0.0000,0.0000,0.0000,,58022112.0000,58022112.0000,20108263.0000,28152988.0000,88497998.0000,87730706.0000,9.9132983776649952e-01,90409982.0000,88322452.0000,9.7691040354371494e-01,2.6082000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",1.2310000000000000e+01,2242958976.0000,3392683688.3900,,3.6078098471986418e-02,"39.77 / 39.00",3.8707100000000000e+03,160
"WILLINGTON",,,10814133.0000,3229080.0000,14837991.0000,412770.0000,0.0000,0.0000,590441.0000,184374.0000,3334859.0000,2560044.0000,3334859.0000,"N",4466658.0000,13282953.0000,18031276.0000,13376414.0000,494739.0000,16885584.0000,0.0000,214000.0000,1045172.0000,1045172.0000,100520.0000,126517.0000,314520.0000,0.0000,0.0000,0.0000,292229.3138,2238725.0000,2530954.3138,110356.0000,1105399.0000,13272326.0000,13196061.0000,9.9425383312616045e-01,13337557.0000,13238250.0000,9.9255433360097356e-01,5.8870000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",3.3293999999999997e+01,437946350.0000,639312199.5100,,3.5078251484079871e-02,"30.09",6.5539999999999998e+02,161
"WILTON",,,106368411.0000,23369154.0000,129737565.0000,11413590.0000,98331.0000,0.0000,0.0000,6501041.0000,21141880.0000,14542508.0000,21043549.0000,"N",19305709.0000,119834376.0000,142138447.0000,98096932.0000,12581475.0000,140490556.0000,0.0000,0.0000,776584.0000,776584.0000,871307.0000,-1491342.0000,871307.0000,0.0000,0.0000,0.0000,,85698700.0000,85698700.0000,1555595.0000,0.0000,119515512.0000,118661233.0000,9.9285214960213697e-01,121739951.0000,119318330.0000,9.8010824729180313e-01,1.8397000000000000e+04,"Aaa","2019-08-20 00:00:00","Aaa",2.6805000000000000e+01,4314084720.0000,6070177139.9400,,3.1393839254101261e-02,"27.77",4.0135100000000002e+03,162
"WINCHESTER",,,40271477.0000,-1977467.0000,40588084.0000,3237230.0000,0.0000,0.0000,1373037.0000,0.0000,8161793.0000,6788756.0000,8161793.0000,"N",9801197.0000,23659495.0000,34344722.0000,20930300.0000,690813.0000,32331530.0000,36376.0000,36376.0000,1219565.0000,1219565.0000,830003.0000,1157279.0000,830003.0000,0.0000,0.0000,0.0000,,2831716.0000,2831716.0000,5315777.0000,3598010.0000,23458587.0000,23190371.0000,9.8856640427660880e-01,23921016.0000,23484918.0000,9.8176925261034065e-01,1.0655000000000000e+04,,"2019-08-20 00:00:00",,3.2512000000000000e+01,712757816.0000,1013459789.6500,,4.4690915022019245e-02,"33.54",1.1479100000000001e+03,163
"WINDHAM",,,61092643.0000,-17888785.0000,45655746.0000,-6330720.0000,125772.0000,638763.0000,0.0000,0.0000,7097074.0000,6332539.0000,6332539.0000,"N",40637599.0000,38071658.0000,81348779.0000,57224238.0000,2826783.0000,83006785.0000,200000.0000,200000.0000,925947.0000,925947.0000,-2383953.0000,-855337.0000,-2383953.0000,0.0000,0.0000,-946784.0000,,12911100.0000,12911100.0000,10063644.0000,16811100.0000,37542158.0000,36899177.0000,9.8287309429575143e-01,38848198.0000,37563381.0000,9.6692724331769520e-01,2.4706000000000000e+04,"A2","2019-08-20 00:00:00","A1",2.6972000000000001e+01,887904818.0000,1291164325.4900,,5.2809259705811427e-02,"36.65",3.3111599999999999e+03,164
"WINDSOR",,,71041699.0000,-30249220.0000,47603429.0000,8615034.0000,39024.0000,0.0000,0.0000,4858090.0000,27765580.0000,22868466.0000,27726556.0000,"N",27626039.0000,94339805.0000,126314052.0000,79713749.0000,6927469.0000,115107536.0000,586902.0000,586902.0000,9194800.0000,9194800.0000,2598618.0000,774531.0000,2598618.0000,0.0000,-9665158.0000,0.0000,,39105000.0000,39105000.0000,14525582.0000,44235447.0000,93966005.0000,93054026.0000,9.9029458579195739e-01,95153310.0000,93730279.0000,9.8504486076206910e-01,2.8760000000000000e+04,,"2019-08-20 00:00:00",,2.9504000000000001e+01,2886742186.0000,4242507811.7600,,4.0951754648173612e-02,"32.45 / 32.00",3.9155300000000002e+03,165
"WINDSOR LOCKS",,,65248707.0000,22602778.0000,87855320.0000,2106595.0000,0.0000,0.0000,0.0000,172709.0000,11724928.0000,11552219.0000,11724928.0000,"N",18193549.0000,34848569.0000,54689580.0000,37129891.0000,3311192.0000,53742800.0000,215205.0000,349993.0000,1224342.0000,1224342.0000,-62357.0000,-1404134.0000,72431.0000,0.0000,0.0000,0.0000,,25048122.0000,25048122.0000,7198203.0000,0.0000,33715958.0000,32664889.0000,9.6882577087087363e-01,35543152.0000,33639001.0000,9.4642706420634837e-01,1.2876000000000000e+04,"Aa1","2019-08-20 00:00:00","Aa1",9.0239999999999991e+00,1210955076.0000,1900652209.0200,,4.3559344611695749e-02,"26.66",1.6122100000000000e+03,166
"WOLCOTT",,,47521401.0000,-28625976.0000,21751479.0000,1000944.0000,417691.0000,0.0000,0.0000,514749.0000,5960651.0000,5028211.0000,5542960.0000,"N",17841373.0000,40836545.0000,59403041.0000,38975515.0000,4801771.0000,59029530.0000,672974.0000,3810997.0000,479475.0000,3425439.0000,567010.0000,755137.0000,759069.0000,0.0000,0.0000,0.0000,,34196071.0000,34196071.0000,11513775.0000,25950582.0000,40685972.0000,39796519.0000,9.7813858299858236e-01,42065081.0000,40375525.0000,9.5983471421343514e-01,1.6649000000000000e+04,"A1","2019-08-20 00:00:00","A1",2.0434999999999999e+01,1227179944.0000,1754388962.8600,,3.6796320367963202e-02,"31.27",2.4699699999999998e+03,167
"WOODBRIDGE",,,67676387.0000,-13116943.0000,55180515.0000,2235144.0000,9433.0000,0.0000,0.0000,1503163.0000,7519697.0000,6007101.0000,7510264.0000,"N",3898347.0000,44953061.0000,51805171.0000,31799817.0000,2530811.0000,49908770.0000,51317.0000,51317.0000,1453692.0000,1453692.0000,494026.0000,638964.0000,494026.0000,0.0000,0.0000,0.0000,8437327.5727,18009527.0000,26446854.5727,5543605.0000,15968180.0000,44470066.0000,44270912.0000,9.9552161672078476e-01,44574939.0000,44381999.0000,9.9567155885507774e-01,8.8050000000000000e+03,"Aaa","2019-08-20 00:00:00","Aaa",1.8812000000000001e+01,1142351530.0000,1653069479.7500,,3.0664745832475818e-02,"39.44 / 32.00",1.5220500000000000e+03,168
"WOODBURY",,,14970202.0000,-3864373.0000,12210886.0000,689911.0000,0.0000,0.0000,100000.0000,1490000.0000,6334393.0000,4744393.0000,6334393.0000,"N",1504762.0000,31357748.0000,33991669.0000,23623083.0000,818976.0000,33273639.0000,0.0000,0.0000,0.0000,0.0000,718030.0000,1227531.0000,718030.0000,0.0000,0.0000,0.0000,17262654.0725,7245000.0000,24507654.0725,4872333.0000,7626809.0000,31175995.0000,30688339.0000,9.8435796515877039e-01,32619530.0000,31074081.0000,9.5262197217433853e-01,9.5370000000000000e+03,"Aa1","2019-08-20 00:00:00","Aa2",3.6399000000000001e+01,1144956556.0000,1550059471.8000,,3.4068495606957148e-02,"27.16",1.1261099999999999e+03,169
"WOODSTOCK",,,23262102.0000,955148.0000,32218207.0000,1213672.0000,0.0000,0.0000,0.0000,712686.0000,4299777.0000,3587091.0000,4299777.0000,"N",6633891.0000,17491958.0000,24768127.0000,19150578.0000,399975.0000,24324514.0000,0.0000,165800.0000,426538.0000,426538.0000,17075.0000,700425.0000,182875.0000,0.0000,0.0000,0.0000,,4152325.0000,4152325.0000,1276181.0000,5226191.0000,17415057.0000,17166829.0000,9.8574635730448656e-01,17810194.0000,17391631.0000,9.7649868384364591e-01,7.8620000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",6.0645000000000003e+01,711127463.0000,1016356375.7100,,4.0811455847255367e-02,"24.30",1.3072100000000000e+03,170
"BETHANY",,,21723460.0000,5679672.0000,27403132.0000,924200.0000,60893.0000,3300.0000,0.0000,342927.0000,4789979.0000,4382859.0000,4725786.0000,"Y",3513836.0000,20501304.0000,25395989.0000,17215700.0000,380071.0000,23728244.0000,0.0000,3240000.0000,2144667.0000,4208768.0000,-476922.0000,888998.0000,698977.0000,0.0000,0.0000,0.0000,5436218.3168,5948337.0000,11384555.3168,549341.0000,800192.0000,20306970.0000,20150028.0000,9.9227152056658374e-01,20520917.0000,20302340.0000,9.8934857540722965e-01,5.4790000000000000e+03,"Aa2","2019-08-20 00:00:00","Aa2",2.1129000000000001e+01,553863430.0000,826080617.0100,,3.3269353806781830e-02,"36.90 / 32.00",7.8477999999999997e+02,8
"DURHAM",,,37564303.0000,6896476.0000,44492307.0000,-190850.0000,2500.0000,0.0000,0.0000,393923.0000,4389379.0000,3992956.0000,4386879.0000,"N",3882414.0000,26266052.0000,30543825.0000,23508846.0000,0.0000,29787128.0000,232875.0000,232875.0000,776085.0000,776085.0000,213487.0000,476346.0000,213487.0000,0.0000,0.0000,0.0000,3609420.0734,74393.0000,3683813.0734,1090926.0000,65548.0000,25924400.0000,25630653.0000,9.8866909166653805e-01,26395787.0000,25831756.0000,9.7863177938206580e-01,7.1950000000000000e+03,,"2019-08-20 00:00:00",,2.3658999999999999e+01,698813428.0000,1029057511.0000,,3.0134445989800650e-02,"39.50 / 32.00",1.1101300000000001e+03,38
"EAST GRANBY",,,23670932.0000,3861702.0000,28610243.0000,-287078.0000,2137.0000,0.0000,0.0000,1439283.0000,4241402.0000,2799982.0000,4239265.0000,"N",4675356.0000,19144169.0000,24246407.0000,18117644.0000,675123.0000,23358794.0000,0.0000,0.0000,650000.0000,650000.0000,237613.0000,208201.0000,237613.0000,0.0000,0.0000,0.0000,,4794649.0000,4794649.0000,0.0000,2024173.0000,18991683.0000,18906293.0000,9.9550382133063198e-01,19369940.0000,19087166.0000,9.8540140031409496e-01,5.1470000000000000e+03,"Aa2","2019-08-20 00:00:00","Aa2",1.7564000000000000e+01,581515512.0000,855195439.4000,,3.4116511103958802e-02,"32.40 / 32.00",8.7753999999999996e+02,39
"GRANBY",,,49697799.0000,1413107.0000,51333382.0000,-339096.0000,0.0000,0.0000,50131.0000,1094240.0000,5265822.0000,4121451.0000,5265822.0000,"N",12368050.0000,36782934.0000,50132608.0000,34722599.0000,3534891.0000,48441303.0000,237045.0000,237045.0000,1474299.0000,1474299.0000,454051.0000,129837.0000,454051.0000,0.0000,0.0000,0.0000,,17442059.0000,17442059.0000,2788483.0000,6654933.0000,36463368.0000,36218070.0000,9.9327275527592518e-01,36960491.0000,36501768.0000,9.8758882829776262e-01,1.1375000000000000e+04,,"2019-08-20 00:00:00",,4.0677999999999997e+01,977286900.0000,1465058076.9800,,2.8924418604651163e-02,"37.94 / 32.00",1.8272800000000000e+03,56
"NEW BRITAIN",,,132508000.0000,-105212000.0000,30762000.0000,24419000.0000,0.0000,0.0000,0.0000,9208000.0000,26447000.0000,17239000.0000,26447000.0000,"N",122247000.0000,124516000.0000,257503000.0000,157147000.0000,25415000.0000,270389000.0000,3269000.0000,3269000.0000,68000.0000,68000.0000,-9685000.0000,7732000.0000,-9685000.0000,0.0000,0.0000,-1783000.0000,,285232000.0000,285232000.0000,80204000.0000,51133000.0000,123770000.0000,119586000.0000,9.6619536236567827e-01,137239000.0000,122721000.0000,8.9421374390661545e-01,7.2453000000000000e+04,"Baa2","2019-08-20 00:00:00","Baa2",1.3393000000000001e+01,2504337443.0000,3809056758.5700,,5.5928290099144372e-02,"50.50 / 37.00",1.1424059999999999e+04,90
"STAMFORD",,,446596574.0000,-385462202.0000,82852094.0000,31140176.0000,4238173.0000,0.0000,5444630.0000,28226267.0000,38592921.0000,683851.0000,34354748.0000,"N",76303973.0000,516787138.0000,614239357.0000,326597201.0000,55864058.0000,560136250.0000,3098622.0000,3098622.0000,61205530.0000,61205530.0000,-4003801.0000,962107.0000,-4003801.0000,0.0000,0.0000,-18917453.0000,,433685568.0000,433685568.0000,184793273.0000,244050792.0000,523219943.0000,517689846.0000,9.8943064561283356e-01,532610473.0000,522536888.0000,9.8108639331994507e-01,1.2977500000000000e+05,"Aa1","2019-08-20 00:00:00","Aa1",3.7639000000000003e+01,19725952821.0000,32825480972.9600,,3.6807132880944657e-02,"26.89 / 27.25",1.5502330000000000e+04,136
"STRATFORD",,,90461448.0000,-496883687.0000,-403667116.0000,17928146.0000,1405314.0000,0.0000,0.0000,1064339.0000,6060446.0000,3590793.0000,4655132.0000,"N",48171466.0000,180421843.0000,234041729.0000,128126498.0000,35380372.0000,238921347.0000,2120254.0000,2120254.0000,494614.0000,494614.0000,-3253978.0000,988803.0000,-3253978.0000,0.0000,-1134979.0000,-7519567.0000,,262758088.0000,262758088.0000,54168151.0000,273415719.0000,179620498.0000,175058251.0000,9.7460063271843289e-01,186737780.0000,178078474.0000,9.5362852658953101e-01,5.1967000000000000e+04,"A2","2019-08-20 00:00:00","A2",1.7481000000000002e+01,4491744808.0000,6585078287.6300,,4.6800731261425962e-02,"39.97 / 39.00",7.0897399999999998e+03,139
"BEACON FALLS",,,10082018.0000,3938447.0000,14549669.0000,-296433.0000,16289.0000,24157.0000,6808.0000,174049.0000,3048724.0000,2827421.0000,3008278.0000,"N",3894050.0000,16893534.0000,21597216.0000,14683272.0000,995937.0000,20417732.0000,55000.0000,55000.0000,1481566.0000,1481566.0000,-247082.0000,388837.0000,-247082.0000,0.0000,0.0000,0.0000,10348392.5756,8460806.0000,18809198.5756,1048812.0000,685830.0000,16579498.0000,16298708.0000,9.8306402280696314e-01,17355369.0000,16614102.0000,9.5728889428971520e-01,6.1820000000000000e+03,,"2019-08-20 00:00:00",,9.6679999999999993e+00,464332911.0000,665356885.7100,,3.7613122171945700e-02,"35.90 / 32.00",8.6413999999999999e+02,6
"PORTLAND",,,65467918.0000,-6107624.0000,59968331.0000,504221.0000,0.0000,0.0000,168571.0000,306911.0000,6494519.0000,6019037.0000,6494519.0000,"N",6663774.0000,27261705.0000,35086100.0000,22894841.0000,2646104.0000,34145609.0000,35300.0000,35300.0000,943003.0000,943003.0000,32788.0000,471926.0000,32788.0000,0.0000,0.0000,0.0000,,9827802.0000,9827802.0000,10386696.0000,3599545.0000,27020395.0000,26672831.0000,9.8713697560675928e-01,27778183.0000,27054351.0000,9.7394242812785847e-01,9.3050000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",2.3350000000000001e+01,814478950.0000,1163821357.1400,,3.6883022961489785e-02,"32.98 / 32.00",1.3678900000000001e+03,114
"BOLTON",,,31686140.0000,4274311.0000,36743301.0000,779495.0000,2224.0000,0.0000,125189.0000,2838799.0000,3712214.0000,746002.0000,3709990.0000,"N",5567930.0000,17304877.0000,23637320.0000,16517368.0000,1085825.0000,22674603.0000,15486.0000,114518.0000,470847.0000,470847.0000,507356.0000,199628.0000,606388.0000,0.0000,0.0000,0.0000,,11186227.0000,11186227.0000,0.0000,1480746.0000,17152040.0000,16985592.0000,9.9029573158644690e-01,17404717.0000,17163937.0000,9.8616581930059533e-01,4.8900000000000000e+03,"Aa3","2019-08-20 00:00:00","Aa3",1.4407000000000000e+01,432277240.0000,628759698.5800,,2.7908435246158672e-02,"39.47 / 39.00",7.4091999999999996e+02,12
"GROTON (City of)",,,18940538.0000,8064740.0000,27065278.0000,1498116.0000,11725.0000,0.0000,201474.0000,400000.0000,5673782.0000,5060583.0000,5662057.0000,"N",192245.0000,6228104.0000,13374183.0000,0.0000,6119822.0000,16666409.0000,4086162.0000,4086162.0000,0.0000,0.0000,793936.0000,981657.0000,793936.0000,0.0000,0.0000,0.0000,,9503000.0000,9503000.0000,2022564.0000,4675104.0000,6188388.0000,6153259.0000,9.9432340053661794e-01,6295071.0000,6230581.0000,9.8975547694378663e-01,,"Aa3","2019-08-20 00:00:00","Aa3",,,,,,"5.22",,60
"MIDDLETOWN",,,276107000.0000,-223591000.0000,53813000.0000,-6073000.0000,0.0000,0.0000,0.0000,7944000.0000,33576000.0000,25632000.0000,33576000.0000,"N",46771000.0000,111962000.0000,170215000.0000,95986000.0000,18115000.0000,153142000.0000,468000.0000,2119000.0000,16557000.0000,16557000.0000,984000.0000,3133000.0000,2635000.0000,0.0000,0.0000,0.0000,,103058000.0000,103058000.0000,0.0000,322643000.0000,122057000.0000,118674000.0000,9.7228344134297906e-01,128660000.0000,120997000.0000,9.4043991916679626e-01,4.6146000000000000e+04,"Aa2","2019-08-20 00:00:00","Aa2",4.1018000000000001e+01,3335346682.0000,5073575969.9200,,3.9862935465448314e-02,"33.90",4.8546400000000003e+03,84
