Municipality,Comptroller Town Code,County_Identifier,Net Investment In Capital Assets,Unrestricted Net Position,Total Net Position,Change In Net Position,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Restatement of Fund Balance (Y or N),Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Total_Net_Pension_Liability,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2017 Population,Moody's_Bond_Ratings_June_2017,ACGLFY17,EGL,TANF17 Recipients,empl,enrollmt,numbered,TFA17 Recipients,ACMR
"SIMSBURY","128","H",98938703.0000,20921393.0000,119860096.0000,-2969137.0000,14663.0000,0.0000,385000.0000,1542894.0000,14214935.0000,12272378.0000,14200272.0000,"N",20134283.0000,85638921.0000,107236920.0000,80381153.0000,7043286.0000,104964845.0000,239095.0000,700781.0000,2220224.0000,2220224.0000,290946.0000,769751.0000,752632.0000,0.0000,,36451809.0000,36451809.0000,16710356.0000,85482093.0000,85007777.0000,9.9445128232880309e-01,86370172.0000,85344182.0000,9.8812101474106129e-01,2.4952000000000000e+04,"Aaa",2292414936.0000,3600147476.4800,2.4000000000000000e+01,3.2556093268807741e-02,4.1929499999999998e+03,129,2.3000000000000000e+01,"37.12 / 36.00"
"SOUTH WINDSOR","132","H",133891837.0000,6257477.0000,140149314.0000,14850530.0000,2442.0000,0.0000,0.0000,1621867.0000,11091806.0000,9467497.0000,11089364.0000,"N",27351197.0000,95483270.0000,124894170.0000,85322089.0000,7365581.0000,122895416.0000,52455.0000,791498.0000,1830326.0000,1830326.0000,220883.0000,3273518.0000,959926.0000,0.0000,,71660019.0000,71660019.0000,21597695.0000,95502476.0000,94247010.0000,9.8685409999213003e-01,98811314.0000,94991846.0000,9.6134584345270424e-01,2.5937000000000000e+04,"Aa2",2544025485.0000,3793497465.4300,3.8000000000000000e+01,3.7804792354718571e-02,4.3180900000000001e+03,131,3.2000000000000000e+01,"37.34 / 37.00"
"SOUTHBURY","130","NH",85550712.0000,18238364.0000,103789076.0000,5237829.0000,248117.0000,0.0000,735232.0000,6715924.0000,9606017.0000,1906744.0000,9357900.0000,"N",4489954.0000,61235925.0000,67528535.0000,45470046.0000,1241475.0000,62244095.0000,102817.0000,102817.0000,3991576.0000,3991576.0000,1395681.0000,1603526.0000,1395681.0000,0.0000,7440309.9528,5390000.0000,12830309.9528,4893945.0000,61139258.0000,60659191.0000,9.9214797471045524e-01,61766989.0000,60944087.0000,9.8667731723170127e-01,1.9571000000000000e+04,"Aa2",2120635420.0000,3110267821.7400,2.2000000000000000e+01,4.3759381133818269e-02,2.5403600000000001e+03,132,1.8000000000000000e+01,"28.80"
"SPRAGUE","133","NL",18224455.0000,-198066.0000,18267004.0000,-30643.0000,31080.0000,0.0000,0.0000,18336.0000,141037.0000,91621.0000,109957.0000,"N",4256658.0000,5282038.0000,9835380.0000,7150665.0000,2924911.0000,9972066.0000,122468.0000,122468.0000,26500.0000,26500.0000,-40718.0000,-308889.0000,-40718.0000,0.0000,,9113583.0000,9113583.0000,0.0000,5377997.0000,4936848.0000,9.1797150500455837e-01,6104228.0000,5029528.0000,8.2394170073594897e-01,2.9140000000000000e+03,"A2",169169232.0000,248829841.7800,4.3000000000000000e+01,5.4054054054054057e-02,4.5493000000000001e+02,134,3.4500000000000000e+01,"31.50"
"STAMFORD","135","F",413649666.0000,-171361936.0000,243044454.0000,-9232113.0000,3866857.0000,0.0000,11739981.0000,25934717.0000,42596722.0000,1055167.0000,38729865.0000,"N",74070586.0000,498448441.0000,596637921.0000,317247208.0000,54449721.0000,545389651.0000,3819908.0000,3819908.0000,54106071.0000,54106071.0000,962107.0000,-342796.0000,962107.0000,0.0000,,426337355.0000,426337355.0000,178774375.0000,505429194.0000,499123905.0000,9.8752488167511754e-01,513237074.0000,503403916.0000,9.8084090472388596e-01,1.3082400000000000e+05,"Aa1",19557816784.0000,32919448012.8300,7.6400000000000000e+02,4.1654261125997759e-02,1.5771650000000000e+04,136,7.0550000000000000e+02,"26.12 / 27.25"
"STERLING","136","W",23217376.0000,1910791.0000,25890698.0000,361736.0000,27585.0000,20281.0000,0.0000,0.0000,4387853.0000,4339987.0000,4339987.0000,"N",4545599.0000,7424742.0000,12137770.0000,8775565.0000,859350.0000,11502121.0000,0.0000,6600.0000,513516.0000,513516.0000,122133.0000,780238.0000,128733.0000,0.0000,,6690000.0000,6690000.0000,0.0000,7191255.0000,7025078.0000,9.7689179426956774e-01,7396016.0000,7212375.0000,9.7517028086472501e-01,3.7420000000000000e+03,"A1",226072901.0000,338381571.9100,2.4000000000000000e+01,5.7454185240217927e-02,5.5722000000000003e+02,137,2.0000000000000000e+01,"31.60"
"STRATFORD","138","F",85697023.0000,-314760919.0000,-226393967.0000,-16226281.0000,1120234.0000,0.0000,0.0000,210988.0000,9314424.0000,7983202.0000,8194190.0000,"N",49234555.0000,174120628.0000,229788440.0000,125907159.0000,33098966.0000,231734864.0000,3293280.0000,6257166.0000,3321939.0000,3321939.0000,-1975083.0000,-671516.0000,988803.0000,0.0000,,285060417.0000,285060417.0000,60894906.0000,172755443.0000,168761349.0000,9.7688006854869402e-01,180413203.0000,171768208.0000,9.5208224865892987e-01,5.2345000000000000e+04,"A1",4478991696.0000,6666989581.6000,1.9000000000000000e+02,5.5409164104816278e-02,7.1469099999999999e+03,139,1.8400000000000000e+02,"38.99 / 37.00"
"SUFFIELD","139","H",91527538.0000,9596221.0000,101969491.0000,1349932.0000,0.0000,0.0000,350000.0000,963506.0000,9687388.0000,8373882.0000,9687388.0000,"N",17981734.0000,39515233.0000,60611276.0000,39426355.0000,2642325.0000,57398775.0000,607731.0000,1301001.0000,5137693.0000,5137693.0000,-1317461.0000,-551459.0000,-624191.0000,0.0000,,21944438.0000,21944438.0000,8974091.0000,39310525.0000,38944457.0000,9.9068778654062750e-01,40088723.0000,39195432.0000,9.7771715003244175e-01,1.5698000000000000e+04,,1385929061.0000,2007892424.5400,3.3000000000000000e+01,3.9226010267210738e-02,2.2015900000000001e+03,140,3.0500000000000000e+01,"28.20"
"TORRINGTON","143","L",82449665.0000,-141663475.0000,-51672517.0000,-1915795.0000,0.0000,7738045.0000,343792.0000,1170764.0000,21505946.0000,12253345.0000,13767901.0000,"N",43002447.0000,87997590.0000,137123889.0000,81823240.0000,3718057.0000,132304747.0000,1400000.0000,15294392.0000,3212471.0000,8986337.0000,3006671.0000,2579576.0000,11127197.0000,0.0000,,26996654.0000,26996654.0000,47617918.0000,87745345.0000,87745345.0000,1.0000000000000000e+00,87745345.0000,87745345.0000,1.0000000000000000e+00,3.4538000000000000e+04,"Aa3",1946867839.0000,2798903684.3600,2.1600000000000000e+02,5.4534987177474223e-02,4.4290400000000000e+03,144,2.3800000000000000e+02,"45.75 / 37.00"
"VERNON","146","T",121663258.0000,-35404457.0000,90058190.0000,3930378.0000,595917.0000,0.0000,0.0000,3201676.0000,19208106.0000,15410513.0000,18612189.0000,"N",25589647.0000,67962636.0000,96326184.0000,58063599.0000,5853286.0000,91604111.0000,73286.0000,73286.0000,2547509.0000,2547509.0000,2247850.0000,2675469.0000,2247850.0000,0.0000,,41878516.0000,41878516.0000,57891045.0000,67778045.0000,66936857.0000,9.8758907843978094e-01,69094231.0000,67639809.0000,9.7895016734465135e-01,2.9289000000000000e+04,"Aa2",1768696503.0000,2514856753.3800,2.3800000000000000e+02,4.4009920978254603e-02,3.5351900000000001e+03,147,2.7250000000000000e+02,"38.03 / 37.00"
"WATERBURY","151","NH",494918000.0000,-783540000.0000,-285955000.0000,-37976000.0000,0.0000,0.0000,0.0000,3000000.0000,23090000.0000,20090000.0000,23090000.0000,"N",192754000.0000,238981000.0000,453470000.0000,201163000.0000,48685000.0000,401751000.0000,0.0000,0.0000,51290000.0000,51290000.0000,429000.0000,26000.0000,429000.0000,0.0000,,428129000.0000,428129000.0000,222384000.0000,236551000.0000,232992000.0000,9.8495461866574230e-01,240987000.0000,233827000.0000,9.7028885375559681e-01,1.0862900000000000e+05,"A1",4093781469.0000,5805276093.4500,3.0950000000000000e+03,7.4306459887139423e-02,1.8528860000000001e+04,152,3.0825000000000000e+03,"60.21 / 37.00"
"WEST HARTFORD","155","H",194218000.0000,-173088000.0000,21212000.0000,-7266000.0000,193000.0000,0.0000,0.0000,541000.0000,22545000.0000,21811000.0000,22352000.0000,"N",59758000.0000,236916000.0000,303652000.0000,185537000.0000,20336000.0000,282338000.0000,593000.0000,593000.0000,21154000.0000,21154000.0000,753000.0000,737000.0000,753000.0000,0.0000,,150455000.0000,150455000.0000,227127000.0000,236740000.0000,234921000.0000,9.9231646532060491e-01,239290000.0000,236220000.0000,9.8717037903798743e-01,6.3133000000000000e+04,"Aaa",5980473361.0000,9251991620.4700,1.8200000000000000e+02,3.4378804568380779e-02,1.0056280000000001e+04,155,2.2550000000000000e+02,"39.51 / 37.00"
"WEST HAVEN","156","NH",113820843.0000,-312365310.0000,-197535622.0000,14167813.0000,0.0000,0.0000,0.0000,0.0000,-18138674.0000,-18138674.0000,-18138674.0000,"N",70810696.0000,94300417.0000,169326316.0000,104146866.0000,18666440.0000,172149460.0000,1796865.0000,2105315.0000,684781.0000,684781.0000,-1711060.0000,-6538967.0000,-1402610.0000,0.0000,,115521024.0000,115521024.0000,44518795.0000,94194456.0000,92520326.0000,9.8199999999999998e-01,96907205.0000,93128245.0000,9.6099999999999997e-01,5.4843000000000000e+04,"Baa2",2628822378.0000,3761443254.2900,6.1300000000000000e+02,5.4616687141007335e-02,6.9705200000000004e+03,156,5.8900000000000000e+02,"35.26 / 37.00"
"WETHERSFIELD","159","H",111446865.0000,2797080.0000,114243945.0000,8861446.0000,0.0000,0.0000,291386.0000,524665.0000,12114517.0000,11298466.0000,12114517.0000,"N",23205961.0000,84449288.0000,110031988.0000,69060782.0000,6053900.0000,107242090.0000,140000.0000,140000.0000,2648262.0000,2648262.0000,281636.0000,201203.0000,281636.0000,0.0000,,59797637.0000,59797637.0000,19035548.0000,85282173.0000,84613505.0000,9.9215934612735535e-01,87104850.0000,85091086.0000,9.7688114955711425e-01,2.6195000000000000e+04,"Aa2",2213858430.0000,3174823746.8600,5.7000000000000000e+01,4.4438134450202317e-02,3.8828600000000001e+03,160,6.7500000000000000e+01,"38.54 / 37.00"
"WINCHESTER","162","L",39174225.0000,-2520690.0000,38896708.0000,2577138.0000,0.0000,0.0000,1085000.0000,0.0000,7331790.0000,6246790.0000,7331790.0000,"N",10740242.0000,23531260.0000,35136489.0000,21758694.0000,683366.0000,33333289.0000,37542.0000,37542.0000,683463.0000,683463.0000,1157279.0000,1011480.0000,1157279.0000,0.0000,,3269067.0000,3269067.0000,5490800.0000,23241742.0000,22902097.0000,9.8538642241188290e-01,23743269.0000,23274207.0000,9.8024442211390517e-01,1.0739000000000000e+04,,693792298.0000,1035239069.7100,7.4000000000000000e+01,5.0508363397835356e-02,1.1544900000000000e+03,163,6.9500000000000000e+01,"33.54 / 32.00"
"WINDHAM","163","W",64730137.0000,-10527781.0000,55160450.0000,-1259541.0000,144801.0000,792170.0000,0.0000,0.0000,9481027.0000,8544056.0000,8544056.0000,"N",40539900.0000,36376109.0000,79568406.0000,54887548.0000,2375923.0000,80521168.0000,236425.0000,236425.0000,139000.0000,139000.0000,-855337.0000,-2565161.0000,-855337.0000,0.0000,,15097000.0000,15097000.0000,6677642.0000,35990960.0000,35162593.0000,9.7698402598874834e-01,37086069.0000,35724739.0000,9.6329268545555480e-01,2.4686000000000000e+04,"Aa3",881699549.0000,1327764697.2500,4.5500000000000000e+02,5.9308338720103423e-02,3.2792199999999998e+03,164,4.1700000000000000e+02,"35.35 / 37.00"
"WOODBRIDGE","167","NH",64825312.0000,-1820155.0000,64142009.0000,2419115.0000,46454.0000,0.0000,0.0000,1344541.0000,7025671.0000,5634676.0000,6979217.0000,"N",3839858.0000,44564309.0000,50977193.0000,31136860.0000,6873585.0000,49196667.0000,4649.0000,277649.0000,1419211.0000,1419211.0000,365964.0000,720261.0000,638964.0000,0.0000,9954353.5840,19841310.0000,29795663.5840,6547772.0000,44027418.0000,43867457.0000,9.9636678671458767e-01,44141690.0000,43984254.0000,9.9643339437162470e-01,8.8530000000000000e+03,"Aaa",1139034500.0000,1650627061.5300,1.6000000000000000e+01,3.0762835169403452e-02,1.4780200000000000e+03,168,9.5000000000000000e+00,"38.54 / 37.00"
