"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Middlefield",360810200,16766100,15276800,462388810,"SFY 2010-2011"
"Middletown",2043215700,396670610,158152950,3688740031,"SFY 2010-2011"
"Milford",5228652292,1010987140,242976260,7543924727,"SFY 2010-2011"
"Monroe",1781803568,153442658,55334910,2305778188,"SFY 2010-2011"
"Montville",1058285200,134512260,31186420,1542959662,"SFY 2010-2011"
"Morris",297799500,8567310,1574000,354954019,"SFY 2010-2011"
"Naugatuck",1505161890,140616100,66029700,2044768767,"SFY 2010-2011"
"New Britain",1863041695,319594990,104608140,3016660334,"SFY 2010-2011"
"New Canaan",7342031610,412647190,5565410,8167417130,"SFY 2010-2011"
"New Fairfield",1502207800,34361400,3112200,1681556085,"SFY 2010-2011"
"New Hartford",560053480,30043625,7653940,713266172,"SFY 2010-2011"
"New Haven",3445315028,1450183775,288173160,6602398094,"SFY 2010-2011"
"Newington",1761191360,349408650,140392680,2724956319,"SFY 2010-2011"
"New London",840408150,363085804,225430340,1751125822,"SFY 2010-2011"
"New Milford",2246454110,252225060,108182690,3121649745,"SFY 2010-2011"
"Newtown",3205798357,212700152,64697930,3942759965,"SFY 2010-2011"
"Norfolk",219159300,11054400,0,310958190,"SFY 2010-2011"
"North Branford",1006800593,87480416,38350480,1317752224,"SFY 2010-2011"
"North Canaan",178287450,48144380,31347270,373770210,"SFY 2010-2011"
"North Haven",1807226980,376883080,261115330,2936588537,"SFY 2010-2011"
"North Stonington",451506440,56500290,6543810,625077959,"SFY 2010-2011"
"Norwalk",8627766733,2184210046,206396750,12773529208,"SFY 2010-2011"
"Norwich",1514219000,405081000,60386000,2421117695,"SFY 2010-2011"
"Old Lyme",1399824631,57655934,10942500,1626688291,"SFY 2010-2011"
"Old Saybrook",2016657600,244652400,20946500,2491987200,"SFY 2010-2011"
"Orange",1487947100,342293900,82350200,2176439435,"SFY 2010-2011"
"Oxford",1188908475,36565160,39397700,1479507972,"SFY 2010-2011"
"Plainfield",650792031,102075900,73067730,1077081345,"SFY 2010-2011"
"Plainville",890558880,192311600,79877710,1428653680,"SFY 2010-2011"
"Plymouth",618843650,33036450,27682690,831919522,"SFY 2010-2011"
"Pomfret",274327400,15546200,8642000,358655283,"SFY 2010-2011"
"Portland",643727803,67986135,15597717,860090306,"SFY 2010-2011"
"Preston",349261640,19369500,2531300,454020826,"SFY 2010-2011"
"Prospect",679644235,37645330,11951750,828330754,"SFY 2010-2011"
"Putnam",361552000,103399800,40897800,645155294,"SFY 2010-2011"
"Redding",1632296104,139660290,4531240,1993710261,"SFY 2010-2011"
"Ridgefield",4603448369,548225917,18264300,5589817716,"SFY 2010-2011"
"Rocky Hill",1298746716,410439911,133000560,2219470542,"SFY 2010-2011"
"Roxbury",650307267,2850158,0,744522660,"SFY 2010-2011"
"Salem",354416200,17993740,1324730,432061839,"SFY 2010-2011"
"Salisbury",841998300,53969790,1309830,1207310460,"SFY 2010-2011"
"Scotland",109903240,912890,409480,129331718,"SFY 2010-2011"
"Seymour",1064460880,78496600,42184450,1399606735,"SFY 2010-2011"
"Sharon",695224240,39386600,0,842984980,"SFY 2010-2011"
"Shelton",3671940710,666211900,175293810,5261370940,"SFY 2010-2011"
"Sherman",687282565,1818500,0,742901163,"SFY 2010-2011"
"Simsbury",1987854910,286586850,12093130,2609247050,"SFY 2010-2011"
"Somers",668701160,28966100,9263400,830061271,"SFY 2010-2011"
"Southbury",1988156501,290255030,13365980,2599016263,"SFY 2010-2011"
"Southington",2909729268,441171722,109734055,4093523032,"SFY 2010-2011"
"South Windsor",1868166070,263547830,250219931,2837672814,"SFY 2010-2011"
"Sprague",124703600,21251900,0,207044888,"SFY 2010-2011"
"Stafford",577123150,39992830,17986990,836286613,"SFY 2010-2011"
"Stamford",14404572320,6028016841,837979420,24376201784,"SFY 2010-2011"
"Sterling",219286250,14548780,1916280,320932380,"SFY 2010-2011"
"Stonington",2360323520,434855000,33226300,3172807535,"SFY 2010-2011"
"Stratford",3129043600,451620020,337597720,4752232265,"SFY 2010-2011"
"Suffield",1128020670,56595610,46231920,1400953913,"SFY 2010-2011"
"Thomaston",448517307,34536480,33443292,631822933,"SFY 2010-2011"
"Thompson",479325770,22150800,8107600,617505189,"SFY 2010-2011"
"Tolland",1050874000,59482100,18918400,1284653508,"SFY 2010-2011"
"Torrington",1564217650,332743660,61501360,2397208925,"SFY 2010-2011"
"Trumbull",3935949240,486635600,144141900,5144879298,"SFY 2010-2011"
"Union",74084110,2444400,481350,95855437,"SFY 2010-2011"
"Vernon",1254849860,239524040,22342630,1906373361,"SFY 2010-2011"
"Voluntown",177815370,4821500,47180,226318855,"SFY 2010-2011"
"Wallingford",2798674003,576612914,255398980,4453039274,"SFY 2010-2011"
"Warren",208556490,4035640,0,349526200,"SFY 2010-2011"
"Washington",934091550,49479210,809960,1245580380,"SFY 2010-2011"
"Waterbury",3075450620,1047812246,133414230,5528927280,"SFY 2010-2011"
"Waterford",1847792050,857821650,64016130,3742735525,"SFY 2010-2011"
"Watertown",1446615250,115280500,108133830,1963200994,"SFY 2010-2011"
"Westbrook",1038165180,123231300,39476390,1361316794,"SFY 2010-2011"
"West Hartford",4697051210,712523220,65970300,6210872100,"SFY 2010-2011"
"West Haven",2230909923,248308823,83886180,3052372704,"SFY 2010-2011"
"Weston",2470922400,23634800,0,2624172117,"SFY 2010-2011"
"Westport",8894264509,1334631169,11316600,10920004285,"SFY 2010-2011"
"Wethersfield",1799612880,219231300,19951000,2330321900,"SFY 2010-2011"
"Willington",327098360,51171560,4477530,473563626,"SFY 2010-2011"
"Wilton",3954235500,637352720,0,5082822539,"SFY 2010-2011"
"Winchester",608942115,61243790,16854320,836471851,"SFY 2010-2011"
"Windham",544127755,123127395,37583190,958745150,"SFY 2010-2011"
"Windsor",1613787840,493110790,371378630,3183994519,"SFY 2010-2011"
"Windsor Locks",634070980,158337200,152677200,1360972724,"SFY 2010-2011"
"Wolcott",1127350558,47331700,31247890,1386316356,"SFY 2010-2011"
"Woodbridge",965398700,59273130,15861650,1188217580,"SFY 2010-2011"
"Woodbury",979391450,86520450,2483440,1220806132,"SFY 2010-2011"
"Woodstock",654919250,26440280,8631800,800270236,"SFY 2010-2011"
"Andover",235180430,4650100,1141200,279528100,"SFY 2011-2012"
"Ansonia",906853000,104242600,19985500,1178962021,"SFY 2011-2012"
"Ashford",268439500,14933000,0,346303380,"SFY 2011-2012"
"Avon",2087996930,248285160,28613150,2660104290,"SFY 2011-2012"
"Barkhamsted",277417450,13308230,4505030,375463622,"SFY 2011-2012"
"Beacon Falls",428641650,10281800,32017590,547927897,"SFY 2011-2012"
"Berlin",1518476460,280825200,138631500,2388962020,"SFY 2011-2012"
"Bethany",517058810,14646270,19352070,625928030,"SFY 2011-2012"
"Bethel",1668120070,226445360,91045660,2344194790,"SFY 2011-2012"
"Bethlehem",332005200,21836200,3146000,409980300,"SFY 2011-2012"
"Bloomfield",1097891520,266643050,177681010,2050319265,"SFY 2011-2012"
"Bolton",388499540,22070840,2997530,481767830,"SFY 2011-2012"
"Bozrah",163464390,10953810,23268670,255292769,"SFY 2011-2012"
"Branford",2609273860,342739680,111624370,3483790847,"SFY 2011-2012"
"Bridgeport",4091195912,895676158,568655925,7147462363,"SFY 2011-2012"
"Bridgewater",367333652,3025100,799500,417658881,"SFY 2011-2012"
"Bristol",2857643070,482637610,230550290,4482957290,"SFY 2011-2012"
"Brookfield",1952200965,245862530,110787470,2632195699,"SFY 2011-2012"
"Brooklyn",386168760,33558200,3718800,525343391,"SFY 2011-2012"
"Burlington",779163200,13039430,3126550,925697428,"SFY 2011-2012"
"Canaan",117953600,4251900,10349200,191517950,"SFY 2011-2012"
"Canterbury",303598640,10895980,4285900,384854155,"SFY 2011-2012"
"Canton",859728090,129546860,7747520,1123215696,"SFY 2011-2012"
"Chaplin",136428345,7004000,1423400,172996885,"SFY 2011-2012"
"Cheshire",2114711460,216948550,180801150,2899006923,"SFY 2011-2012"
"Chester",366198130,56562730,19772170,508343050,"SFY 2011-2012"
"Clinton",1163222040,134434139,29471110,1512894365,"SFY 2011-2012"
"Colchester",996308520,93061600,9590300,1305269861,"SFY 2011-2012"
"Colebrook",148156300,1453400,634700,183475428,"SFY 2011-2012"
"Columbia",448033848,14477200,7809100,537500460,"SFY 2011-2012"
"Cornwall",315659110,10673110,0,455792130,"SFY 2011-2012"
"Coventry",834814250,33696800,1140100,974008609,"SFY 2011-2012"
"Cromwell",966445230,210250240,33363130,1400440833,"SFY 2011-2012"
"Danbury",5372437900,1662078100,436822600,8717467601,"SFY 2011-2012"
"Darien",7564757890,666676830,3405010,8796876533,"SFY 2011-2012"
"Deep River",377845370,30214290,13031900,489076123,"SFY 2011-2012"
"Derby",637184580,131455480,13751080,919989176,"SFY 2011-2012"
"Durham",499581766,18654573,18355190,741482459,"SFY 2011-2012"
"Eastford",127448710,7269650,3136160,167998081,"SFY 2011-2012"
"East Granby",369520200,19310000,72920100,599134920,"SFY 2011-2012"
"East Haddam",824461270,37187300,8438740,990803375,"SFY 2011-2012"
"East Hampton",931219134,51176006,11166800,1120913150,"SFY 2011-2012"
"East Hartford",1877028030,408803232,253459985,3349318242,"SFY 2011-2012"
"East Haven",1735169659,234445100,50535970,2288994735,"SFY 2011-2012"
"East Lyme",1931201381,134566463,15244600,2342676444,"SFY 2011-2012"
"Easton",1539821460,36924220,282600,1675642603,"SFY 2011-2012"
"East Windsor",613833194,186294346,78446007,1103050514,"SFY 2011-2012"
"Ellington",943265942,72806460,17973060,1264066286,"SFY 2011-2012"
"Enfield",2112966130,499712970,134650770,3247614530,"SFY 2011-2012"
"Essex",875091750,120447770,36085700,1128835826,"SFY 2011-2012"
"Fairfield",8935227745,1021430143,53189290,10842663653,"SFY 2011-2012"
"Farmington",2463772607,748606276,37610020,3773377563,"SFY 2011-2012"
"Franklin",128882340,32991850,5280770,213833585,"SFY 2011-2012"
"Glastonbury",3206319700,478566500,68811100,4186777080,"SFY 2011-2012"
"Goshen",504975430,19628030,2681540,612543670,"SFY 2011-2012"
"Granby",818325540,40811540,3933300,1061469580,"SFY 2011-2012"
"Greenwich",23913780310,4090961630,77849380,30409395120,"SFY 2011-2012"
"Griswold",664350484,36577326,5884200,835834443,"SFY 2011-2012"
"Groton",2377563966,433565972,611396821,4341602700,"SFY 2011-2012"
"Guilford",2979775959,211332970,27339050,3489030801,"SFY 2011-2012"
"Haddam",684000578,26255040,25193070,893578105,"SFY 2011-2012"
"Hamden",2841372940,452279790,64619410,4073218071,"SFY 2011-2012"
"Hampton",128448010,2345840,122640,156173121,"SFY 2011-2012"
"Hartford",806295501,1453895295,86231393,3791364553,"SFY 2011-2012"
"Hartland",151542410,638720,0,198364680,"SFY 2011-2012"
"Harwinton",446870883,12369860,1703120,559468462,"SFY 2011-2012"
"Hebron",750421330,24172100,800520,871545420,"SFY 2011-2012"
"Kent",522545800,43853910,0,661843595,"SFY 2011-2012"
"Killingly",796462718,142046580,83085730,1732442346,"SFY 2011-2012"
"Killingworth",724423610,23647380,1015560,823597825,"SFY 2011-2012"
"Lebanon",544558660,13520220,3017080,664900913,"SFY 2011-2012"
"Ledyard",867499219,46888804,9186170,1126560822,"SFY 2011-2012"
"Lisbon",265663200,79166510,2127520,417724168,"SFY 2011-2012"
"Litchfield",862248880,94040450,6790690,1103549613,"SFY 2011-2012"
"Lyme",548049636,4976000,0,606085778,"SFY 2011-2012"
"Madison",3030318368,161948260,3039600,3444027983,"SFY 2011-2012"
"Manchester",2463965620,809163332,206353030,4392920742,"SFY 2011-2012"
"Mansfield",735749080,80921450,2127790,980446880,"SFY 2011-2012"
"Marlborough",540348430,28789530,2481710,629115848,"SFY 2011-2012"
"Meriden",2409832550,554384300,161301940,3877407434,"SFY 2011-2012"
"Middlebury",819411700,112740647,8950800,1092037230,"SFY 2011-2012"
"Middlefield",362942800,16713000,15281700,464948950,"SFY 2011-2012"
"Middletown",2054438031,404905250,160305170,3743925219,"SFY 2011-2012"
"Milford",5303419096,1020436700,251101970,7555477215,"SFY 2011-2012"
"Monroe",1781550580,153365220,55355020,2309604441,"SFY 2011-2012"
"Montville",1062196655,139428113,31792900,1562469814,"SFY 2011-2012"
"Morris",295911460,11272470,1574000,355469426,"SFY 2011-2012"
"Naugatuck",1507911394,140704370,66029700,2057410556,"SFY 2011-2012"
"New Britain",1868997695,321439940,104206300,3028590465,"SFY 2011-2012"
"New Canaan",7349948351,359501943,6498130,8203738624,"SFY 2011-2012"
"New Fairfield",1506933692,34259400,3098000,1690132236,"SFY 2011-2012"
"New Hartford",564481940,29328740,7524510,719965714,"SFY 2011-2012"
"New Haven",3571992829,2011498950,287420910,6820783025,"SFY 2011-2012"
"Newington",1765468898,370737550,137365190,2742989011,"SFY 2011-2012"
"New London",843275413,361324372,225600750,1763299419,"SFY 2011-2012"
"New Milford",2025144690,257454560,103589410,2928536090,"SFY 2011-2012"
"Newtown",3224767907,210888123,63720441,3957574250,"SFY 2011-2012"
"Norfolk",219562300,10097900,0,310279510,"SFY 2011-2012"
"North Branford",938245278,109065912,37597200,1275153571,"SFY 2011-2012"
"North Canaan",178971180,49043520,31399050,375616010,"SFY 2011-2012"
"North Haven",1809205770,376087920,260892350,2951818627,"SFY 2011-2012"
"North Stonington",455250950,56964040,6525680,630478392,"SFY 2011-2012"
"Norwalk",8645476941,2188621127,205687510,12847428669,"SFY 2011-2012"
"Norwich",1521374001,396100000,54691500,2432283274,"SFY 2011-2012"
"Old Lyme",1405828451,55588434,10942500,1601254590,"SFY 2011-2012"
"Old Saybrook",2019271800,244922500,21117300,2495005120,"SFY 2011-2012"
"Orange",1493825400,356567600,82043900,2183476129,"SFY 2011-2012"
"Oxford",1071836499,34570400,53294300,1407980749,"SFY 2011-2012"
"Plainfield",652539520,103022100,72485520,1082889640,"SFY 2011-2012"
"Plainville",896873870,191990290,80565250,1437135890,"SFY 2011-2012"
"Plymouth",619658710,32500980,27366080,831986022,"SFY 2011-2012"
"Pomfret",277544430,15209490,7644700,360409142,"SFY 2011-2012"
"Portland",647925100,67244383,15558432,862878885,"SFY 2011-2012"
"Preston",352654460,19407400,2531300,454179388,"SFY 2011-2012"
"Prospect",685757185,37292570,11876220,838424659,"SFY 2011-2012"
"Putnam",361972930,102432500,40821700,643530470,"SFY 2011-2012"
"Redding",1636088260,131077780,4470450,1990441993,"SFY 2011-2012"
"Ridgefield",4638366362,544585404,18264300,5631701370,"SFY 2011-2012"
"Rocky Hill",1305531095,382711449,130400970,2175642805,"SFY 2011-2012"
"Roxbury",653279857,2880498,0,748661351,"SFY 2011-2012"
"Salem",354416200,17993740,1324730,432061839,"SFY 2011-2012"
"Salisbury",788348100,51102700,1174000,1143457100,"SFY 2011-2012"
"Scotland",109765020,912890,409480,129954799,"SFY 2011-2012"
"Seymour",1073630530,77114920,41672120,1410288790,"SFY 2011-2012"
"Sharon",699599940,39380200,0,846758637,"SFY 2011-2012"
"Shelton",3687687060,677423030,177116620,5304505410,"SFY 2011-2012"
"Sherman",693297615,1818500,0,750816768,"SFY 2011-2012"
"Simsbury",1992288700,274030388,26125301,2612598506,"SFY 2011-2012"
"Somers",671649320,28726770,9243800,834268209,"SFY 2011-2012"
"Southbury",1994539051,290376340,13045390,2611327906,"SFY 2011-2012"
"Southington",2938409867,445300735,110685915,4141712530,"SFY 2011-2012"
"South Windsor",1879879080,267701700,251790720,2854210130,"SFY 2011-2012"
"Sprague",125737600,21149200,0,207097450,"SFY 2011-2012"
"Stafford",580263000,39953960,18149530,843111400,"SFY 2011-2012"
"Stamford",14472236940,5912210056,832795010,24381702527,"SFY 2011-2012"
"Sterling",220174390,14548780,1901590,321738879,"SFY 2011-2012"
"Stonington",2371869920,431487760,31511400,3188346863,"SFY 2011-2012"
"Stratford",3139747420,434753620,316567240,4737471707,"SFY 2011-2012"
"Suffield",1135437220,53022390,47220040,1413185714,"SFY 2011-2012"
"Thomaston",434606610,35878840,33996630,627361049,"SFY 2011-2012"
"Thompson",480354060,21793000,8107600,620258842,"SFY 2011-2012"
"Tolland",1055130500,62888600,18920600,1299161599,"SFY 2011-2012"
"Torrington",1568882460,335599260,60318570,2414991250.3,"SFY 2011-2012"
"Trumbull",3956714980,524289600,163266300,5241313109,"SFY 2011-2012"
"Union",75042970,2444400,481350,97269087,"SFY 2011-2012"
"Vernon",1270682460,237860940,21198400,1931920463,"SFY 2011-2012"
"Voluntown",158459270,6311100,7460,195554677,"SFY 2011-2012"
"Wallingford",2674877080,485057780,301785500,4326224939,"SFY 2011-2012"
"Warren",212081830,4035640,0,353853670,"SFY 2011-2012"
"Washington",937016400,49437400,809960,1253873670,"SFY 2011-2012"
"Waterbury",3083776086,1043217047,132987264,5537416189,"SFY 2011-2012"
"Waterford",1852481600,862648710,62456640,3773075195,"SFY 2011-2012"
"Watertown",1452209990,117178320,109360930,1977246779,"SFY 2011-2012"
"Westbrook",1040815818,124846320,39476390,1370570578,"SFY 2011-2012"
"West Hartford",4722426015,718916820,65802900,6262015365,"SFY 2011-2012"
"West Haven",1994798724,268131681,83748344,2854448133,"SFY 2011-2012"
"Weston",2478562400,24398800,0,2637085459,"SFY 2011-2012"
"Westport",7735067800,1133177410,7706300,9558725998,"SFY 2011-2012"
"Wethersfield",1809573200,206814360,19753100,2330234510,"SFY 2011-2012"
"Willington",329842970,50298440,4526920,477152248,"SFY 2011-2012"
"Wilton",3971283920,649981050,0,5114369442,"SFY 2011-2012"
"Winchester",610246915,61520710,17091340,838324674,"SFY 2011-2012"
"Windham",549566235,123077865,38183074,970120049,"SFY 2011-2012"
"Windsor",1628911040,487763590,372810060,3218691290,"SFY 2011-2012"
"Windsor Locks",636361340,155799150,152749600,1374810906,"SFY 2011-2012"
"Wolcott",1131879278,47343090,31335100,1383794343,"SFY 2011-2012"
"Woodbridge",968371080,60014500,15871870,1192782690,"SFY 2011-2012"
"Woodbury",985526709,86727270,2461880,1229996375,"SFY 2011-2012"
"Woodstock",657627910,26542480,8631800,805141582,"SFY 2011-2012"
"Andover",214676688,4696400,1068300,260346247,"SFY 2012-2013"
"Ansonia",909108600,104086000,20006500,1186033319,"SFY 2012-2013"
"Ashford",223581000,12745100,0,297104869,"SFY 2012-2013"
"Avon",2103432480,248700780,28467040,2689181750,"SFY 2012-2013"
"Barkhamsted",278853500,13118390,4331720,379329676,"SFY 2012-2013"
"Beacon Falls",357409820,14544290,30697430,478057240,"SFY 2012-2013"
"Berlin",1534224240,284808180,138882600,2431933200,"SFY 2012-2013"
"Bethany",517012400,14671490,19591290,628212417,"SFY 2012-2013"
"Bethel",1689288980,225096590,88050310,2371985170,"SFY 2012-2013"
"Bethlehem",330956800,22356600,3146000,410084312,"SFY 2012-2013"
"Bloomfield",1103058120,264477990,184942990,2082288764,"SFY 2012-2013"
"Bolton",388508020,21975880,2866300,484489390,"SFY 2012-2013"
"Bozrah",164725930,10985120,22801730,256411814,"SFY 2012-2013"
"Branford",2613608330,347307310,107381480,3507013756,"SFY 2012-2013"
"Bridgeport",4089936742,884332267,564301246,7147280419,"SFY 2012-2013"
"Bridgewater",337677952,2874300,701100,386750758,"SFY 2012-2013"
"Bristol",2863173940,492243500,230593830,4543520170,"SFY 2012-2013"
"Brookfield",1551140266,236978050,80278010,2185049919,"SFY 2012-2013"
"Brooklyn",389553500,33765200,4004300,531447938,"SFY 2012-2013"
"Burlington",784507830,13275050,3126550,936840177,"SFY 2012-2013"
"Canaan",117795500,6296100,10418400,193987030,"SFY 2012-2013"
"Canterbury",305054050,10839880,4141700,388141414,"SFY 2012-2013"
"Canton",863418860,129214840,7663100,1132976810,"SFY 2012-2013"
"Chaplin",136729300,7452600,1423400,173452140,"SFY 2012-2013"
"Cheshire",2123059470,217469430,177471210,2918797907,"SFY 2012-2013"
"Chester",368085120,56983120,19849230,511714325,"SFY 2012-2013"
"Clinton",1167573390,134170548,29660210,1522437886,"SFY 2012-2013"
"Colchester",871486300,85222200,8778400,1183353950,"SFY 2012-2013"
"Colebrook",147877650,1478000,634700,184846520,"SFY 2012-2013"
"Columbia",377016910,14310400,6644930,467047739,"SFY 2012-2013"
"Cornwall",267624830,9886700,,391716900,"SFY 2012-2013"
"Coventry",842371270,33703200,1140100,988733370,"SFY 2012-2013"
"Cromwell",973926750,213111970,33475780,1419592084,"SFY 2012-2013"
"Danbury",5386560200,1622177800,460915400,8777328518,"SFY 2012-2013"
"Darien",7612002780,660099980,3589460,8857408491,"SFY 2012-2013"
"Deep River",379318170,29952860,13025880,493478005,"SFY 2012-2013"
"Derby",501996600,104319650,10606970,752076954,"SFY 2012-2013"
"Durham",505541979,18621610,18000780,750525228,"SFY 2012-2013"
"Eastford",127621850,7297370,3136160,169318805,"SFY 2012-2013"
"East Granby",371309600,19216200,74817500,612270968,"SFY 2012-2013"
"East Haddam",828172676,36406390,8276790,996067620,"SFY 2012-2013"
"East Hampton",935713304,51524527,8447440,1132004757,"SFY 2012-2013"
"East Hartford",1464404150,390672539,247421235,2918250397,"SFY 2012-2013"
"East Haven",1421435930,292728890,21325370,1995614517,"SFY 2012-2013"
"East Lyme",1665320643,122210521,14146230,2060143298,"SFY 2012-2013"
"Easton",1187580453,10289000,23171460,1321844780,"SFY 2012-2013"
"East Windsor",617224915,195170621,79035730,1114854672,"SFY 2012-2013"
"Ellington",949466292,72494380,17732780,1278394973,"SFY 2012-2013"
"Enfield",1794805470,379317970,166684200,2882938440,"SFY 2012-2013"
"Essex",876526950,121066470,35386300,1135512936,"SFY 2012-2013"
"Fairfield",8941629455,1035032123,53157720,10911279387,"SFY 2012-2013"
"Farmington",2478199082,745239966,37482760,3802615488,"SFY 2012-2013"
"Franklin",129210040,33178316,5030060,215353496,"SFY 2012-2013"
"Glastonbury",3221379980,483247400,69302300,4230767505,"SFY 2012-2013"
"Goshen",507831520,19473740,960470,616352385,"SFY 2012-2013"
"Granby",821858650,40823440,3933300,1071003320,"SFY 2012-2013"
"Greenwich",24119622660,4142130160,77480900,30738211554,"SFY 2012-2013"
"Griswold",537415868,37524634,3849370,704897016,"SFY 2012-2013"
"Groton",2211043670,379943355,610249150,4174380877,"SFY 2012-2013"
"Guilford",2986403289,212368800,27280280,3508866727,"SFY 2012-2013"
"Haddam",688158190,25907190,25140460,900295746,"SFY 2012-2013"
"Hamden",2841672630,461014880,65580410,4101879314,"SFY 2012-2013"
"Hampton",128189480,2288950,122640,156783512,"SFY 2012-2013"
"Hartford",720604312,1218219341,73354131,3495334048,"SFY 2012-2013"
"Hartland",150035060,638430,0,194844960,"SFY 2012-2013"
"Harwinton",449114903,13049230,2280470,570599792,"SFY 2012-2013"
"Hebron",644143290,21319480,785400,771607380,"SFY 2012-2013"
"Kent",527967800,43886710,,667592689,"SFY 2012-2013"
"Killingly",800587454,139925953,86989320,1795222510,"SFY 2012-2013"
"Killingworth",623465010,20521570,722550,719303570,"SFY 2012-2013"
"Lebanon",546794170,13719965,2949260,671595429,"SFY 2012-2013"
"Ledyard",872796459,47224834,9119320,1130275903,"SFY 2012-2013"
"Lisbon",220122900,82190850,1909910,385690471,"SFY 2012-2013"
"Litchfield",863984830,93923390,6790690,1112314799,"SFY 2012-2013"
"Lyme",550254443,4976000,0,609602931,"SFY 2012-2013"
"Madison",3040451268,166566960,3039600,3463986755,"SFY 2012-2013"
"Manchester",2132941400,749344464,194265430,4008086364,"SFY 2012-2013"
"Mansfield",738105450,91715800,2127790,985763240,"SFY 2012-2013"
"Marlborough",476927220,26667550,2179590,566920130,"SFY 2012-2013"
"Meriden",2010723449,609116718,109541810,3476653100,"SFY 2012-2013"
"Middlebury",670900100,97250060,8550000,924387002,"SFY 2012-2013"
"Middlefield",315988900,16320800,15064500,417914060,"SFY 2012-2013"
"Middletown",2061348570,327664100,177580860,3737930226,"SFY 2012-2013"
"Milford",4277171577,1017178450,239766530,6562443934,"SFY 2012-2013"
"Monroe",1784313791,152475867,55196416,2316904231,"SFY 2012-2013"
"Montville",858215930,119848770,30784970,1337960574,"SFY 2012-2013"
"Morris",294601870,8295330,1580610,350356848,"SFY 2012-2013"
"Naugatuck",1510807030,141149320,64787580,2074742146,"SFY 2012-2013"
"New Britain",1871694775,326545910,104931570,3058247875,"SFY 2012-2013"
"New Canaan",7388576981,361394655,6498170,8251622181,"SFY 2012-2013"
"New Fairfield",1512239843,33545200,3098000,1701624085,"SFY 2012-2013"
"New Hartford",568275800,29351770,7966770,730480923,"SFY 2012-2013"
"New Haven",2772894791,2127351714,285010445,6235412799,"SFY 2012-2013"
"Newington",1625210055,371960520,125609478,2615550419,"SFY 2012-2013"
"New London",846262853,347113444,225329640,1771985579,"SFY 2012-2013"
"New Milford",2026271860,256787465,96309830,2940068535,"SFY 2012-2013"
"Newtown",3237723882,218413508,62275009,3983830502,"SFY 2012-2013"
"Norfolk",219164600,10318200,0,310889260,"SFY 2012-2013"
"North Branford",939087688,110789002,37769500,1282035066,"SFY 2012-2013"
"North Canaan",179885920,49340040,28351120,375235760,"SFY 2012-2013"
"North Haven",1811379380,364249870,254112185,2955577646,"SFY 2012-2013"
"North Stonington",372005570,47166840,6443220,530311754,"SFY 2012-2013"
"Norwalk",8674126553,2175769882,200828950,12883677220,"SFY 2012-2013"
"Norwich",1525056719,396331200,56282000,2473445308,"SFY 2012-2013"
"Old Lyme",1409413751,54915019,10942500,1606189160,"SFY 2012-2013"
"Old Saybrook",2020394500,244931400,20974500,2497439850,"SFY 2012-2013"
"Orange",1499240300,376986200,82093600,2217140075,"SFY 2012-2013"
"Oxford",1078851299,34406500,53195200,1415992844,"SFY 2012-2013"
"Plainfield",652206220,103972890,72308960,1093881940,"SFY 2012-2013"
"Plainville",804356070,190350270,93058370,1371340409,"SFY 2012-2013"
"Plymouth",551952130,32485300,24641830,765486375,"SFY 2012-2013"
"Pomfret",277396600,15584300,8129700,362305922,"SFY 2012-2013"
"Portland",589093120,62374439,14812849,804099598,"SFY 2012-2013"
"Preston",354539960,19169000,2531300,458511446,"SFY 2012-2013"
"Prospect",632581770,43717000,9165210,793702237,"SFY 2012-2013"
"Putnam",362666260,102961010,39785620,647815405,"SFY 2012-2013"
"Redding",1637740910,131007830,4504510,1995771301,"SFY 2012-2013"
"Ridgefield",4672632895,548017636,18286910,5682950200,"SFY 2012-2013"
"Rocky Hill",1309855285,360794620,132822760,2176873400,"SFY 2012-2013"
"Roxbury",658772647,2893068,,757324258,"SFY 2012-2013"
"Salem",286115480,16596900,1893700,361548835,"SFY 2012-2013"
"Salisbury",793554480,51963100,1045900,1152855780,"SFY 2012-2013"
"Scotland",110051500,912890,409480,130453280,"SFY 2012-2013"
"Seymour",905257200,70646100,37861390,1222591500,"SFY 2012-2013"
"Sharon",703249340,40578200,0,850107585,"SFY 2012-2013"
"Shelton",2921709070,649819400,161193350,4535088211,"SFY 2012-2013"
"Sherman",699911555,1818500,,758758463,"SFY 2012-2013"
"Simsbury",1994515280,274948297,26291220,2614926359,"SFY 2012-2013"
"Somers",674462470,29904370,9271500,845103887,"SFY 2012-2013"
"Southbury",1997030961,289687830,13106150,2614476802,"SFY 2012-2013"
"Southington",2651491094,407902490,71321440,3794440243,"SFY 2012-2013"
"South Windsor",1884523439,265151620,252782021,2892313120,"SFY 2012-2013"
"Sprague",125823600,20522300,,205595220,"SFY 2012-2013"
"Stafford",560152598,40404843,24377685,816751425,"SFY 2012-2013"
"Stamford",14472845604,5956062411,830858360,24598526891,"SFY 2012-2013"
"Sterling",220878070,14548780,1920860,325399525,"SFY 2012-2013"
"Stonington",2384320900,428754592,33631800,3216098242,"SFY 2012-2013"
"Stratford",3149529830,414184790,322395880,4765857933,"SFY 2012-2013"
"Suffield",1144346540,53582760,47802230,1429481309,"SFY 2012-2013"
